İstanbul;(32. Yarış Günü);24/06/2022
1. Kosu :   17:15;Maiden; 3 Yaşlı İngilizler; 58.00kg; 1600m; Çim;;;;Rekor Derece :1.33.05
İkramiye;;;;;Yetiştirici Primi;;;;
1.)75.000 TL;2.)30.000 TL;3.)15.000 TL;4.)7.500 TL;5.)3.750 TL;1.)17.250 TL;2.)6.900 TL;3.)3.450 TL;4.)1.725 TL;5.)863 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;KOPDAĞ K SKG;3y d  e;APPROVE (IRE);MANDRANA;58;A.SÖZEN;ALİ CAN YAMANER;BAY.AKTAŞ;7;%46.33(1);37;1:37.90;1,40;3 Boy
2;REBEL TIME KG K;3y d  d;BUSHRANGER (IRE);BALLERENA BLISS (USA);56;M.HAMEDİ;YUNUS EMRE DOLU;K.MELİKE;2;%6.37(5);28;1:38.30;11,90;Yarım Boy
3;BODACIOUS KG K BB;3y a  e;EL CORREDOR (USA);DARGA;58;F.YÜKSEL;S.SIRRI ÖZCAN;SU.ÖZKAN;4;%6.62(4);32;1:38.39;15,15;2,5 Boy
4;ÇAKIR YILDIZI KG SK;3y d  e;PAPA CLEM (USA);DİLAY STAR;55;B.ÇIĞLA AP;ERDAL YILDIRIM;E.USLU;5;%7.13(3);;1:38.81;8,40;Yarım Boy
5;DARK FACE KG K;3y d  d;SMART ROBIN (JPN);WHITE GIRL;56;MÜS.ÇELİK;FATİH HAYIRLIOĞLU;Y.DEMİRKIRAN;1;%4.88(7);27;1:38.90;20,85;
6;LADY GÖKSU DB SK;3y d  d;VICTORY GALLOP (CAN);PRENSES GÖKSU;54 +1.60;M.KAYİŞ AP;GÖKSEL ÜNBAY;E.KOCA;3;%1.1(8);23;1:40.37;38,30;
7;SİMFEROPOL K;3y d  d;KARABEKMEZ;HIRÇINGÜL;54 +1.00;T.KERESTECİ AP;ÜMİT BEKMEZCİ;EN.KARATAŞ;10;%0.7(9);;1:40.65;74,35;
8;PANENKA K DB;3y k  d;NATIVE KHAN (FR);FLY WINGS;53;H.YOLAÇICI AP;AYDIN ÜSTÜNDAĞ;V.YÜKSEL;6;%0.66(10);14;1:41.42;74,90;
9;PICARDIE SKG SK;3y a  d;KHANKA;PASTORALE;56;G.YILDIZ;SELÇUK ÖZTÜRK;U.KIRKUVA;9;%0.65(11);;1:44.40;46,15;
10;YILDIZKIRAN SK;3y a  e;APPROVE (IRE);IGUASSU;58;A.KURŞUN;MEHMET DEMİRKIRAN;Y.DEMİRKIRAN;11;%5.24(6);31;1:44.42;22,25;
11;JOLAN SKG SK BB;3y d  d;MENDIP (USA);SAINT'S VICTORY (GB);56;H.KARATAŞ;MURAT KADAİFÇİOĞLU;E.KARAKÖLEOĞLU;12;%19.41(2);;1:44.82;3,30;
12;GLASS ARMONICA DB SKG SK (Koşmaz);3y d  d;PACO BOY (IRE);BIG SEA;56 +1.00;N.ŞEN;FURKAN ÇALIŞKAN;M.F.ATCI;8;%0.91(12);;Koşmaz;42,15;
GANYAN(3) :1,40 TL, İKİLİ(3/11) :8,00 TL, SIRALI İKİLİ(3/11) :9,75 TL

2. Kosu :   17:45;KV-6/DHÖW/Dişi; 4 Yaşlı Araplar; 58.00kg; 1900m; Çim;;;;Rekor Derece :2.04.59
İkramiye;;;;;Yetiştirici Primi;;;;
1.)105.000 TL;2.)42.000 TL;3.)21.000 TL;4.)10.500 TL;5.)5.250 TL;1.)24.150 TL;2.)9.660 TL;3.)4.830 TL;4.)2.415 TL;5.)1.208 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ASLIYÜCE KG;4y k k;BABA MEVLÜT;YÜCELAY;56;A.SÖZEN;GÜNSEN SOYUPAK;H.YÜZBAŞI;6;%21.06(2);63;2:10.85;3,10;1,5  Boy
