İzmir;(7. Yarış Günü);01/12/2022
1. Kosu :   14:30;ŞARTLI 3/Dişi/Y2; 3 ve Yukarı İngilizler; 58.00kg; 60.00 kg; 60.00 kg; 2100m; Kum;;;;Rekor Derece :2.12.31
İkramiye;;;;;Yetiştirici Primi;;;;
1.)63.000 TL;2.)25.200 TL;3.)12.600 TL;4.)6.300 TL;5.)3.150 TL;1.)10.868 TL;2.)4.347 TL;3.)2.174 TL;4.)1.087 TL;5.)543 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BUENA SUERTE DB SKG SK;4y d k;TOCCET (USA);SUMMER WINE;57;M.AKIN;UFUK TALAT KORKUT;B.GÜL;1;;41;2:18.55;3,00;1,5  Boy
2;DARK PEARL DB SKG SK;5y d k;SMART ROBIN (JPN);BLACK TULIP;57;C.PASO;ESİN VARDARCIK;B.ÇAKUS;3;;51;2:18.81;3,70;2 Boy
3;DRAGON PEARL DB SK;4y d k;LION HEART (USA);BEFORE ME;57;E.ÇİZİK;ERKAN BAL;Z.TURĞUL;8 - DS;;44;2:19.08;3,25;2,5 Boy
4;DERİNDOĞA K DB ÖG;4y d k;LION HEART (USA);NOISETTE;61;O.KIZILDAŞ;NURDENİZ EMRE;M.GÜDÜCÜ;7;;50;2:19.48;4,00;10 Boy
5;ANITA BLAKE KG SK;7y d k;WIN RIVER WIN (USA);KITTY HAWK;58;E.KADİRLER;SELİN DİKENCİK;M.ÖZGÜL;4;;23;2:21.12;4,15;
6;STARLIGHT WALK KG;3y a  d;FAST 'N' FAMOUS (AUS);PRETTY LADY;54;M.B.ÖNCEL;MELİS KURTEL EMİN;Ş.ÖNCEL;6;;;2:21.85;29,50;
7;KILLER QUEEN KG SK;4y d k;KULOĞLU;QUEENIE BELLE;56;U.LEVENT;SELİN DİKENCİK;M.ÖZGÜL;2;;35;2:22.53;4,15;
8;ATRIO KG K (Koşmaz);3y a  d;LION HEART (USA);LADY DIAMOND;58;M.KAYİŞ;Ö.FUAT ATLIER;Ş.ÖZDENİZ;5;;51;Koşmaz;;
[(2)ANITA BLAKE,(7)KILLER QUEEN,] eküridir.GANYAN(5) :3,00 TL, İKİLİ(5/6) :7,35 TL, SIRALI İKİLİ(5/6) :13,85 TL, ÜÇLÜ BAHİS(5/6/4) :12,21 TL Çıkan 1 Atla: 2,43 TL, PLASE(5) :4,50 TL, PLASE(6) :2,05 TL

2. Kosu :   15:00;ŞARTLI 4/DHÖW/Dişi; 4 ve Yukarı Araplar; 58.00kg; 59.00 kg; 1400m; Kum;;;;Rekor Derece :1.32.97
İkramiye;;;;;Yetiştirici Primi;;;;
