İstanbul;(7. Yarış Günü);25/01/2023
1. Kosu :   14:00;Maiden/Dişi; 3 Yaşlı İngilizler; 58.00kg; 1300m; Sentetik;;;;Rekor Derece :1.15.99
İkramiye;;;;;Yetiştirici Primi;;;;
1.)108.000 TL;2.)43.200 TL;3.)21.600 TL;4.)10.800 TL;5.)5.400 TL;1.)24.840 TL;2.)9.936 TL;3.)4.968 TL;4.)2.484 TL;5.)1.242 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;DIAMOND BROTHERS KG DB SK;3y d  d;BUSHRANGER (IRE);BELLA COSA;58;MER.ÇELİK;İCLAL ALTUNAY ELMAS;T.İBİŞ;5;%19.33(2);34;1:19.24;2,45;5 Boy
2;PRANAYAMA DB SK;3y d  d;ENGLISH CHANNEL (USA);ALNAWAIBI (USA);58;H.KARATAŞ;V.HAKAN KELEŞ;S.KAYMAKLI;3;%33.33(1);40;1:20.07;1,85;Yarım Boy
3;ROCKET FUEL KG K DB;3y d  d;MALİ;SİBA;58;G.ÖZÇELİK;ZEKİ SÖKMEN;S.AYDOĞAN;2;%6.76(4);29;1:20.16;10,20;1 Boy
4;LADY CONQUEROR SK;3y d  d;GENERAL QUARTERS (USA);SEYİR;58;H.ÇİZİK;SERDAR ÇETİNKAYA;A.N.HINÇ;6;%10.91(3);36;1:20.29;6,20;Yarım Boy
5;VITTORIOSA KG K;3y k  d;VICTORY GALLOP (CAN);SANTA PEKAN;58;A.SÖZEN;CAN N. GÜVEN;M.SOYKUVVET;10;%4.76(5);;1:20.34;14,55;
6;ANADOLU DESTANI K;3y d  d;VICTORY GALLOP (CAN);ROKOKO;58;E.AKTUĞ;T. İZZET AKSOY;A.TEPEBAŞI;11 - DS;%3.04(6);;1:20.46;18,30;
7;LEGEND SEVEN KG SK;3y a  d;LION HEART (USA);CONFIDENCE;58;A.ASLAN;ALPER ÖZBEK;H.ACAR;7;%0.95(9);17;1:20.52;40,95;
8;MAVİ ANNA SK;3y d  d;TOROK (IRE);ÇIĞ;58;M.KAYA;HALİL FAHRİ NARMANLI;R.TETİK;1;%2.51(7);;1:21.05;26,30;
9;BEAUTIFUL ANGEL DB SK;3y d  d;WIENER WALZER (GER);QUEEN AMIDALA;54 +0.20;BERKANT GÖKÇE AP;CEMAL YILDIZ;E.KOCA;9;%0.41(10);;1:23.18;70,10;
10;ENRICO K;3y d  d;MENDIP (USA);MISS DE HAVILLAND (IRE);55;C.ALTUN AP;BARAN D. CEMİLOĞLU;S.ÖZGEZER;8;%1(8);;1:24.12;38,30;
11;PAKO SK (Koşmaz);3y d  d;WIN RIVER WIN (USA);SYMPHONY STAR (IRE);58;A.KURŞUN;ÜMİT BARLIK;S.ÇITAK;4;%17.01(11);;Koşmaz;;
GANYAN(3) :2,45 TL, İKİLİ(3/9) :2,75 TL, SIRALI İKİLİ(3/9) :5,30 TL

2. Kosu :   14:30;Handikap 15/DHÖW /H2; 4 Yaşlı Araplar; kg; 1200m; Sentetik;;;;Rekor Derece :1.17.90
İkramiye;;;;;Yetiştirici Primi;;;;
