İstanbul;(12. Yarış Günü);24/12/2022
1. Kosu :   17:15;Maiden/Dişi; 2 Yaşlı İngilizler; 57.00kg; 1400m; Sentetik;;;;Rekor Derece :1.22.25
İkramiye;;;;;Yetiştirici Primi;;;;
1.)81.500 TL;2.)32.600 TL;3.)16.300 TL;4.)8.150 TL;5.)4.075 TL;1.)23.431 TL;2.)9.373 TL;3.)4.686 TL;4.)2.343 TL;5.)1.172 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;COTE D AZUR KG;2y a  d;CRIMEAN TATAR;MISS DENNIS;57 +0.60;M.KAYA;BÜLENT YILDIRIM;E.ÇUKURKAŞ;6;%25.11(1);34;1:26.95;2,80;Burun
2;LADY CONQUEROR SK;2y d  d;GENERAL QUARTERS (USA);SEYİR;57 +0.20;T.YILDIZ;SERDAR ÇETİNKAYA;A.N.HINÇ;12;%2.12(7);22;1:26.96;30,15;4,5 Boy
3;BEROŞ K;2y k  d;NATIVE KHAN (FR);RIVER OF LOVE;57;N.AVCİ;SEYHAN YILDIRIM;AT.GÖKÇE;10;%13.89(4);35;1:27.59;5,75;Yarım Boy
4;VITTORIOSA KG K;2y k  d;VICTORY GALLOP (CAN);SANTA PEKAN;57;A.SÖZEN;CAN N. GÜVEN;M.SOYKUVVET;9;%4.9(6);;1:27.67;16,50;Yarım Boy
5;COCO SISTER;2y d  d;ASTRAKHAN;GO DANCING (GB);55;A.YILDIZ AP;MURAT AKSOY;MUR.AKSOY;13;%7.56(5);;1:27.76;10,95;
6;GÖZCE SK;2y d  d;INDIAN DAYS (GB);SPEEDY FOX;54;B.ÇIĞLA AP;CAN TEKİN;E.KARAKÖLEOĞLU;4;%0.74(12);;1:27.80;68,20;
7;MILAGRA SK;2y a  d;LUXOR;NAR KIRMIZI;57;H.KARATAŞ;AYŞE MERVE KİTAPÇI;Y.GÜRSÖĞÜT;7;%22.35(2);;1:27.90;2,55;
8;TEMPESTA MIA DB SK;2y d  d;THREE VALLEYS (USA);BYE BYE FUJI (USA);57;G.ÖZÇELİK;DUYGU FATURA;S.TAŞBEK;2;%1.83(3);39;1:27.98;4,20;
9;APPASSIONATA DB SK;2y d  d;THREE VALLEYS (USA);AAMAAL (GER);57;G.KOCAKAYA;DUYGU FATURA;S.TAŞBEK;11;%16.64(3);;1:28.26;4,20;
10;KEZİBAN SULTAN KG K ÖG;2y d  d;PAPA CLEM (USA);MÜYESSERS GIRL;57;GÖK.BEKTAŞ;ALİ DOBAK;D.ERGİN;3;%1.16(9);;1:28.39;38,60;
11;ASYA GÜNEŞİ DB SK;2y k  d;GENERAL QUARTERS (USA);NAGM (USA);57;E.AKTUĞ;SEYFETTİN ORAL;R.TETİK;5;%1.98(8);;1:29.27;33,85;
12;MY BERRU;2y a  d;EL CORREDOR (USA);KAVİYOLU;57;M.HAMEDİ;CENGİZHAN GENÇTEN;E.USLU;1;%0.75(11);;1:29.73;87,75;
13;ILSA IN TROY K DB;2y a  d;CAPTAIN RIO (GB);KOFA (IRE);57;D.KAYA;BAHADIR GELİŞ;T.ŞİT;8;%0.97(10);24;1:32.70;100,55;
[(12)TEMPESTA MIA,(1)APPASSIONATA,] eküridir.GANYAN(5) :2,80 TL, İKİLİ(5/9) :46,55 TL, SIRALI İKİLİ(5/9) :68,45 TL

2. Kosu :   17:45;ŞARTLI 4/Dişi; 3 ve Yukarı İngilizler; 59.00kg; 60.00 kg; 60.00 kg; 1400m; Sentetik;;;;Rekor Derece :1.22.25
İkramiye;;;;;Yetiştirici Primi;;;;
