İzmir;(19. Yarış Günü);16/06/2022
1. Kosu :   17:15;Handikap 15 /H2; 3 Yaşlı İngilizler; kg; 2000m; Çim;;;;Rekor Derece :2.00.03
İkramiye;;;;;Yetiştirici Primi;;;;
1.)62.000 TL;2.)24.800 TL;3.)12.400 TL;4.)6.200 TL;5.)3.100 TL;1.)10.695 TL;2.)4.278 TL;3.)2.139 TL;4.)1.070 TL;5.)535 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;GOLD HUNTER DB SK;3y d  d;SCARFACE;VIVA LA VIDA;58;A.YILDIZ AP;HÜSEYİN YILDIZ;M.ZELYURT;5 - DS;%30.63(2);55;2:04.86;2,60;1,5  Boy
2;LİPSOS KG DB;3y d  e;TRIPLE BONUS;FİRDEVS;50 +2.00;S.AKŞIN AP;RESUL AYDOĞAN;R.AYDOĞAN;3;%10.73(4);37;2:05.07;4,25;Baş
3;RUN FOR HAPPINESS KG K;3y d  e;HAKEEM (USA);WILLPOWER;59,5;M.M.BİLGİN;GÜLNUR GÜLERCE;Y.SAZAK;6 - DS;%37.26(1);52;2:05.09;1,85;3,5 Boy
4;NURAN HANIM;3y d  d;PAPA CLEM (USA);EASY COME;53,5;A.C.DAĞDEVİREN;ONUR YETKİN;Ş.ÖZDENİZ;1;%11.77(3);40;2:05.63;7,20;1,5  Boy
5;PRENSES EVRİM KG DB SK;3y d  d;YES OF AFRIKA;HİLALCAN;50 +0.20;M.UYAR AP;HAKKI GÜLAL;S.O.APAYDIN;2;%4.77(6);33;2:05.86;14,35;
6;ARYA KUŞ DB SK;3y d  d;WIN RIVER WIN (USA);STARMOON;51,5 +1.40;C.PASO AP;ERGÜN OKYAR;MEH.KAYA;4;%4.84(5);36;2:06.39;15,50;
GANYAN(1) :2,60 TL, SIRALI İKİLİ(1/4) :14,35 TL

2. Kosu :   17:45;Maiden; 2 Yaşlı İngilizler; 57.00kg; 1100m; Kum;;;;Rekor Derece :1.07.68
İkramiye;;;;;Yetiştirici Primi;;;;
1.)68.000 TL;2.)27.200 TL;3.)13.600 TL;4.)6.800 TL;5.)3.400 TL;1.)19.550 TL;2.)7.820 TL;3.)3.910 TL;4.)1.955 TL;5.)978 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;MUST KG DB SK;2y d  e;LION HEART (USA);GRADIVA (USA);57;M.ÇİÇEK;HALE HÜLYA ILGAZLI;G.TOKLU;6;%33.03(2);;1:09.92;1,60;4 Boy
2;BOATMAN KG SK;2y k  e;LION HEART (USA);SNOW WHITE;57;M.M.BİLGİN;ERAY KOKTAY;S.YANIK;7 - DS;%35.34(1);;1:10.47;1,90;3,5 Boy
3;PERFECT TIME DB;2y d  e;PERFECT STORM;ITS TIME TO SEA;57;MER.ÇELİK;GÜNSEN SOYUPAK;B.GÜL;3;%20.45(3);;1:10.99;4,85;6,5 Boy
4;KOŞ BESTE KG K;2y d  d;BUENOS AIRES;LITTLE TULIP;55 +1.10;M.BAYDAN;AYSEL BAYDAN;M.YAPAROĞLU;1;%7.47(4);;1:12.01;11,60;
5;HAMİDİN (Koşmaz);2y a  e;LION HEART (USA);MISSY FRANKLIN;53;C.YILMAZ AP;ERAY KOKTAY;S.YANIK;4;%1.8(5);;Koşmaz;;
6;GRESCA (Koşmaz);2y d  d;TOROK (IRE);SUMMER WINE;55;G.İ.BODUR AP;UFUK TALAT KORKUT;B.GÜL;5;%1.47(6);;Koşmaz;;
7;PRINCESS DREAM KG (Koşmaz);2y a  d;SPEEDY WOLF;VETTORI CALL (GB);55;O.ALKAN AP;GÜNSEN SOYUPAK;B.GÜL;2;%0.44(7);;Koşmaz;;
[(1)BOATMAN,(2)HAMİDİN,] eküridir.[(4)PERFECT TIME],(7)PRINCESS DREAM],] eküridir.GANYAN(3) :1,60 TL, İKİLİ(1/3) :1,45 TL, SIRALI İKİLİ(3/1) :3,05 TL, ÜÇLÜ BAHİS(3/1/4) :1,83 TL Çıkan 1 Atla: 0,36 TL Çıkan 2 Atla: 0,36 TL, 1. ÇİFTE(1/3) :5,50 TL

3. Kosu :   18:30;ŞARTLI 3/DHÖW/Dişi; 3 Yaşlı Araplar; 57.00kg; 1200m; Çim;;;;Rekor Derece :1.16.11
İkramiye;;;;;Yetiştirici Primi;;;;
1.)52.500 TL;2.)21.000 TL;3.)10.500 TL;4.)5.250 TL;5.)2.625 TL;1.)15.094 TL;2.)6.038 TL;3.)3.019 TL;4.)1.509 TL;5.)755 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;DESTE KIZIM KG DB SK;3y a  d;KAYAYÜREKLİ;DESTENAZ;56;A.YILDIZ AP;CAVİDAN KAYA ÖZASLAN;F.KEMAHLIOĞLU;4;%24.1(2);42;1:19.65;3,85;1,5  Boy
2;BAŞTİMUR KIZI KG SK;3y d  d;KAIZBERT (RU);ÇİZGİ;57;E.AKTUĞ AP;ZEKİ UYGUR;MEH.KAYA;3;%29.15(1);44;1:19.85;1,70;6 Boy
3;AKSU NEHİR KG DB SK;3y a  d;ÖZDURAN;AKSU;57;K.GÖKÇE AP;İBRAHİM HALİL ASLAN;M.ASLAN;1;%10.16(5);41;1:20.68;12,85;6 Boy
4;CANSES GÜLÜ SK;3y d  d;GELİBOLU;CANSES;60;M.KAYA;ELİF KAYA;V.KARAKUŞ;2;%15.68(4);45;1:21.57;5,70;50 Boy
5;YAZ GÜZELİM KG K;3y a  d;BİTİRİMKARINCA;BAHARESİNTİ;54 +1.70;M.ÇİÇEK;OĞUZ DAĞLAROĞLU;T.TEMİZER;5;%20.9(3);42;1:29.50;2,90;
GANYAN(4) :3,85 TL, SIRALI İKİLİ(4/2) :7,20 TL, 2. ÇİFTE(3/4) :7,20 TL

4. Kosu :   19:00;Handikap 14 /H2; 4 ve Yukarı İngilizler; kg; 1300m; Çim;;;;Rekor Derece :1.15.43
İkramiye;;;;;Yetiştirici Primi;;;;
1.)52.500 TL;2.)21.000 TL;3.)10.500 TL;4.)5.250 TL;5.)2.625 TL;1.)9.056 TL;2.)3.623 TL;3.)1.811 TL;4.)906 TL;5.)453 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BLUE THUNDER KG DB SK SGKR;5y d  a;VICTORY GALLOP (CAN);KUZGUN;57,5;N.AVCİ;ALİ ALAN;M.ZELYURT;3;%18.43(2)  %20.65(1);36;1:17.43;2,30;1,5  Boy
2;MASTER CHEF KG K;4y d  a;MENDIP (USA);JUBILEE TREAT (USA);58,5;M.M.BİLGİN;HÜSEYİN DİLBER;R.KARATAŞ;9;%13.03(5)  %12.74(4);38;1:17.61;5,10;Boyun
3;TAKE OATH DB SKG SK;5y a  a;TALIP HAN (IRE);LITTLE OCEAN;55,5;A.YILDIZ AP;MEHMET EMİN ÇİZİK;H.DURMUŞ;10;%6.18(6)  %6.19(6);38;1:17.68;17,85;1 Boy
4;LAST HOPE DB SK;4y a k;CAPTAIN RIO (GB);ATIPHA;62,5;MER.ÇELİK;ERSİN IŞIKLI;Ş.ÖZDENİZ;4;%13.67(4)  %12.59(5);46;1:17.85;8,50;4,5 Boy
5;HİKMET AĞA KG;4y d  a;JUSTENUFFHUMOR (USA);YORKVILLE QUEEN;58;K.TOKAÇOĞLU;MEHMET ARICI;O.TAŞDEMİR;1;%18.89(1)  %18.2(2);37;1:18.44;3,85;
6;FLEUR SKG SK;4y d k;INVINCIBLE SON (IRE);NORTHERN WARRIOR;51,5 +1.60;MUH.OK AP;ŞÜKRÜ GÜRER;MEH.KAYA;5;%1.92(9)  %1.74(9);24;1:19.02;23,40;
7;DARK RUNNER DB SK;4y d  a;BUSHRANGER (IRE);SURVIVOR;61;E.AKTUĞ AP;BERK PELENK;M.ZELYURT;7;%14.66(3)  %14.02(3);47;1:19.40;6,15;
8;DREAM LADY KG K;4y d k;EL CORREDOR (USA);HIPNOZ (USA);53;O.KIZILDAŞ AP;SERTAÇ OKUR;Ü.AYBOĞA;2;%1.19(11)  %1.17(11);27;1:19.42;92,80;
9;THE LEGEND;5y d k;AKINDAYIM (IRE);TAPO;53 +0.30;A.C.DAĞDEVİREN;ANNABELLA SPONZA TIRPANÇEKER;Ş.ÖZDENİZ;8;%5.03(8)  %5.38(8);27;1:19.49;17,85;
10;REGINA LUNA DB SK;4y d k;BUSHRANGER (IRE);MEDORA LEIGH (USA);50 +2.00;S.AKŞIN AP;AYSEL BAYDAN;M.YAPAROĞLU;11;%1.45(10)  %1.42(10);25;1:20.67;31,25;
11;PRENSES BESO DB SK;5y a k;DUTYFREE;BIG STAR;54 +0.60;B.M.MIRIK;DİNÇER TOLGA SALTABAŞ;İ.E.YILMAZ;6;%5.55(7)  %5.91(7);29;1:23.04;14,20;
GANYAN(9) :2,30 TL, İKİLİ(3/9) :9,65 TL, SIRALI İKİLİ(9/3) :14,95 TL, 3. ÇİFTE(4/9) :14,70 TL

5. Kosu :   19:30;ŞARTLI 5/DHÖW; 4 ve Yukarı Araplar; 57.50kg; 60.00 kg; 2000m; Çim;;;;Rekor Derece :2.12.23
İkramiye;;;;;Yetiştirici Primi;;;;
1.)77.000 TL;2.)30.800 TL;3.)15.400 TL;4.)7.700 TL;5.)3.850 TL;1.)13.283 TL;2.)5.313 TL;3.)2.657 TL;4.)1.328 TL;5.)664 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BORABEY DB SKG SK SGKR;5y k  a;UÇANOĞLU;MOR ELMAS;56 +0.50;B.KURDU;NURTEN ERDÖLEK;M.DÜLGAR;5;%32.38(1)  %36.52(1);80;2:13.45;1,90;3 Boy
2;İSTANBUL MUHAFIZI KG DB;5y k  a;AYABAKAN;MELDEGÜLÜ;62;M.ÇİÇEK;İSMET ARSLANCA;T.TEMİZER;2;%13.99(2)  %12.4(2);69;2:13.91;4,65;3 Boy
3;ESER KG DB SK;9y k  a;JOKER;GÖKÇETAY;56;N.AVCİ;HÜSEYİN ÇELİKAY;FAH.CEYLAN;8;%11.56(3)  %10.82(3);94;2:14.40;8,40;Yarım Boy
4;ALEMİN KRALI KG DB;9y k  a;TURBO;SEÇİLAY;56;O.YILDIZ;YUSUF KÜREM;HAL.KAYA;7;%7.57(5)  %7.18(6);53;2:14.46;11,55;4 Boy
5;AHMET ALİ KG DB;5y a  a;BERKSOY;BİRSENSİN;55;C.PASO AP;SABAHATTİN TEKDOĞAN;MEH.KAYA;1;%3.66(8)  %3.43(8);57;2:15.14;21,80;
6;SON PARILTI KG DB SK;5y d  a;BİLGİN;TEKKALE;56;M.M.BİLGİN;SADİ KIR;HAL.KAYA;9;%3.1(10)  %3.31(9);53;2:15.16;14,00;
7;SONEMİR;8y a  a;ZENGİNOĞLU;ÖTİKEN;53 +0.50;H.GÜN AP;BESİRE GÜNDÜZELİ;M.YAPAROĞLU;10;%6.08(7)  %5.86(7);71;2:15.43;12,55;
8;FARANELLİ KG SK;5y a  a;KIZGINLAV;FATİNE HANIM;53;E.AKTUĞ AP;GÖKHAN ÖZTÜRK;S.YUDUM;6;%1.71(11)  %1.63(11);38;2:15.45;44,05;
9;KAYALARLI KG SK;6y k  a;GÜNTAY;BENLİ ANA;56 +1.30;M.KAYA;ŞEMİSTAN GÖKÇE;SEYİT GÖKÇE;3;%8.72(4)  %8.19(4);67;2:17.06;7,55;
10;KÜŞİ KG K DB;6y a k;BERKAY EFE;HALİDE;61;M.BAYDAN;FERİT MENGİ;B.ÖZGÜR;4;%3.13(9)  %2.8(10);72;2:19.01;25,35;
11;AKARNEJAT KG SK;9y k  g;HABERBATUR;DURUDOĞA;56;MER.ÇELİK;İSMAİL GÖKHAN HUMALI;Z.TURĞUL;11;%7.09(6)  %7.34(5);75;2:20.58;10,50;
12;BABA OZAN KG DB (Koşmaz);4y d  a;DEMİRDELEN;DOSTUN KIZI;60,5;K.TOKAÇOĞLU;TALAT ÜSTÜNER;MEH.KAYA;12 - DS;%1.01(12)  %0.53(12);66;Koşmaz;;
GANYAN(6) :1,90 TL, 1. 3'LÜ GANYAN(4/9/3,6) :7,68 TL, İKİLİ(1/6) :5,10 TL, SIRALI İKİLİ(6/1) :6,90 TL, ÜÇLÜ BAHİS(6/1/7) :4,84 TL Çıkan 1 Atla: 0,94 TL, PLASE(1) :1,05 TL, PLASE(6) :1,05 TL, PLASE İKİLİ(1/6) :6,70 TL, PLASE İKİLİ(1/7) :17,70 TL, PLASE İKİLİ(6/7) :9,70 TL, SIRALI 5 Lİ BAHİS(6/1/7/11/4) :203,03 TL, 4. ÇİFTE(9/6) :5,30 TL

6. Kosu :  SAHİL GÜVENLİK KOMUTANLIĞI (İZMİR) KOŞUSU 20:00;ŞARTLI 5; 3 Yaşlı İngilizler; 58.00kg; 1900m; Kum;;;;Rekor Derece :1.58.31
İkramiye;;;;;Yetiştirici Primi;;;;
1.)77.000 TL;2.)30.800 TL;3.)15.400 TL;4.)7.700 TL;5.)3.850 TL;1.)13.283 TL;2.)5.313 TL;3.)2.657 TL;4.)1.328 TL;5.)664 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;KARADÖKER SK;3y d  e;LION HEART (USA);LADY LIZ;58;MER.ÇELİK;MURAT DÖKER;Ş.ÖZDENİZ;1;%18.36(2)  %19.04(2);69;2:02.54;2,70;Yarım Boy
2;SCHILLACI K;3y d  e;MENDIP (USA);AKARCA KIZI;58;M.KAYA;CENK ŞAMLI;C.ŞAMLI;7;%65.97(1)  %65.38(1);73;2:02.60;1,25;22 Boy
3;MAYBE MOR KG DB SK;3y d  e;BARUDİ;KIZIM İLAYDA;55 +1.30;M.AKIN AP;ALİ ÖREN;MEH.DAŞ;2;%2.31(5)  %2.23(5);52;2:05.51;18,80;7,5 Boy
4;TAŞON DB SK;3y d  e;PACO BOY (IRE);LONE LOOK (GB);60;M.M.BİLGİN;HALE HÜLYA ILGAZLI;G.TOKLU;5;%7.7(3)  %7.95(3);62;2:06.66;7,90;10 Boy
5;RÜZGAR KAAN KG K DB GKR;3y a  g;TROJEN HORSE;APRİKOSE;56 +0.50;B.KURDU;CENK ÖZMALATYALILAR;FAH.CEYLAN;4;%3.68(4)  %3.91(4);49;2:08.34;18,20;
6;BAŞ HÜKÜMDAR KG K GKR;3y k  g;KING ALP (USA);SILVER GLEAM;54 +2.00;F.AVCI;MEHMET TAMER;M.TAMER;3;%1.2(6)  %0.97(6);30;2:09.67;33,95;
7;KARAPUS KG K;3y d  e;SMART ROBIN (JPN);LEMI GAMBINO;54 +1.30;H.ŞİMŞEK;SERDAR ÜZÜM;H.DURMUŞ;6;%0.78(7)  %0.52(7);12;2:12.82;55,05;
GANYAN(2) :2,70 TL, 1. 6'LI GANYAN(1/3/4/9/3,6/2) :225,35 TL, 1. 5'Lİ GANYAN(3/4/9/3,6/2) :68,26 TL, İKİLİ(2/4) :1,60 TL, SIRALI İKİLİ(2/4) :4,65 TL, ÜÇLÜ BAHİS(2/4/3) :9,45 TL, 5. ÇİFTE(6/2) :8,95 TL

7. Kosu :   20:30;Maiden; 2 Yaşlı İngilizler; 57.00kg; 1100m; Kum;;;;Rekor Derece :1.07.68
İkramiye;;;;;Yetiştirici Primi;;;;
1.)68.000 TL;2.)27.200 TL;3.)13.600 TL;4.)6.800 TL;5.)3.400 TL;1.)19.550 TL;2.)7.820 TL;3.)3.910 TL;4.)1.955 TL;5.)978 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;OĞLUM AYAZ KG SK;2y d  e;APPROVE (IRE);FİRDEVS;54;E.AKTUĞ AP;CÜNEYT BAŞ;F.KEMAHLIOĞLU;2;%14.28(4);;1:10.32;6,40;1 Boy
2;PERİ YILDIZI KG SK;2y d  d;GÜNGÖR BABA;PIETRA;55;N.AVCİ;İLHAN TEKİNALP;M.ASLAN;1;%25.24(1);;1:10.45;3,00;10 Boy
3;HAVE A NICE GIRL KG K;2y a  d;BARUDİ;ALWAYS FUN;52 +0.60;C.PASO AP;MEHMET TAMER;M.TAMER;3;%10.59(5);;1:11.83;9,80;1 Boy
4;LIGHT OF SMART KG K;2y d  e;SMART ROBIN (JPN);MINT COPY;57;M.M.BİLGİN;SAMİ DOĞAN;Ü.BULUT;6;%23.63(2);;1:12.01;2,95;Boyun
5;RAGING KG K DB;2y d  e;MANTICORE;VOLCANIC ERUPTION;54;MUH.OK AP;SABAHATTİN YAVUZ;HAL.KAYA;8 - DS;%21.9(3);;1:12.07;2,10;
6;LHOTSE KG K;2y a  d;SERHAS;OLIMPIC DREAM;51 +0.10;M.UYAR AP;RAMAZAN ÖZÇELİK;M.ASLAN;7;%2.76(6);;1:17.82;31,30;
7;HEY JUDE (Koşmaz);2y d  e;PAPA CLEM (USA);MYTH AND MAGIC (IRE);53;C.YILMAZ AP;ERAY KOKTAY;S.YANIK;5;%0.31(8);;Koşmaz;;
8;LA BOMBONERA K (Koşmaz);2y k  e;WIN RIVER WIN (USA);GOLDEN OK;57;G.İ.BODUR AP;HÜSEYİN YILDIZ;Ö.GÖKÇE;4;%1.29(7);;Koşmaz;;
GANYAN(4) :6,40 TL, İKİLİ(4/8) :7,65 TL, SIRALI İKİLİ(4/8) :18,90 TL, ÜÇLÜ BAHİS(4/8/6) :24,50 TL Çıkan 1 Atla: 2,67 TL Çıkan 2 Atla: 2,24 TL, PLASE() :İade, 6. ÇİFTE(2/4) :20,90 TL

8. Kosu :   21:00;ŞARTLI 4; 4 ve Yukarı İngilizler; 58.00kg; 58.50 kg; 2000m; Çim;;;;Rekor Derece :2.00.03
İkramiye;;;;;Yetiştirici Primi;;;;
1.)62.000 TL;2.)24.800 TL;3.)12.400 TL;4.)6.200 TL;5.)3.100 TL;1.)10.695 TL;2.)4.278 TL;3.)2.139 TL;4.)1.070 TL;5.)535 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;DICAPRIO DB SKG SK;4y d  a;SMART ROBIN (JPN);MY FATHERS DREAM;58;B.KURDU;ALİ GÜNGÖR;E.ATEŞ;7 - DS;%19.76(3);66;2:03.47;3,20;Yarım Boy
2;GO CYCLONE SKG SK;5y d  a;DUTYFREE;MOON CREST (IRE);54,5;MER.ÇELİK;ŞÜKRÜYE ADIŞEN;Ş.ÖZDENİZ;5;%8.16(5);44;2:03.56;10,20;Boyun
3;ENCANTADOR DB;4y d  a;BANKNOTE (GB);LUCKY LIFE;51 +0.40;E.AKTUĞ AP;İSMET ARSLANCA;C.T.KÖSE;1;%6.74(6);66;2:03.60;12,25;Yarım Boy
4;EL PATRON KG K;6y d  a;TOROK (IRE);SHARARA;56,5 +0.10;M.ÇİÇEK;CAN ŞEN;A.COŞKAN;6;%30.29(1);85;2:03.66;2,15;1 Boy
5;BOUKEPHALOS KG DB SK;4y d  g;VICTORY GALLOP (CAN);SUZİ GOLD;61;B.M.MIRIK;HULUSİ ÇİL;A.COŞKAN;3;%11.47(4);82;2:03.78;6,30;
6;BRAVE RUNNER KG K;4y d  a;SMART ROBIN (JPN);SAKARYA GÜZELİ;54 +0.30;A.KÜRÜNDÜK;YAVUZ AYDOĞAN;M.ZELYURT;4;%22.84(2);68;2:07.13;3,05;
7;YAHYAHAN KG K DB (Koşmaz);6y a  a;BUENOS AIRES;TULAROSA (GB);56,5;M.KAYA;TALAT ÜSTÜNER;MEH.KAYA;2;%0.75(7);74;Koşmaz;;
GANYAN(2) :3,20 TL, İKİLİ(2/5) :18,45 TL, SIRALI İKİLİ(2/5) :32,80 TL, ÜÇLÜ BAHİS(2/5/7) :58,81 TL Çıkan 1 Atla: 6,45 TL, 7. ÇİFTE(4/2) :27,65 TL

9. Kosu :   21:30;Handikap 15/DHÖW/Dişi /H2; 4 ve Yukarı Araplar; kg; 1300m; Çim;;;;Rekor Derece :1.22.40
İkramiye;;;;;Yetiştirici Primi;;;;
1.)62.000 TL;2.)24.800 TL;3.)12.400 TL;4.)6.200 TL;5.)3.100 TL;1.)10.695 TL;2.)4.278 TL;3.)2.139 TL;4.)1.070 TL;5.)535 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SARİDUZ KG;6y a k;KILAVUZ;SUZİRA;55;K.GÖKÇE AP;MEHMET E. ÇÖKMEZ;MEH.KAYA;10;%11.89(4);39;1:25.89;7,15;1,5  Boy
2;ANANİYA KG DB SK;7y a k;UÇANBEY;KİBARYILDIZ;53 +0.30;E.AKTUĞ AP;SAMİ DOĞAN;M.YAPAROĞLU;5;%19.21(2);35;1:26.11;3,65;5 Boy
3;SEVDAM;6y a k;GÜNTAY;KIZIM BERNA;56,5;MER.ÇELİK;MEHMET BİRDEN;MEH.KAYA;8;%15.45(3);38;1:26.82;5,35;Boyun
4;TURBO MASALI SK;4y k k;TURBO;HELSİNKİ GÜZELİ;51,5 +0.90;O.KIZILDAŞ AP;MEHMET ALTIN;M.YAPAROĞLU;1;%2.09(9);30;1:26.87;21,55;4 Boy
5;FIRTINA GÜZELİ KG SK GKR;4y a k;YAKUPBEY;IRMAK SULTAN;56,5;M.BAYDAN;MİKAİL ALTIN;M.YAPAROĞLU;3;%5.6(7);40;1:27.49;16,75;
6;POLATLI GÜLÜ KG DB SGKR;5y a k;ÖZGÜNHAN;BUDİN KIZI;61;MUH.OK AP;C.AHMET ÇUKUROVA;C.T.KÖSE;2;%6.54(6);51;1:27.74;15,45;
7;PRENSES ÖZGÜL KG;5y a k;UÇANBEY;ŞEDAT GÜZELİ;58,5;M.M.BİLGİN;MEHMET SALİH APAYDIN;MEH.KAYA;9;%22.79(1);42;1:28.41;2,25;
