İzmir;(20. Yarış Günü);18/06/2022
1. Kosu :   17:15;Maiden/DHÖW/Dişi; 3 Yaşlı Araplar; 57.00kg; 1200m; Çim;;;;Rekor Derece :1.16.11
İkramiye;;;;;Yetiştirici Primi;;;;
1.)68.000 TL;2.)27.200 TL;3.)13.600 TL;4.)6.800 TL;5.)3.400 TL;1.)19.550 TL;2.)7.820 TL;3.)3.910 TL;4.)1.955 TL;5.)978 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;KIVILCIMKIZ KG SK;3y k  d;ÖZGÜNHAN;TEMENNİ;53;C.ALTUN AP;MELİS KURTEL EMİN;M.U.TURAN;6;%21.17(2);36;1:20.01;2,50;4 Boy
2;ZEKOSH KG K DB;3y k  d;ULUER;DEMRE;57;K.TOKAÇOĞLU;ABDULLAH KILINÇ;V.AKBULUT;1;%42.61(1);38;1:20.58;1,85;1,5  Boy
3;RUZE KG K;3y k  d;TAMERİNOĞLU;SİNEMNUR;57;A.OLUK;SEÇKİN ÖZBEY;SA.ÖZBEY;7;%2.32(6);;1:20.77;29,45;5 Boy
4;EFSANENİN KIZI KG SK;3y a  d;KAFKASLIEFSANESİ;ÜÇYILDIZ;57;M.M.BİLGİN;CAVİDAN KAYA ÖZASLAN;F.KEMAHLIOĞLU;3;%2.77(4);34;1:21.53;7,35;Boyun
5;KAYA DE SULTAN KG K DB;3y a  d;SULTAN DE FAUST (FR);ÖRNEKKAYA;53;S.AKŞIN AP;CAVİDAN KAYA ÖZASLAN;F.KEMAHLIOĞLU;5;%2.54(4);30;1:21.58;7,35;
6;CİK CİK KG SK;3y a  d;YÜREKKAYA;AYTENCİK;57;M.BAYDAN;CAVİDAN KAYA ÖZASLAN;F.KEMAHLIOĞLU;2;%4.42(4);33;1:22.43;7,35;
7;MİŞMİŞ KG SK;3y a  d;ONURKAAN;BEGÜM ANA;57;H.KAPLAN;SEVİM KARACA;MEH.KAYA;4;%1.05(7);;1:23.05;48,85;
8;QUEEN CEYDA KG K DB GKR;3y d  d;BABA MEVLÜT;ŞİVEGÜL;53 +0.70;A.YILDIZ AP;GÜNSEN SOYUPAK;A.A.ZÜMBÜLLER;8;%3.28(5);23;1:23.58;22,55;
9;SEPYA RENK KG;3y k  d;ALPYÜREK;SEPYA;57;H.ŞİMŞEK;ŞEHABETTİN DOYAN;Ü.AYBOĞA;10;%0.45(8);15;1:25.33;90,10;
10;FİRUZE SULTAN KG K;3y a  d;TOŞUR;BAŞTACI;57;M.ÇİÇEK;GÜLER TUZCU;ŞAFAK GÜMÜŞ;9;%19.39(3);;1:28.78;4,00;
[(2)EFSANENİN KIZI,(4)KAYA DE SULTAN,(1)CİK CİK,] eküridir.GANYAN(5) :2,50 TL, İKİLİ(5/10) :2,70 TL, SIRALI İKİLİ(5/10) :6,30 TL

2. Kosu :   17:45;ŞARTLI 3; 2 Yaşlı İngilizler; 57.00kg; 1200m; Kum;;;;Rekor Derece :1.11.59
İkramiye;;;;;Yetiştirici Primi;;;;
1.)52.500 TL;2.)21.000 TL;3.)10.500 TL;4.)5.250 TL;5.)2.625 TL;1.)15.094 TL;2.)6.038 TL;3.)3.019 TL;4.)1.509 TL;5.)755 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;LION OF RUNNER KG K DB;2y d  d;LION HEART (USA);AKASYA;54;C.PASO AP;OĞUZ İKEN;M.YAPAROĞLU;4 - DS;%47.26(1);47;1:14.68;1,95;16 Boy
2;SHINING GIRL KG SK;2y a  d;THREE VALLEYS (USA);MISS OLGA;53 +0.10;N.AVCİ;EGE RAMAZAN KURU;A.E.ALKIŞ;2;%27.62(2);44;1:17.00;1,85;12 Boy
3;VENGATIVO KG K;2y d  e;LILBOURNE LAD (IRE);NICELY DONE;55;M.GÖKSU AP;ZEKİ SÖKMEN;HAL.KAYA;1;%23.12(3);43;1:18.76;2,80;14 Boy
4;MY NAME IS HATICE KG K ÖG;2y d  d;PRESENT PERFECT;GISABELLE;50 +1.60;S.AKŞIN AP;MEHMET DEMİR;M.YAPAROĞLU;3;%2(4);;1:20.90;31,10;
GANYAN(2) :1,95 TL, SIRALI İKİLİ(2/3) :3,10 TL, 1. ÇİFTE(5/2) :5,55 TL

3. Kosu :   18:30;Maiden/DHÖW/Dişi; 3 Yaşlı Araplar; 57.00kg; 1200m; Çim;;;;Rekor Derece :1.16.11
İkramiye;;;;;Yetiştirici Primi;;;;
1.)68.000 TL;2.)27.200 TL;3.)13.600 TL;4.)6.800 TL;5.)3.400 TL;1.)19.550 TL;2.)7.820 TL;3.)3.910 TL;4.)1.955 TL;5.)978 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ZEYTİNYELİ K;3y k  d;ULUER;ASTURBO;57;O.YILDIZ;HALİT KEKİK;F.KIRAN;8;%24.48(1);27;1:21.29;2,35;Boyun
2;AKLİME KG SK;3y k  d;ASİLZADE;BEHRE.9;57;H.KAPLAN;SEVİM KARACA;MEH.KAYA;1;%16.62(4);;1:21.34;4,20;2,5 Boy
3;AHİRDAĞ KG K;3y a  d;GELİBOLU;BERİKAKIZ;57;H.ŞİMŞEK;LÜTFİ SABANCI;M.TAMER;7;%7.31(6);24;1:21.75;9,95;2,5 Boy
4;FISILTI KG DB SK;3y k  d;YÜREKKAYA;GITHERRE;54;C.PASO AP;CAVİDAN KAYA ÖZASLAN;F.KEMAHLIOĞLU;10;%1.61(2);16;1:22.18;10,95;2,5 Boy
5;ALTI YOL KG DB SK;3y k  d;ALMAATA;BİRSU;53;S.AKŞIN AP;CAVİDAN KAYA ÖZASLAN;F.KEMAHLIOĞLU;3;%4.11(2);28;1:22.61;10,95;
6;ŞEKER AY KG K;3y a  d;JOKER;BERKSU;57 +0.10;F.AVCI;REYHAN ŞEKER;KAY.ALTINÖZ;4;%16.98(3);;1:23.87;2,40;
7;İLKGELİN KG DB SK;3y d  d;SARRAF;SONNEFES;54 +1.00;K.GÖKÇE AP;İSMAİL SATIK;MEH.KAYA;9;%1.35(8);14;1:23.92;44,35;
8;BUKA BARANE KG K;3y a  d;SARRAF;ÖZKANKIZI;57;M.M.BİLGİN;MEHMET ÖZKAN;M.YAPAROĞLU;6;%10.13(5);17;1:25.01;8,15;
9;PAZAR GÜZELİ KG K DB;3y d  d;GÜRGÖKÇE;GÜLBENİZ;53;S.ÇELİK AP;KAYA KAYA;At Sahibi;11;%2.79(7);20;1:29.36;43,35;
10;ATLI SULTAN KG K (Koşmaz);3y a  d;SULTAN DE FAUST (FR);ATLIHANIM;57;M.BAYDAN;CAVİDAN KAYA ÖZASLAN;F.KEMAHLIOĞLU;2;%13.02(2);34;Koşmaz;5,40;
11;YER ELMASI KG DB SK (Koşmaz);3y a  d;VAKKAS;KAFKAS MEŞALESİ;54 +1.40;BERKANT GÖKÇE AP;KAYA KAYA;At Sahibi;5;%1.6(7);;Koşmaz;10,15;
[(6)FISILTI,(3)ALTI YOL,(4)ATLI SULTAN,] eküridir.[(8)PAZAR GÜZELİ],(10)YER ELMASI],] eküridir.GANYAN(11) :2,35 TL, İKİLİ(2/11) :5,05 TL, SIRALI İKİLİ(11/2) :9,95 TL, ÜÇLÜ BAHİS(11/2/1) :19,18 TL Çıkan 1 Atla: 1,76 TL Çıkan 2 Atla: 0,82 TL, PLASE(11) :1,15 TL, PLASE(2) :1,45 TL, PLASE İKİLİ(1/11) :4,80 TL, PLASE İKİLİ(1/2) :6,20 TL, PLASE İKİLİ(2/11) :5,00 TL, 2. ÇİFTE(2/11) :5,00 TL

4. Kosu :   19:00;Handikap 14/Dişi /H2; 3 Yaşlı İngilizler; kg; 1600m; Kum;;;;Rekor Derece :1.38.10
İkramiye;;;;;Yetiştirici Primi;;;;
1.)52.500 TL;2.)21.000 TL;3.)10.500 TL;4.)5.250 TL;5.)2.625 TL;1.)9.056 TL;2.)3.623 TL;3.)1.811 TL;4.)906 TL;5.)453 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;RUNNER GIRL DB SKG SK;3y d  d;MALİ;RAPUNZEL;52;C.PASO AP;TALAT ÜSTÜNER;MEH.KAYA;2;%5.79(6)  %5.76(6);34;1:43.59;15,80;Burun
2;DEEP DELIGHT DB;3y d  d;TOROK (IRE);GALVANLI;56 +0.20;O.YILDIZ;FAHRİ İŞİNİBİLİR;C.ARPEK;10;%22.66(1)  %20.54(2);38;1:43.61;4,25;1,5  Boy
3;DONNA CARA K;3y a  d;KANEKO;RICCA DONNA;53 +1.70;H.ŞİMŞEK;CİHAN EMİL;A.ÖMEROĞLU;11 - DS;%6.3(5)  %6.15(5);32;1:43.85;12,50;1 Boy
4;TIDY WOMAN DB SK;3y d  d;WIENER WALZER (GER);SPLATTER HOUSE;56;E.AKTUĞ AP;FİGEN BERKOL;L.BERKOL;4;%17.6(3)  %16.44(3);42;1:44.00;4,40;1 Boy
5;ARSLAN KAPISI KG DB SK;3y d  d;LION HEART (USA);MIDPOINT;59;M.AKIN AP;TANSEL ARSLAN;HAL.KAYA;12 - DS;%14.84(4)  %13.53(4);48;1:44.12;4,80;
6;MERRY LEGS DB SK;3y d  d;LION HEART (USA);GÜLER YÜZLÜM;50 +2.00;S.ÇELİK AP;İLKER İYİKOL;H.DURMUŞ;6;%2.99(8)  %2.88(8);26;1:45.50;26,40;
7;LYUBOV KG DB SK;3y d  d;MENDIP (USA);MELODİ;56 +0.70;M.ÇİÇEK;MUSTAFA ARICI;B.ÖZGÜR;3;%21.59(2)  %26.7(1);38;1:46.00;2,15;
8;HAVALI KIZ KG K GKR;3y d  d;WIN RIVER WIN (USA);LADY EAGLE;60,5;F.AVCI;BURAK SÖKMEZ;MEH.KAYA;8;%1.78(9)  %1.61(9);47;1:46.21;44,50;
9;SOMETHINGCRAZY SK;3y d  d;LION HEART (USA);YOUDRIVESMECRAZY (USA);50;M.UYAR AP;MUSTAFA POLAT;B.BOZBEY;1;%0.64(12)  %0.58(12);12;1:46.96;106,30;
10;LATIFA THREE SK;3y a  d;JUSTENUFFHUMOR (USA);LATIFA ONE (USA);55,5;A.YILDIZ AP;ALP Ş. EVCİMEN;G.ER;7;%3.94(7)  %3.77(7);43;1:47.06;17,45;
11;SEVDE GEÇ DB SKG;3y a  d;LION HEART (USA);SEVİMLİGÜZEL;50 +2.00;M.BAĞ AP;HARİKA BERBEROĞLU;C.ARPEK;5;%0.74(11)  %0.72(11);15;1:50.17;65,85;
12;FİLİZ OF STAR DB;3y a  d;GREY CORAL;OLANAS;50 +1.60;C.ALTUN AP;GÜNDÜZ GÜNDOĞDU;M.ZELYURT;9;%1.14(10)  %1.32(10);17;1:56.67;54,55;
GANYAN(7) :15,80 TL, İKİLİ(5/7) :32,70 TL, SIRALI İKİLİ(7/5) :110,10 TL, 3. ÇİFTE(11/7) :68,70 TL

5. Kosu :   19:30;Handikap 16 /H2/Y1; 4 ve Yukarı İngilizler; kg; 1800m; Çim;;;;Rekor Derece :1.48.24
İkramiye;;;;;Yetiştirici Primi;;;;
1.)77.000 TL;2.)30.800 TL;3.)15.400 TL;4.)7.700 TL;5.)3.850 TL;1.)13.283 TL;2.)5.313 TL;3.)2.657 TL;4.)1.328 TL;5.)664 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;KING JACKSON K DB;4y d  a;LUXOR;BERKETTE (USA);55,5;A.YILDIZ;SERKAN AYDIN;M.ZELYURT;9;%21.34(2)  %20.99(2);55;1:51.04;3,70;1,5  Boy
2;UÇSUZ BUCAKSIZ SKG SK;4y d k;KATIRCI;IVYSAUR;57,5;O.KIZILDAŞ;AYŞE TEZCAN;A.ÖZKAN;3;%4.12(7)  %4.59(7);59;1:51.28;18,15;2 Boy
3;PHILBERTA KG DB SK;4y d k;SMART ROBIN (JPN);BELGİNİM;58,5 +0.50;N.AKTAŞ;İSMET ARSLANCA;T.TEMİZER;7;%4.74(6)  %4.99(6);61;1:51.57;11,05;Burun
4;KAFKAS BEYİ DB;4y d  a;WHOS NEXT;TYANA GÜZELİ;63;M.BAĞ;BURHAN ŞEN;B.ÖZGÜR;1;%8.32(4)  %8.7(5);70;1:51.58;7,90;1 Boy
5;BIANCO KG K DB;4y d  g;VICTORY GALLOP (CAN);PEPPERONI;50 +1.50;S.AKŞIN;UĞUR ALTUNBAŞ;L.ÖZMERGEN;8;%8.27(5)  %8.71(4);43;1:51.73;18,65;
6;BONE KG DB SK;4y d  a;CARDINAL PIONEER;KARAK;50 +2.00;M.GÖKSU;MEHMET NURETTİN ÇEKE;V.AKBAŞ;6;%25.11(1)  %24.15(1);43;1:51.77;2,30;
7;ÇAKIRIN KIZI DB SK;5y d k;ROCKMASTER (IRE);ZAMBAK (IRE);57,5;C.ALTUN;ASKERİ CANPOLAT;M.U.TURAN;10;%18.86(3)  %17.56(3);59;1:51.97;3,95;
8;ŞEHRİBAN DB SKG SK;6y a k;ADONİSE;MISS ÇAKAR;50;M.UYAR;ŞÜKRÜ GÜRER;FAH.CEYLAN;2;%3.49(8)  %3.61(8);39;1:52.70;19,40;
9;YELLOW LEGEND DB;5y a  a;DR FONG (USA);MARCATOBIANCA;62,5;BERKANT GÖKÇE;VOLKAN YOZGATLI;M.GÜNDÜZELİ;4;%2.35(10)  %2.62(10);69;1:53.08;25,70;
