İzmir;(4. Yarış Günü);22/04/2023
1. Kosu :   15:45;Maiden; 3 Yaşlı İngilizler; 58.00kg; 1300m; Çim;;;;Rekor Derece :1.15.43
İkramiye;;;;;Yetiştirici Primi;;;;
1.)108.000 TL;2.)43.200 TL;3.)21.600 TL;4.)10.800 TL;5.)5.400 TL;1.)24.840 TL;2.)9.936 TL;3.)4.968 TL;4.)2.484 TL;5.)1.242 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SIDNEY STORM DB SKG SK;3y a  e;SIDNEY'S CANDY (USA);TOLDO;58;E.AKTUĞ;MUSTAFA PAR;Z.TURĞUL;7;%15.57(3);32;1:17.58;5,25;4,5 Boy
2;BIG GAMBLE KG DB;3y d  e;MALİ;CHERRY LADY;58;M.GÖNÜLTAŞ;CAFER AKBULUT;R.YILDIZ;6;%16.59(2);29;1:18.25;3,45;5 Boy
3;SKY OF THUNDER KG DB SK;3y d  e;BANKNOTE (GB);LADY NAOMI;58;N.AVCİ;GÖKHAN ALBAYRAK;S.S.GÖRGÜ;8;%13.83(5);30;1:18.94;5,30;1,5  Boy
4;İNCİFEM KG K DB;3y k  d;GENERAL QUARTERS (USA);THIRTEEN;56;M.ÇİÇEK;SALİHA ULUIRMAKLI;M.AKKUŞ;11;%15.2(4);28;1:19.15;4,25;1 Boy
5;BRONZE HILL KG K DB;3y d  e;GENERAL QUARTERS (USA);ME MOE YOU CURLY (USA);55 +1.10;M.KAYİŞ AP;ENGİN TEPE;Y.AÇIL;5;%3.81(7);20;1:19.28;11,65;
6;SERT TUFAN KG DB SK;3y a  e;SPEEDY WOLF;HAKİME;54;E.ÇİZİK AP;ŞÜKRÜYE ADIŞEN;Ş.ÖZDENİZ;2;%17.52(1);34;1:19.57;4,05;
7;BLACK MUSTANG KG DB;3y d  e;HEMSWORTH (USA);GRIZABELLA;58;S.ÖZEN;SELİM EMRE MERT;N.DÖNMEZ;10;%3.24(8);;1:19.80;20,45;
8;FAST DANCING GIRL DB SK;3y a  d;LION HEART (USA);MISS ÇAKAR;56;A.C.DAĞDEVİREN;ŞÜKRÜ GÜRER;C.ŞAMLI;4;%1.28(11);27;1:21.06;29,40;
9;TOCC BAKI KG SK;3y d  d;TOCCET (USA);İKİBAKİ;56;M.M.BİLGİN;ALP Ş. EVCİMEN;At Sahibi;1;%1.75(9);;1:21.21;23,45;
10;CATCH ME NOT KG SK;3y d  d;VALENTIN;HATHENIA (FR);56;A.KÜRÜNDÜK;SELİN DİKENCİK;M.ÖZGÜL;12;%0.57(12);11;1:23.16;51,55;
11;GLOBAL CITY KG DB;3y d  e;VERRAZANO (USA);GLOBAL SCOOP (USA);58;A.YILDIZ;NİMET ARİF KURTEL;Ş.ÖNCEL;3;%8.92(6);;1:24.34;8,10;
12;ALWAYS BERYL K;3y d  d;TOROK (IRE);FEVZUŞ;52 +1.80;K.YILMAZ AP;İ. ETHEM ADIŞEN;Ş.ÖZDENİZ;9;%1.71(10);;1:25.00;27,20;
GANYAN(6) :5,25 TL, İKİLİ(1/6) :12,85 TL, SIRALI İKİLİ(6/1) :32,10 TL

2. Kosu :   16:15;Handikap 16/DHÖW /H2; 4 ve Yukarı Araplar; kg; 1400m; Kum;;;;Rekor Derece :1.32.97
İkramiye;;;;;Yetiştirici Primi;;;;
1.)120.000 TL;2.)48.000 TL;3.)24.000 TL;4.)12.000 TL;5.)6.000 TL;1.)20.700 TL;2.)8.280 TL;3.)4.140 TL;4.)2.070 TL;5.)1.035 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;DEFNELİ KG DB SK;5y a k;ANKA;RUKİYEHANIM;56;A.YILDIZ;SALİHA ULUIRMAKLI;M.AKKUŞ;7;%8.35(5);56;1:39.66;6,25;Yarım Boy
2;UZUN MEHMET KG DB SK;5y k  a;TURBO;ZİLLİ PINAR;60 +0.20;E.ÇİZİK AP;MEHMET BİRDEN;MEH.KAYA;5;%25.69(1);70;1:39.74;1,95;4 Boy
3;GÜNDÜZBABA DB SK;6y k  a;TURBO;AYBÖKE;51,5 +2.00;N.AVCİ;HASAN AKMEŞE;R.AYDOĞAN;2;%15.13(3);47;1:40.38;3,75;1,5  Boy
4;OĞLUM YAMAN KG;5y k  a;YAKUPBEY;AL SERAY;52,5 +2.00;M.M.BİLGİN;MEHMET BİRDEN;MEH.KAYA;9;%4.51(1);49;1:40.66;1,95;3 Boy
5;ABHER KG DB SK;10y k  a;KARACA.5;MERYEM HANIM;52 +0.50;A.İNCİ;SELDA KARACA;MEH.KAYA;3;%5.32(6);48;1:41.15;18,00;
6;KURTDEMİR KG K;5y a  a;HIZLITAY;ZEHRA.121;50 +1.50;M.UYAR AP;CELAL TEKDOĞAN;M.ÇAM;11 - DS;%1(10);37;1:42.48;54,00;
7;ANANİYA KG DB SK;8y a k;UÇANBEY;KİBARYILDIZ;51 +2.00;E.AKTUĞ;SAMİ DOĞAN;Ü.BULUT;6;%3.98(7);46;1:44.10;17,75;
8;OĞLUM MUTLU KG DB SK;5y a  a;DEMİRDÖVEN;FINISHER;51,5 +2.00;A.C.DAĞDEVİREN;ADNAN KILIÇ;V.AKBAŞ;1;%2.36(8);47;1:44.39;17,80;
9;TUNÇŞAH KG DB SK;5y a  a;HABERBATUR;TUNÇKAYA;59,5;K.GÖKÇE AP;YALÇIN TÜRE;MEH.KAYA;8;%12.93(4);67;1:44.69;6,55;
10;ZAFİR KG DB SK ÖG;5y a  a;DEMİRDÖVEN;MELTEMCAN;50 +2.00;O.KIZILDAŞ AP;CAN ERBAK;R.AYDOĞAN;4;%2.04(9);42;1:45.77;19,00;
11;DUMANOĞLU KG DB SK;7y a  a;ONURKAAN;DUDU;61,5;O.ÖZTÜRK;ŞEFİK ÇELİK;R.AKDUMAN;10 - DS;%18.67(2);67;1:55.91;4,50;
[(1)UZUN MEHMET,(5)OĞLUM YAMAN,] eküridir.GANYAN(4) :6,25 TL, İKİLİ(1/4) :15,65 TL, SIRALI İKİLİ(4/1) :39,95 TL, ÜÇLÜ BAHİS(4/1/7) :63,06 TL, PLASE(1) :1,25 TL, PLASE(4) :1,20 TL, PLASE İKİLİ(1/4) :24,00 TL, PLASE İKİLİ(1/7) :7,20 TL, PLASE İKİLİ(4/7) :9,00 TL, 1. ÇİFTE(6/4) :50,10 TL

3. Kosu :   16:45;KV-6/DHÖW; 4 Yaşlı Araplar; 58.00kg; 1600m; Kum;;;;Rekor Derece :1.48.55
İkramiye;;;;;Yetiştirici Primi;;;;
