İzmir;(32. Yarış Günü);17/03/2022
1. Kosu :   14:00;Maiden/DHÖW; 4 Yaşlı Araplar; 58.00kg; 1300m; Çim;;;;Rekor Derece :1.22.40
İkramiye;;;;;Yetiştirici Primi;;;;
1.)68.000 TL;2.)27.200 TL;3.)13.600 TL;4.)6.800 TL;5.)3.400 TL;1.)15.640 TL;2.)6.256 TL;3.)3.128 TL;4.)1.564 TL;5.)782 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ALTAYLI KG;4y k  a;TURBO;MENKİBE;58;Ö.YILDIRIM;GÜRHAN Ş. ÖZBELGE;B.VATANSEVER;4;%69.7(1);;1:26.17;1,10;2 Boy
2;UÇUK KG;4y a  a;UÇANBEY;NURTAYIM;58;F.AVCI;ESRA KILIÇASLAN;M.YAPAROĞLU;5;%10.74(2);30;1:26.51;7,00;6 Boy
3;TEKFORD STAR KG K DB;4y a  a;GELİBOLU;TEKFORD İLAY;58;Ç.OK;TEYFİK ORAN;G.HALKATAŞ;2;%6.14(4);30;1:27.46;8,45;5 Boy
4;AŞAN BAHAR KG K;4y a k;UÇANOĞLU;BAYKANCA;52 +0.50;E.AKTUĞ AP;BÜLENT SOYSAL;Y.AÇIL;1;%0.39(9);10;1:28.30;55,65;3 Boy
5;SAKİBE KG DB;4y a k;ATEŞTOPU;EZGİ;56;G.ÖZÇELİK;MUSTAFA DİŞLON;V.KELLECİ;3;%0.91(7);10;1:28.80;50,55;
6;MACIRMETİN KG K DB;4y a  a;HAYRİ AĞA;ÇALI GÜLÜ;58;GÖKH.GÖKÇE;MEHMET HÜZMEN;S.ÖNDER;10;%7.26(3);30;1:29.46;7,20;
7;YALNIZ ADAM KG K;4y d  a;BABA MEVLÜT;SÜPRİZE HABER;58;A.C.DAĞDEVİREN;DOĞAN KARACA;L.ÖZMERGEN;9;%0.69(8);13;1:30.59;40,80;
8;DELİ GÖNÜL KG DB SK GKR;4y a k;ONURKAAN;YAZMALI;52;C.YILMAZ AP;ALİ ÖREN;G.HALKATAŞ;6;%0.21(11);12;1:30.72;106,25;
9;HİSAR GÜZELİ KG K;4y a k;HİSARBEY;NURTANESİ;56;M.M.BİLGİN;DENİZ DOĞAN;S.YUDUM;12;%2.27(5);26;1:32.05;21,60;
10;GÜLSUYU KG DB SK GKR;4y d k;BABA MEVLÜT;MELDEGÜLÜ;56;N.AVCİ;GÜNSEN SOYUPAK;B.GÜL;11;%1.36(6);;1:34.68;40,90;
11;YALINKILIÇ GÜZELİ KG;4y a k;UÇANBEY;SEVDAKAR;52 +1.70;O.KIZILDAŞ AP;YUSUF BİKEÇ;G.HALKATAŞ;7;%0.22(10);;1:34.86;109,30;
12;HİSARTEPE KG K (Koşmaz);4y a  a;ALTAHA;ALARAHAN;56;ALP.OLUK AP;ŞAFAK GÜMÜŞ;ŞAFAK GÜMÜŞ;8;%0.09(12);13;Koşmaz;;
GANYAN(1) :1,10 TL, İKİLİ(1/5) :2,65 TL, SIRALI İKİLİ(1/5) :3,50 TL

2. Kosu :   14:30;Handikap 15/DHÖW/Dişi /H1; 5 ve Yukarı Araplar; kg; 2100m; Kum;;;;Rekor Derece :2.26.21
İkramiye;;;;;Yetiştirici Primi;;;;
1.)62.000 TL;2.)24.800 TL;3.)12.400 TL;4.)6.200 TL;5.)3.100 TL;1.)10.695 TL;2.)4.278 TL;3.)2.139 TL;4.)1.070 TL;5.)535 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;KÜŞİ KG K DB;6y a k;BERKAY EFE;HALİDE;58,5;M.AKIN AP;FERİT MENGİ;B.ÖZGÜR;8;%16.68(4);60;2:37.28;4,15;3 Boy
2;KUĞU GÜZELİ KG DB SK;9y k k;CAŞ;KUĞU;54,5;O.YILDIZ;SELİN DİKENCİK;Ş.ÖZGÜR;9;%20.47(2);46;2:37.87;3,55;1,5  Boy
3;ORKİ;6y a k;SARUHANAĞA;SABUR ABLA;50 +2.00;A.C.DAĞDEVİREN;HASAN PEHLİVAN;Ş.ÇELİK;5;%5.56(6);33;2:38.11;10,95;4 Boy
4;LOLAN GÜZELİ DB;7y d k;ÖZDURAN;GÜRGÖZE;55,5;K.YILMAZ AP;KAYA KAYA;T.ATEŞ;7;%7.66(5);54;2:38.87;7,10;4 Boy
5;ARSLAN KRALİÇE KG;5y d k;ÖZGÜNHAN;ELA;50 +2.00;M.SAV;ARİF ÇELİK;E.C.BAYDAN;1;%3.93(7);34;2:39.57;18,45;
6;PORSUK KIZI KG DB;6y k k;BALIKHAN;ZÜLA HANIM;60;BERKANT GÖKÇE AP;İ.SUAT KUTLU;M.MEHMET İNAL;4;%16.88(3);63;2:39.84;3,20;
7;EZHANIM KG SK;6y k k;GOBAKBEY;ONUNKANI;50 +2.00;B.M.MIRIK;OSMAN ERGİN;S.YUDUM;2;%3.78(8);28;2:43.99;20,20;
8;HAVZALI KG SK;5y d k;ÖZHABER;NURHANIM;58,5 +0.30;Z.KARABULUT AP;RECEP KETME;MEH.KAYA;6;%21.8(1);58;2:47.25;3,75;
