İstanbul;(6. Yarış Günü);19/01/2022
1. Kosu :   18:00;ŞARTLI 4 /X; 3 Yaşlı İngilizler; 58.00kg; 1200m; Sentetik;;;;Rekor Derece :1.09.93
İkramiye;;;;;Yetiştirici Primi;;;;
1.)62.000 TL;2.)24.800 TL;3.)12.400 TL;4.)6.200 TL;5.)3.100 TL;1.)10.695 TL;2.)4.278 TL;3.)2.139 TL;4.)1.070 TL;5.)535 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;POLPOO KG SK;3y d  e;TOROK (IRE);BEVERLY DANCER;56;M.KAYİŞ AP;ZEKİ KILIÇ;D.SAV;5;;57;1:12.84;1,80;4 Boy
2;GÖKBEY SK;3y d  e;ÇAKAL CARLOS;CANYAKAR (IRE);54 +1.60;A.KURŞUN;ÜMİT BARLIK;S.ÇITAK;6;;30;1:13.45;11,25;Yarım Boy
3;MEMED MY HAWK;3y d  e;POWERSCOURT (GB);MOONTAN (IRE);52 +1.30;G.ÖZÇELİK AP;GÖKAY E. KARAÇALTI;MAH.BAYKARA;3;;;1:13.51;24,60;Boyun
4;END OF THE ROAD KG DB SK;3y a  e;SIDNEY`S CANDY (USA);ROHAN;61;Ö.YILDIRIM;V.HAKAN KELEŞ;S.KAYMAKLI;1;;57;1:13.55;4,55;8 Boy
5;KING MARS DB;3y d  e;VICTORY GALLOP (CAN);LADY WILLPOWER;55 +1.50;M.ÇİÇEK;SERKAN AYDIN;Ü.TANER;4;;45;1:14.67;2,00;
6;MORGANA SK;3y a  d;THREE VALLEYS (USA);WAADI;53;VEDAT ABİŞ;DUYGU FATURA;S.TAŞBEK;2;;19;1:15.02;32,00;
GANYAN(2) :1,80 TL, SIRALI İKİLİ(2/4) :8,35 TL

2. Kosu :   18:30;ŞARTLI 3/DHÖW; 4 ve Yukarı Araplar; 57.50kg; 61.00 kg; 2100m; Sentetik;;;;Rekor Derece :2.22.28
İkramiye;;;;;Yetiştirici Primi;;;;
1.)52.500 TL;2.)21.000 TL;3.)10.500 TL;4.)5.250 TL;5.)2.625 TL;1.)9.056 TL;2.)3.623 TL;3.)1.811 TL;4.)906 TL;5.)453 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;AKKUŞBEY KG;5y d  a;OYMAKBEYİ;DÜRİYE HANIM;58;Ö.YILDIRIM;NEJDET SELÇUKOĞLU;A.G.GÖNÜLTAŞ;4;;76;2:26.17;3,60;Baş
2;MAVRA KG SK;8y k  a;KAIZBERT (RU);SİBELİN KIZI;58;GÖKH.GÖKÇE;MEHMET ÇELİK;E.KOCA;3;;97;2:26.19;2,80;8,5 Boy
3;SONEMİR;8y a  a;ZENGİNOĞLU;ÖTİKEN;56;G.ÖZÇELİK AP;BESİRE GÜNDÜZELİ;SU.ÖZKAN;2;;80;2:27.65;5,95;1,5  Boy
4;BABA İLHAMİ KG;11y k  a;GOBAKBEY;GİRYAN;56;D.KAYA AP;M.ASIM ÇÖMLEKÇİOĞLU;G.TAŞDELEN;5;;32;2:27.86;11,50;Burun
5;BONJOUR EL SAMAWİ KG SK;7y a k;KAIZBERT (RU);SAL SABİL;56;MÜS.ÇELİK;A.ENGİN GICIR;S.ALTINDAĞ;7;;64;2:27.87;9,50;
6;SELİMABİ KG;6y a  a;SALTUKHAN;BALFİLİZ;58;VEDAT ABİŞ;VOLKAN YOZGATLI;M.ÖZTÜRK;6;;85;2:28.77;2,60;
7;ÖZGÜRKAFKAS SKG SK;5y a  a;KAFKAS ŞAHI;ÖZGÜR NAZ;56;B.ÇIĞLA AP;ABDULLAH KAYA;Ö.GÜNELİ;1;;47;2:31.05;24,60;
