İzmir;(36. Yarış Günü);24/03/2023
1. Kosu :   18:30;Handikap 15 /H2; 3 Yaşlı İngilizler; kg; 1600m; Kum;;;;Rekor Derece :1.38.10
İkramiye;;;;;Yetiştirici Primi;;;;
1.)96.500 TL;2.)38.600 TL;3.)19.300 TL;4.)9.650 TL;5.)4.825 TL;1.)16.646 TL;2.)6.659 TL;3.)3.329 TL;4.)1.665 TL;5.)832 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;AEGEAN KNIGHT SKG SK;3y d  e;MARCAVELLY (USA);FLORIDA WILDCAT (USA);57;S.BOYRAZ;MUSTAFA KOCATÜRK;Ü.AYBOĞA;3;;51;1:42.31;5,35;3,5 Boy
2;LION PIECE KG K;3y d  e;LION HEART (USA);TROPICAL STAR;57,5;M.M.BİLGİN;ALİ GÜNGÖR;E.ATEŞ;5 - DS;;52;1:42.84;2,35;3,5 Boy
3;BIG SADDLER KG DB;3y d  e;SPEEDY WOLF;MOON CREST (IRE);60,5;N.AVCİ;AYHAN KARATAŞ;C.ŞAMLI;2;;58;1:43.38;2,40;7,5 Boy
4;OĞLUM FIRAT KG K;3y d  e;PAPA CLEM (USA);STARBUST;53 +2.00;B.M.MIRIK;MEHMET CAN;B.GÜL;4;;43;1:44.66;2,75;4 Boy
5;HOTFLICK KG K;3y d  e;LION HEART (USA);BARBIE BABY;53 +0.30;A.YILDIZ;ÇAĞDAŞ CAN ÇUBUKÇU;C.T.KÖSE;1;;43;1:45.29;22,15;
GANYAN(3) :5,35 TL, SIRALI İKİLİ(3/2) :15,90 TL

2. Kosu :   19:00;Handikap 16 /H1; 4 ve Yukarı İngilizler; kg; 1400m; Kum;;;;Rekor Derece :1.25.06
İkramiye;;;;;Yetiştirici Primi;;;;
1.)120.000 TL;2.)48.000 TL;3.)24.000 TL;4.)12.000 TL;5.)6.000 TL;1.)20.700 TL;2.)8.280 TL;3.)4.140 TL;4.)2.070 TL;5.)1.035 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;TIME DB;5y d  a;TOROK (IRE);İMPARATORİÇE;54,5 +1.10;M.KAYİŞ AP;FERİDUN KILIÇASLAN;B.BOZBEY;5;%16.88(3);53;1:28.02;3,50;3 Boy
2;GOSPODIN KG DB SK;5y d  a;HAKEEM (USA);GÜLRA;63;M.ÇİÇEK;ERAY KOKTAY;MEH.KAYA;3;%22.04(2);68;1:28.45;3,50;2 Boy
3;BEST OF FATOŞ DB SKG SK;4y d k;CASH AKÇE;HADİSE;53 +1.00;A.İNCİ;EYÜP ENSAR ÇELİK;İ.KIZILDAĞ;4;%4.38(7);50;1:28.78;17,35;2,5 Boy
4;WIN FOR YOU KG DB SK;4y a  a;KANEKO;FEMME CELEBRE (IRE);59;E.ÇİZİK AP;SELİN ERDEMİRCİ;FAH.CEYLAN;2;%27.25(1);68;1:29.14;2,25;4 Boy
