İzmir;(27. Yarış Günü);04/03/2022
1. Kosu :   18:30;ŞARTLI 5/Dişi/Y1; 4 ve Yukarı İngilizler; 58.00kg; 60.00 kg; 1600m; Kum;;;;Rekor Derece :1.38.10
İkramiye;;;;;Yetiştirici Primi;;;;
1.)77.000 TL;2.)30.800 TL;3.)15.400 TL;4.)7.700 TL;5.)3.850 TL;1.)13.283 TL;2.)5.313 TL;3.)2.657 TL;4.)1.328 TL;5.)664 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;INNOVATION DB SK;6y a k;CAPTAIN RIO (GB);ZEYNO;60;M.AKIN;ALİ ÇETİN ÖZÇILNAK;M.GÜDÜCÜ;6 - DS;;93;1:43.96;1,25;3 Boy
2;LAST CHANCE LADY K DB;5y d k;LION HEART (USA);STARUNNA (USA);60;E.AKTUĞ;GÖRKEM GEDİKOĞLU;A.ÖKSÜZLER;1;;85;1:44.43;4,70;3,5 Boy
3;SEE YOU SOON K DB YP;4y d k;YONAGUSKA (USA);LATMOS;56;C.PASO;YAŞAR GÖLBAŞ;SEYİT GÖKÇE;5 - DS;;61;1:44.98;3,90;6 Boy
4;MAYA HANIM KG K DB;4y d k;TOCCET (USA);SNIPER;54;M.B.ÖNCEL;ALP Ş. EVCİMEN;N.KULAK;3;;33;1:45.99;21,00;3,5 Boy
5;AFTER DOWN KG K DB;4y a k;AFTER MARKET (USA);MATILSU (USA);54;O.KIZILDAŞ;ÖZGÜR DEMİR;MEH.KAYA;7 - DS;;62;1:46.52;7,75;
6;BEAUTY GIRL KG DB SK;4y a k;TOCCET (USA);RED MAMBO;52;C.YILMAZ;ÜMİT DOĞAN;U.ORUÇ;4;;11;1:51.08;62,00;
7;LOGIC GIRL DB;4y a k;JUSTENUFFHUMOR (USA);RED SALVIA (GB);57 +2.00;S.ÇAKAR;ALP Ş. EVCİMEN;M.ZELYURT;2;;27;Derecesiz;21,00;
[(7)MAYA HANIM,(6)LOGIC GIRL,] eküridir.GANYAN(1) :1,25 TL, İKİLİ(1/2) :2,45 TL, SIRALI İKİLİ(1/2) :2,85 TL, ÜÇLÜ BAHİS(1/2/3) :0,48 TL

2. Kosu :   19:00;Handikap 15 /H2; 3 Yaşlı İngilizler; kg; 1300m; Çim;;;;Rekor Derece :1.15.43
İkramiye;;;;;Yetiştirici Primi;;;;
1.)62.000 TL;2.)24.800 TL;3.)12.400 TL;4.)6.200 TL;5.)3.100 TL;1.)10.695 TL;2.)4.278 TL;3.)2.139 TL;4.)1.070 TL;5.)535 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;NARAYAMA K;3y d  d;JIMMY CREED (USA);SIGHT READING (USA);53,5 +1.20;MER.ÇELİK;MELİS KURTEL EMİN;B.GÜL;5;%16.24(3);43;1:19.06;4,00;1,5  Boy
2;ROYAL UYGUR;3y d  e;DEĞİRMENDERELİ;MY MOON FACE;57,5;C.PASO AP;ZEKİ UYGUR;MEH.KAYA;8;%12.75(4);57;1:19.26;6,20;1 Boy
3;LADY LOPEZ SK;3y d  d;PAPA CLEM (USA);LADY DÖKER;55,5 +1.30;B.KURDU;SÜLEYMAN KILIÇASLAN;R.YILDIZ;4;%17.39(2);47;1:19.38;2,65;6 Boy
4;GO SAHARK KG K DB;3y d  d;GRAYSTORM;HAJRACE (GB);50,5 +1.70;O.YILDIZ;AHMET GÜZELOCAK;B.TURGUL;9 - DS;%5.17(6);37;1:20.34;17,05;Yarım Boy
