İzmir;(26. Yarış Günü);10/07/2022
1. Kosu :   13:00;Maiden; 2 Yaşlı İngilizler; 57.00kg; 1200m; Çim;;;;Rekor Derece :1.08.96
İkramiye;;;;;Yetiştirici Primi;;;;
1.)68.000 TL;2.)27.200 TL;3.)13.600 TL;4.)6.800 TL;5.)3.400 TL;1.)19.550 TL;2.)7.820 TL;3.)3.910 TL;4.)1.955 TL;5.)978 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;PERFECT TIME DB;2y d  e;PERFECT STORM;ITS TIME TO SEA;57;B.KURDU;GÜNSEN SOYUPAK;MEH.KAYA;7;;;1:14.10;2,40;1,5  Boy
2;MICHEAL KG K;2y d  e;HEMSWORTH (USA);MAKE ME SMILE;57;B.M.MIRIK;A.FERHAT KÜÇÜKER;A.COŞKAN;3;;;1:14.31;3,65;Boyun
3;FLY TIFFANY KG DB SK;2y d  d;CAPTAIN RIO (GB);BABY TIFFANY;55;MER.ÇELİK;PELİN KAPOĞLU;M.ZELYURT;2;;;1:14.34;2,95;1 Boy
4;KOŞ BESTE KG K;2y d  d;BUENOS AIRES;LITTLE TULIP;55 +1.80;M.BAYDAN;AYSEL BAYDAN;M.YAPAROĞLU;1;;32;1:14.47;6,40;3,5 Boy
5;ÇELİK KARDEŞLER KG DB SK;2y d  e;NİĞDELİ;KIRMIZILI KIZ;57;M.M.BİLGİN;HÜSEYİN ÇELİK;Ş.ÇELİK;6;;36;1:14.98;7,20;
6;WOLFS DAUGHTER KG SK;2y d  d;WOLF PRINCE;KARAHİNDİBAYA;55;D.PALAUR;ADEM AKTAŞ;MEH.DAŞ;4;;20;1:15.33;57,85;
7;KINGSA KG K;2y d  e;SIDNEY`S CANDY (USA);CRYPTO STYLE;57;A.KÜRÜNDÜK;SAMİ DOĞAN;Ü.BULUT;5;;;1:15.45;13,05;
8;RAGING KG K DB GKR;2y d  e;MANTICORE;VOLCANIC ERUPTION;57 +1.70;G.KABAPALAMUT AP;SABAHATTİN YAVUZ;AL.BEKTAŞ;8 - DS;;;1:17.09;50,65;
GANYAN(4) :2,40 TL, İKİLİ(3/4) :5,55 TL, SIRALI İKİLİ(4/3) :10,40 TL, ÜÇLÜ BAHİS(4/3/6) :9,66 TL, PLASE(3) :1,05 TL, PLASE(4) :1,05 TL

2. Kosu :   13:30;ŞARTLI 5; 3 ve Yukarı İngilizler; 54.00kg; 60.00 kg; 60.50 kg; 2100m; Kum;;;;Rekor Derece :2.12.31
İkramiye;;;;;Yetiştirici Primi;;;;
1.)77.000 TL;2.)30.800 TL;3.)15.400 TL;4.)7.700 TL;5.)3.850 TL;1.)13.283 TL;2.)5.313 TL;3.)2.657 TL;4.)1.328 TL;5.)664 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BUSTANY;4y d  a;YONAGUSKA (USA);SUNNY GIRL;56;A.YILDIZ AP;ERAY KOKTAY;S.YANIK;9;;67;2:15.11;4,55;8 Boy
2;KAFKAS BEYİ DB;4y d  a;WHOS NEXT;TYANA GÜZELİ;56 +1.20;M.BAYDAN;BURHAN ŞEN;B.ÖZGÜR;7;;70;2:16.43;50,80;Yarım Boy
3;DEV ADAM KG DB SK;4y d  a;PLEASANTLY PERFECT (USA);TURKISH TREASURE;60;C.PASO AP;H.SİNAN SERTER;A.COŞKAN;6;;92;2:16.54;2,15;Boyun
4;BEST FRIEND KG DB SK;4y a  a;LION HEART (USA);CARRY ON ELLIE (IRE);60;K.TOKAÇOĞLU;İHSAN GERMAN;C.YEDİREN;8;;89;2:16.58;5,15;1 Boy
5;APRIL ONE KG SK;5y d  a;LION HEART (USA);HARNUP;59,5;O.KIZILDAŞ AP;ÖZGÜR DEMİR;MEH.KAYA;5;;80;2:16.74;24,95;
6;ÇINAR BEY DB SK;7y d  a;SRI PEKAN (USA);FOR SALE;56,5;B.KURDU;ŞEVKİ EREN;Ö.GÖKÇE;11;;67;2:16.96;15,05;
7;OĞLUM ANIL DB SK;5y d  a;VICTORY GALLOP (CAN);PRENSES GÖKSU;56,5;A.C.DAĞDEVİREN;SAİT BERBER;HAL.KAYA;10;;36;2:19.26;21,80;
8;SPEED TIME SK;4y d  a;SPEEDY WOLF;ITS TIME TO SEA;56 +0.10;A.KÜRÜNDÜK;ERKAN OKAN;HAL.KAYA;1;;37;2:19.64;63,70;
9;GRAY WOLF DB SK;6y d  a;VICTORY GALLOP (CAN);CONCORDE KISS (USA);60,5;GÖKH.GÖKÇE;NURETTİN BOZKURT;S.İŞLETİR;3;;66;2:19.73;13,35;
10;SOFYALI;4y a  a;EL CORREDOR (USA);AH TAMARA;56;M.M.BİLGİN;MEHMET ALTUNKILIÇ;A.A.ZÜMBÜLLER;4;;62;2:19.95;4,45;
11;AKSAKALLI KG K DB;7y d  a;INTENSE FOCUS (USA);STAR OF SILIGO (USA);57,5;MER.ÇELİK;TALAT ÜSTÜNER;MEH.KAYA;2;;90;2:20.35;13,55;
GANYAN(5) :4,55 TL, İKİLİ(5/9) :147,15 TL, SIRALI İKİLİ(5/9) :191,85 TL, ÜÇLÜ BAHİS(5/9/2) :245,15 TL, PLASE(5) :2,20 TL, PLASE(9) :3,90 TL, PLASE İKİLİ(2/5) :11,50 TL, PLASE İKİLİ(2/9) :27,70 TL, PLASE İKİLİ(5/9) :13,10 TL, 1. ÇİFTE(4/5) :20,85 TL

3. Kosu :   14:00;Handikap 14 /H2/Y2; 3 ve Yukarı İngilizler; kg; 1900m; Çim;;;;Rekor Derece :1.53.54
İkramiye;;;;;Yetiştirici Primi;;;;
1.)52.500 TL;2.)21.000 TL;3.)10.500 TL;4.)5.250 TL;5.)2.625 TL;1.)9.056 TL;2.)3.623 TL;3.)1.811 TL;4.)906 TL;5.)453 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BLUE THUNDER KG DB SK SGKR;5y d  a;VICTORY GALLOP (CAN);KUZGUN;61;M.AKIN;ALİ ALAN;M.ZELYURT;9;%18.06(2);44;1:59.37;5,05;2 Boy
2;ŞEHRİBAN DB SKG SK;6y a k;ADONİSE;MISS ÇAKAR;58;MUH.OK;ŞÜKRÜ GÜRER;FAH.CEYLAN;4;%6.91(5);38;1:59.67;9,10;1 Boy
3;JUST ME DB SKG SK;3y a  e;JUSTENUFFHUMOR (USA);CRAZY SALLY;55 +0.20;C.PASO;HALUK ERON;A.COŞKAN;8;%14.46(3);43;1:59.81;5,60;1,5  Boy
4;EYVAH UZUN MEHMET KG DB SK;4y d  a;BAY ÇİFTÇİOĞLU;REAL LOVE;62,5;K.GÖKÇE;MEHMET BİRDEN;MEH.KAYA;7;%3.42(9);47;2:00.06;12,40;Burun
5;ALKILIÇ DB SK;3y a  d;BAY ÇİFTÇİOĞLU;ADİLE TEYZE;54,5;K.YILMAZ;HÜSEYİN YILDIZ;M.ZELYURT;11;%11.7(4);44;2:00.07;6,90;
6;ARETE KG K DB;3y d  d;DR FONG (USA);ROYAL NAVY;52 +0.40;M.UYAR;H.SİNAN SERTER;A.COŞKAN;5;%6(6);39;2:00.20;18,65;
7;GO CYCLONE SKG SK;5y d  a;DUTYFREE;MOON CREST (IRE);61,5;A.YILDIZ;ŞÜKRÜYE ADIŞEN;Ş.ÖZDENİZ;10;%24.61(1);47;2:00.93;2,25;
8;MİHRİ BABA KG DB;4y d  a;BACHELOR SON (IRE);NOKS;53,5 +0.50;G.KAYIP;AYHAN DURGUN;M.KESİCİ;6;%0.93(12);31;2:01.68;39,95;
9;MAHSUMZADE KG SK;3y d  e;LITTLE GANGSTER;JACQUELINY;50 +1.50;S.AKŞIN;SEVİM KARACA;MEH.KAYA;3;%3.8(8);29;2:02.96;18,25;
10;OĞLUM MİSHA KG K DB;4y d  a;TORUK MACTO (IRE);DADDYS DOLLARS;62;R.CANPOLAT;MUSTAFA AKGÜN;M.ÇAM;2;%3.03(10);48;2:03.94;21,35;
11;RUNNER GIRL DB SKG SK;3y d  d;MALİ;RAPUNZEL;51,5 +1.50;O.KIZILDAŞ;TALAT ÜSTÜNER;MEH.KAYA;12;%5.71(7);38;2:04.23;13,70;
12;VALIANT KING DB;5y k  a;KING DAVID (USA);BENEKLİKIZ;62;N.AKTAŞ;SERTAN VARDAR;R.AYDOĞAN;1;%1.36(11);48;2:04.30;41,35;
GANYAN(7) :5,05 TL, İKİLİ(7/10) :25,40 TL, SIRALI İKİLİ(7/10) :45,00 TL, 2. ÇİFTE(5/7) :23,90 TL

4. Kosu :   14:30;ŞARTLI 4/DHÖW; 3 Yaşlı Araplar; 57.00kg; 1200m; Çim;;;;Rekor Derece :1.16.11
İkramiye;;;;;Yetiştirici Primi;;;;
1.)62.000 TL;2.)24.800 TL;3.)12.400 TL;4.)6.200 TL;5.)3.100 TL;1.)17.825 TL;2.)7.130 TL;3.)3.565 TL;4.)1.783 TL;5.)891 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BAŞTİMUR KIZI KG SK;3y d  d;KAIZBERT (RU);ÇİZGİ;52 +0.70;C.PASO AP;ZEKİ UYGUR;MEH.KAYA;2;%15.87(3);45;1:19.66;3,10;1 Boy
2;YANKIALP KG SK;3y d  e;FARUKİ;EDASEL;59;A.C.DAĞDEVİREN;GÜVEN BAŞÇİVİ;M.YAPAROĞLU;9;%16.94(2);51;1:19.79;4,30;1 Boy
3;GÜROBASI KG SK;3y k  e;AYABAKAN;KIZILGÜNEŞ;59;B.M.MIRIK;TEKİN BİRİCİK;T.BİRİCİK;1;%6(7);46;1:19.94;14,35;1,5  Boy
4;ÇAĞDAŞ ALAÇAT KG K;3y k  e;JOKER;RUHŞAT;57;MER.ÇELİK;HALUK OĞUZ;M.ZELYURT;10;%10.27(4);45;1:20.13;9,05;5,5 Boy
5;CESUR RÜZGAR KG K;3y k  e;KARAÜZÜM;HANIMER;51 +0.20;M.UYAR AP;UĞUR DOĞAN;MEH.KAYA;5;%7.4(6);41;1:20.98;10,60;
6;AKSU HAN KG DB SK;3y k  e;TURBO;ÇİĞDEMABLA;53 +0.30;A.YILDIZ AP;C.AHMET ÇUKUROVA;C.T.KÖSE;4;%8.76(5);44;1:21.17;8,40;
7;BUCA ARSLANI KG SK;3y k  e;YAŞARCIK;BENLİ ANA;53;D.PALAUR;K.CEVAT DAYSAL;Ş.ÖZDENİZ;7;%1.47(11);34;1:21.26;31,20;
8;AKSU NEHİR KG DB SK;3y a  d;ÖZDURAN;AKSU;53 +2.00;K.GÖKÇE AP;İBRAHİM HALİL ASLAN;HAKAN ASLAN;6;%5.2(9);42;1:25.43;19,00;
9;ALMAATA KAYA KG DB SK;3y k  e;ALMAATA;KAÇANKAYA;53;M.B.ÖNCEL AP;CAVİDAN KAYA ÖZASLAN;F.KEMAHLIOĞLU;8;%0.86(12);21;1:27.10;32,40;
10;ALAVARA KG K;3y a  e;UÇANOĞLU;ALTUN ÇELİK;55 +0.40;GÖKH.GÖKÇE;KENAN YAZICI;H.DURMUŞ;11;%5.47(8);42;1:27.32;11,55;
