İstanbul;(3. Yarış Günü);23/11/2022
1. Kosu :   14:30;ŞARTLI 3/DHÖW/Dişi; 4 Yaşlı Araplar; 58.00kg; 1400m; Sentetik;;;;Rekor Derece :1.31.22
İkramiye;;;;;Yetiştirici Primi;;;;
1.)63.000 TL;2.)25.200 TL;3.)12.600 TL;4.)6.300 TL;5.)3.150 TL;1.)10.868 TL;2.)4.347 TL;3.)2.174 TL;4.)1.087 TL;5.)543 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;CÜDA KG K;4y d k;HİSARBEY;HÜNERKIZ;58;A.İNCİ AP;H.TARIK DİKENCİK;M.ÖZGÜL;5;;40;1:34.91;27,55;Burun
2;SER CANAN KG K DB;4y a k;TARKANER;KÖYGÜZELİ;55;SER.YILDIZ AP;SÜLEYMAN BAŞYİĞİT;A.BAŞYİĞİT;11 - DS;;38;1:34.92;8,45;1,5  Boy
3;AMOFTA KG;4y d k;URLA EFESİ;NURCA;53 +0.40;A.YILDIZ AP;HULUSİ TAŞKIRAN;T.ATEŞ;7;;31;1:35.13;25,30;2 Boy
4;ABERNALI KIZ KG K DB;4y a k;BİTİRİMKARINCA;SOYDAN;58;VEDAT ABİŞ;ORHAN KARAMAN;ŞÜK. ÇELİK;6;;38;1:35.47;1,60;2,5 Boy
5;DELAYLA KG SK;4y a k;UÇANBEY;SHMOKH (US);55 +0.50;G.KOCAKAYA;HÜLYA KEÇELİOĞLU;E.USLU;1;;35;1:35.88;3,55;
6;KIRNIÇSU DB SKG SK;4y a k;TURBO;LOKUM;55;B.ÇIĞLA AP;FURKAN ÖZPAY;SEN.ŞEN;9;;33;1:36.00;22,85;
7;DODURGA KG K;4y d k;ÖZHABER;PÖTÜRGELİ;58;E.AKTUĞ;FATMA BANU GÜVENÇ;M.ÖZGÜL;2;;34;1:37.52;37,65;
8;DAHİ KIZ GKR;4y k k;TAMERİNOĞLU;DAHİ;56;C.ALTUN AP;ELİF KAYA;V.KARAKUŞ;10;;50;1:37.72;5,30;
9;ŞANLI KG K DB;4y k k;YILDIRIMBEY;ÖZGÜNEŞ;55;M.HAMEDİ;FERHAT YAVAŞ;F.YAVAŞ;8;;13;1:38.21;42,70;
