İstanbul;(68. Yarış Günü);16/09/2022
1. Kosu :   17:45;Maiden; 2 Yaşlı İngilizler; 57.00kg; 1200m; Sentetik;;;;Rekor Derece :1.09.93
İkramiye;;;;;Yetiştirici Primi;;;;
1.)90.000 TL;2.)36.000 TL;3.)18.000 TL;4.)9.000 TL;5.)4.500 TL;1.)25.875 TL;2.)10.350 TL;3.)5.175 TL;4.)2.588 TL;5.)1.294 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SHOW UP KG K;2y d  d;MENDIP (USA);FAIR ROSE;55;Ö.YILDIRIM;ADİL MERT KAYA;T.TAŞAR;2;;;1:12.49;1,45;Yarım Boy
2;EVOLVE K;2y d  d;NATIVE KHAN (FR);DOKU;55 +2.00;M.KAYA;HÜLYA GÖDEK;T.İBİŞ;1;;;1:12.56;18,50;4 Boy
3;HIZLI VE ÜNLÜ DB SKG SK;2y a  e;FAST 'N' FAMOUS (AUS);TOKGÖZECE;55 +0.50;F.ARSLAN AP;HULUSİ TAŞKIRAN;HÜS.KARABULUT;6;;;1:13.17;11,65;Yarım Boy
4;MARCUS DB SK;2y a  e;DARIYAN (FR);INTARSIA (GER);57;VEDAT ABİŞ;DUYGU FATURA;S.TAŞBEK;5;;35;1:13.28;5,20;3 Boy
5;KUMTEPER DB SKG SK;2y d  e;PAPA CLEM (USA);CHARMANT;57;H.KARATAŞ;İHSAN ERTEN;BÜN.POLAT;10 - DS;;;1:13.70;3,70;
6;LADY CONQUEROR SK;2y d  d;GENERAL QUARTERS (USA);SEYİR;55 +0.80;A.KURŞUN;SERDAR ÇETİNKAYA;U.BİLİK;7;;;1:13.72;13,30;
7;AGNES SKG SK;2y d  d;POWERSCOURT (GB);ALWAYS DELIGHTFUL (USA);55 +0.70;A.SÖZEN;YÜKSEL GÖKTÜRK;İ.KARADAĞ;4;;;1:13.92;8,95;
8;KING OF THE SAVAŞ KG K DB;2y d  e;MENDIP (USA);BERNICE;57;F.R.BEBEK;FEVZİ ERGÜN;K.TEKİNALP;3;;27;1:13.95;29,50;
9;VENİ VİCİ KG SK BB;2y k  e;NATIVE KHAN (FR);EL SUENA (IRE);57;M.S.ÇELİK;MUSTAFA ÜLKAN DELİKAN;D.ERGİN;8;;;1:14.25;59,60;
10;MEA PUELLA KG DB SK;2y d  d;BELARDO (IRE);ROYAL GUINEVERE  (GB);55;M.A.SOLMAZ;İLHAN USLU;K.BALTACI;9;;;1:16.97;70,90;
GANYAN(10) :1,45 TL, İKİLİ(7/10) :15,30 TL, SIRALI İKİLİ(10/7) :17,20 TL, ÜÇLÜ BAHİS(10/7/1) :51,71 TL, PLASE(10) :1,10 TL, PLASE(7) :2,00 TL, PLASE İKİLİ(1/10) :7,60 TL, PLASE İKİLİ(1/7) :27,30 TL, PLASE İKİLİ(7/10) :17,80 TL

2. Kosu :   18:30;ŞARTLI 5/Dişi; 2 Yaşlı İngilizler; 57.00kg; 1400m; Sentetik;;;;Rekor Derece :1.22.25
İkramiye;;;;;Yetiştirici Primi;;;;
1.)108.000 TL;2.)43.200 TL;3.)21.600 TL;4.)10.800 TL;5.)5.400 TL;1.)31.050 TL;2.)12.420 TL;3.)6.210 TL;4.)3.105 TL;5.)1.553 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BLACK PINK K DB;2y a  d;CONGRATS (USA);BIRD SECRETS (USA);55 +0.30;A.KURŞUN;GÜNSEN SOYUPAK;H.YÜZBAŞI;1;;44;1:26.80;3,95;1 Boy
2;HEDEFİM SENSİN KG K DB;2y a  d;NATIVE KHAN (FR);ARSUZ;57;A.SÖZEN;MEHMET ULUSOY;H.KARATAŞ;3;;53;1:26.94;3,00;1 Boy
3;GILDED AGE SK;2y d  d;CAPTAIN RIO (GB);DRAMA CLUB (IRE);57;Ö.YILDIRIM;ADİL MERT KAYA;T.TAŞAR;5;;53;1:27.06;1,90;Yarım Boy
4;BEYOND THE SEA KG DB SK;2y d  d;VICTORY GALLOP (CAN);DERYA SULTAN;54 +0.20;VEDAT ABİŞ;GÜNSEN SOYUPAK;H.YÜZBAŞI;4;;49;1:27.13;3,95;2 Boy
5;SONSUZ ADIM KG SK;2y d  d;FAST STARS LINE;VAVENDU;54 +1.30;G.KOCAKAYA;D.İSMAİL TÜRKTAN;EMİN KARATAŞ;2;;46;1:27.38;3,35;
6;MY BRILLANTE GIRL KG K DB;2y d  d;KANEKO;GOLDEN HARD;57;H.ÇİZİK;YAKUP ELĞAÇ;M.H.ELĞAÇ;6 - DS;;53;1:28.88;6,75;
[(4)BLACK PINK,(5)BEYOND THE SEA,] eküridir.GANYAN(4) :3,95 TL, SIRALI İKİLİ(4/2) :47,80 TL, 1. ÇİFTE(10/4,5) :2,65 TL

3. Kosu :   19:00;Handikap 21/DHÖW /H1; 4 ve Yukarı Araplar; kg; 1600m; Çim;;;;Rekor Derece :1.43.61
İkramiye;;;;;Yetiştirici Primi;;;;
1.)126.000 TL;2.)50.400 TL;3.)25.200 TL;4.)12.600 TL;5.)6.300 TL;1.)28.980 TL;2.)11.592 TL;3.)5.796 TL;4.)2.898 TL;5.)1.449 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BANA MÜSADE DB YP;6y d  a;KAIZBERT (RU);IŞINSOY;56,5;A.SÖZEN;ERSAN ÇALIK;E.KOCA;5;%9.89(4);77;1:46.33;7,10;1 Boy
