İzmir;(35. Yarış Günü);24/03/2022
1. Kosu :   14:30;Maiden; 3 Yaşlı İngilizler; 58.00kg; 1900m; Kum;;;;Rekor Derece :1.58.31
İkramiye;;;;;Yetiştirici Primi;;;;
1.)68.000 TL;2.)27.200 TL;3.)13.600 TL;4.)6.800 TL;5.)3.400 TL;1.)15.640 TL;2.)6.256 TL;3.)3.128 TL;4.)1.564 TL;5.)782 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SEDDÜLBAHİR GKR ÖG;3y d  e;TOROK (IRE);LAİK KIZ;58;T.BAĞCI;ONUR YETKİN;Ş.ÖZDENİZ;6;;;2:05.83;1,65;3,5 Boy
2;RAVELAS;3y d  e;TEMELHAN;DIXIE DARLENE;58;MER.ÇELİK;AYHAN AKTAŞ;F.ATCI;1;;29;2:06.34;2,65;14 Boy
3;STRONG BERYL KG DB SK;3y d  d;VICTORY GALLOP (CAN);ENDAM;52 +0.80;A.YILDIZ AP;ŞÜKRÜYE ADIŞEN;Ş.ÖZDENİZ;7;;29;2:08.70;10,90;1 Boy
4;BE STRONG KG DB SK;3y d  e;SCARFACE;BESTEREK;58;K.TOKAÇOĞLU;NACİ GİRŞEN;S.İŞLETİR;2;;29;2:08.84;7,65;5 Boy
5;ARYA KUŞ KG DB;3y d  d;WIN RIVER WIN (USA);STARMOON;56;M.M.BİLGİN;ERGÜN OKYAR;MEH.KAYA;5;;17;2:09.66;32,90;
6;MISS JAN DARK KG K DB;3y k  d;GENERAL QUARTERS (USA);FLY SO FREE;56 +0.30;A.C. İNAN;YELDA ALKAN;MEH.KAYA;4;;15;2:10.38;90,15;
7;MERRY LEGS KG K;3y d  d;LION HEART (USA);GÜLER YÜZLÜM;56 +1.00;B.KURDU;İLKER İYİKOL;H.DURMUŞ;3;;23;2:12.03;31,00;
8;DELİ ALPER SKG SK;3y a  e;LION HEART (USA);ECE LİN;58;H.ŞİMŞEK;HASAN M. ATİK;MEH.KAYA;8 - DS;;38;Derecesiz;6,25;
GANYAN(4) :1,65 TL, İKİLİ(3/4) :2,40 TL, SIRALI İKİLİ(4/3) :3,80 TL, ÜÇLÜ BAHİS(4/3/8) :2,66 TL, PLASE(3) :1,05 TL, PLASE(4) :1,05 TL

2. Kosu :   15:00;ŞARTLI 4/DHÖW; 5 ve Yukarı Araplar; 59.00kg; 2200m; Kum;;;;Rekor Derece :2.32.28
İkramiye;;;;;Yetiştirici Primi;;;;
1.)62.000 TL;2.)24.800 TL;3.)12.400 TL;4.)6.200 TL;5.)3.100 TL;1.)10.695 TL;2.)4.278 TL;3.)2.139 TL;4.)1.070 TL;5.)535 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BAŞPARMAK KG;5y d  a;KURTEL;KAFKAS KIZI;55;C.PASO AP;TARKAN H. ONAR;SEYİT GÖKÇE;3;;68;2:38.48;4,10;1,5  Boy
2;VANLIMAHO KG DB;9y k  a;ŞANSÜR;NURDANAY;61;M.M.BİLGİN;ŞAHNUR KARACA;M.Y.AKKEYİK;4;;90;2:38.71;2,65;5,5 Boy
3;ADAMIM KG K DB;5y a  a;BERKSOY;ŞANSLI;57;E.AKTUĞ AP;NADİR ÇETİNER;T.TEMİZER;5;;68;2:39.55;2,05;Boyun
4;KÜŞİ KG K DB;6y a k;BERKAY EFE;HALİDE;55 +1.80;M.AKIN AP;FERİT MENGİ;B.ÖZGÜR;1;;66;2:39.61;17,95;Boyun
5;KUTLUŞAHIM KG DB;7y k  a;FAROTAY;ALBİNA;57;S.TIRPAN;FATMA NİLGÜN KUTLU;M.MEHMET İNAL;2;;60;2:39.66;10,15;
6;SUNGURLU DB;6y k  a;BİLGİN;BAHTİSER;56 +1.90;M.KAYA;ELİF KAYA;E.C.BAYDAN;6;;72;2:39.77;5,60;
GANYAN(2) :4,10 TL, SIRALI İKİLİ(2/4) :14,30 TL, 1. ÇİFTE(4/2) :10,55 TL

3. Kosu :   15:30;Handikap 15/Dişi /H2; 3 Yaşlı İngilizler; kg; 1800m; Çim;;;;Rekor Derece :1.48.24
İkramiye;;;;;Yetiştirici Primi;;;;
1.)62.000 TL;2.)24.800 TL;3.)12.400 TL;4.)6.200 TL;5.)3.100 TL;1.)10.695 TL;2.)4.278 TL;3.)2.139 TL;4.)1.070 TL;5.)535 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;GİRİSKİN KG DB SK;3y d  d;RENK;ASWAAQ (IRE);52,5 +1.80;O.YILDIZ;UĞUR ALTUNBAŞ;M.ZELYURT;3;%5.05(8);36;1:52.99;19,10;Yarım Boy
2;MENAS K;3y a  d;MENDIP (USA);JIGGLYPUFF;51,5 +0.70;E.AKTUĞ AP;K.CEVAT DAYSAL;Ş.ÖZDENİZ;1;%15.32(2);40;1:53.07;4,40;1,5  Boy
3;FALLOW THE LEADER KG K DB;3y d  d;TOROK (IRE);ASLAN MELEK;55,5;MER.ÇELİK;HÜSEYİN KOLSUZOĞLU;M.YAPAROĞLU;2;%17.96(1);42;1:53.28;2,85;Yarım Boy
4;TIDY WOMAN;3y d  d;WIENER WALZER (GER);SPLATTER HOUSE;54 +2.00;F.AVCI;FİGEN BERKOL;L.BERKOL;7;%10.97(4);39;1:53.37;5,35;Boyun
5;OPİA KG DB SK;3y d  d;SCARFACE;LEMONY FRESH (USA);50,5 +2.00;B.M.MIRIK;HAKAN S. ÖZCAN;Ş.ÇELİK;8;%3.96(10);32;1:53.41;16,30;
6;ALKILIÇ DB SK;3y a  d;BAY ÇİFTÇİOĞLU;ADİLE TEYZE;54 +2.00;M.ÇİÇEK;NECATİ ÇİFTÇİOĞLU;Y.BULUT;6;%4.4(9);39;1:53.54;22,70;
7;MISS ARIETTA DB;3y d  d;PAPA CLEM (USA);BELLA COSA;57,5;C.PASO AP;YELDA ALKAN;MEH.KAYA;9;%7.42(6);52;1:53.55;10,90;
