İstanbul;(16. Yarış Günü);23/02/2022
1. Kosu :   14:00;SATIŞ 2; 3 Yaşlı İngilizler; 58.00kg; 1200m; Sentetik;;;;Rekor Derece :1.09.93
İkramiye;;;;;Yetiştirici Primi;;;;
1.)56.500 TL;2.)22.600 TL;3.)11.300 TL;4.)5.650 TL;5.)2.825 TL;1.)9.746 TL;2.)3.899 TL;3.)1.949 TL;4.)975 TL;5.)487 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;QALANDAR KG SK;3y d  e;MENDIP (USA);HEYYAVRUMHEY;58;M.KAYİŞ AP;CUMHUR ÜN;M.ERKUŞ;2;%10.68(4);23;1:14.70;6,20;1 Boy
2;THE BEST ECE SKG SK;3y d  d;MENDIP (USA);GLORIA MUNDI;51 +1.80;G.ÖZÇELİK;BİHTERCAN ATAÇ;İ.DEMİR;6;%7.33(6);25;1:14.80;9,30;Baş
3;FIRTINA KARASI SKG SK;3y d  e;CASH AKÇE;APPEL CANDY;58;F.ARSLAN AP;AYŞE KARACA;E.ÇUKURKAŞ;7;%24.44(1);36;1:14.82;3,80;3,5 Boy
4;ÇERKEZ BEY KG DB SK;3y a  e;WHOS NEXT;TYANA GÜZELİ;58;A.KURŞUN;BURHAN ŞEN;R.PERİ;3;%23.88(2);33;1:15.40;2,65;2,5 Boy
5;LUNAR CURVE KG K;3y d  d;TOROK (IRE);JULE OF SUCCESS (USA);56;GÖKH.GÖKÇE;ALARA BAKIR;A.BİRDAL;9 - DS;%17.34(3);28;1:15.82;4,20;
6;SÖNMEZ İREM DB SK;3y d  d;SCARFACE;BASHIR BIL ZAIN (GB);50 +2.00;GÖK.BEKTAŞ;MURAT SÖNMEZ;R.KARABULUT;5;%9.74(5);34;1:15.85;5,40;
7;KIZIM GÜL KG K DB;3y d  d;BALLIKAYA;KEBERLİ SULTANI;54 +1.00;A.İNCİ AP;HÜSEYİN ÖZSÖNMEZ;M.ALTIN;1;%3.69(7);20;1:16.08;20,55;
8;SOMETHINGCRAZY KG SK;3y d  d;LION HEART (USA);YOUDRIVESMECRAZY (USA);55;B.ÇIĞLA AP;TAMER KOLDAŞ;C.TURAN;8;%2.02(8);12;1:18.17;30,30;
9;SARUMAN KG DB;3y a  e;SERHAS;GREEN PUSS;54 +0.20;C.PASO AP;CUMALİ KAAN ŞAHİN;S.İŞLETİR;4;%0.89(9);11;1:20.46;40,15;
GANYAN(3) :6,20 TL, İKİLİ(3/8) :43,80 TL, SIRALI İKİLİ(3/8) :73,20 TL

2. Kosu :   14:30;Maiden/DHÖW; 4 Yaşlı Araplar; 58.00kg; 1300m; Sentetik;;;;Rekor Derece :1.23.86
İkramiye;;;;;Yetiştirici Primi;;;;
1.)68.000 TL;2.)27.200 TL;3.)13.600 TL;4.)6.800 TL;5.)3.400 TL;1.)15.640 TL;2.)6.256 TL;3.)3.128 TL;4.)1.564 TL;5.)782 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;GÜNDEM SKG SK;4y a k;GÜNTAY;GÜZİDEM;56;G.ÖZÇELİK;SELMAN ERDEMİRCİ;M.ERKUŞ;11;%32.94(1);33;1:28.88;2,60;3 Boy
2;HAŞMET KG K;4y a  a;KAIZBERT (RU);HABERİM;58;O.GÖKÇE;ŞEMSETTİN TOYDEMİR;Y.KARAKÜÇÜK;3;%11.38(4);31;1:29.38;7,45;1,5  Boy
3;MACIRMETİN KG K DB;4y a  a;HAYRİ AĞA;ÇALI GÜLÜ;58;H.ALTIN;MEHMET HÜZMEN;S.ÖNDER;10;%2.85(7);30;1:29.70;31,65;Yarım Boy
4;CANATAN KG K DB;4y a  a;ENGİNHAN;HAKİDEM;58;N.AVCİ;MEHMET ÖĞÜT;M.ACAR;4;%3.93(6);24;1:29.79;18,80;5 Boy
5;RÜYANIN KIZI K DB;4y k k;BATURŞAH;RÜYA HANIM;56 +0.70;A.KURŞUN;MURAT ERKAN;M.SANDIKCI;7;%6.67(5);32;1:30.78;10,65;
6;GÖKTUĞRA KG K;4y k  a;UÇANOĞLU;BOLKARIN GÜLÜ;58;G.KOCAKAYA;DEMİRHAN YILMAZ;S.BEKTAŞ;8;%13.8(3);;1:31.54;4,60;
7;URALHAN KG DB SK;4y a  a;BERKSOY;KORKUT ŞIVGA;58;M.KAYA;MEHMET URAL;B.ŞENGEL;6;%24.56(2);30;1:31.56;2,15;
8;BERRENKIZ KG DB;4y a k;UÇANOĞLU;KERİMKIZI;56;GÖK.BEKTAŞ;SERHAT YILDIZ;S.BAŞOĞLU;2;%0.69(9);26;1:32.24;103,40;
9;BEYTAÇ DB;4y k  a;KAANEFE;ÖZGÜLÜM;58 +0.30;İ.H.KETME;TUĞRUL GÜRE;M.GÜNDÜZELİ;9;%2.13(8);29;1:33.66;40,45;
10;İZSİZ K;4y a  a;TOŞUR;İZKIZ;56;M.G.ARSLAN AP;EMRE KARAÇİZMELİ;E.USLU;5;%0.46(11);20;1:36.53;109,70;
11;İLTEBERBEY KG DB;4y k  a;HIZLITAY;YILDIRIMKIZ;54;C.PASO AP;REFİKA POLEN ATA;M.TÜRKOĞLU;1;%0.59(10);;1:40.06;93,75;
GANYAN(10) :2,60 TL, İKİLİ(4/10) :9,40 TL, SIRALI İKİLİ(10/4) :13,60 TL, ÜÇLÜ BAHİS(10/4/7) :45,91 TL, PLASE(10) :2,80 TL, PLASE(4) :2,40 TL, PLASE İKİLİ(4/10) :14,40 TL, PLASE İKİLİ(4/7) :9,30 TL, PLASE İKİLİ(7/10) :13,00 TL, 1. ÇİFTE(3/10) :28,30 TL

3. Kosu :   15:00;Handikap 14 /H2; 3 Yaşlı İngilizler; kg; 2000m; Sentetik;;;;Rekor Derece :2.00.81
İkramiye;;;;;Yetiştirici Primi;;;;
1.)52.500 TL;2.)21.000 TL;3.)10.500 TL;4.)5.250 TL;5.)2.625 TL;1.)9.056 TL;2.)3.623 TL;3.)1.811 TL;4.)906 TL;5.)453 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;MOOD INDIGO KG DB SK;3y d  e;SCARFACE;GO DANCING (GB);54,5 +1.90;A.KURŞUN;LALE M. ATMAN;MET.ACAR;3;%14.74(3);38;2:06.90;4,55;3,5 Boy
2;FOR PLEASURE SKG SK BB;3y d  e;SCARFACE;GOLD SADDLE;50 +2.00;GÖK.BEKTAŞ;FUNDA TEKER;D.ERGİN;5;%5.55(6);25;2:07.42;10,30;1,5  Boy
3;OKLAHOMA DB SKG SK;3y a  e;TALIP HAN (IRE);AYŞA;50 +2.00;G.ÖZÇELİK;İSMAİL HADİOĞLU;A.KÜÇÜKAKSOY;2;%4.51(7);24;2:07.70;12,40;Boyun
4;BADUU DB SKG SK;3y d  e;SMART ROBIN (JPN);ROOSENDAAL;60;VEDAT ABİŞ;BÜLENT ÇİZMECİ;T.İMAL;1;%34.92(1);49;2:07.75;2,20;6 Boy
5;DAUGHTER OF FIRE KG DB SK;3y d  d;PACO BOY (IRE);SHEILLA;57,5;M.KAYİŞ AP;HÜSEYİN YILDIZ;G.GÖKÇE;4;%8.06(5);48;2:08.94;8,30;
6;LUCATONY KG K;3y a  e;SIDNEY`S CANDY (USA);KINALI YÖRÜK;55 +1.20;S.BOYRAZ;ŞEMSİ AĞIRTAŞ;MAH.BAYKARA;6 - DS;%11.32(4);39;2:09.26;7,65;
7;NEW MELBOURNE KG K DB;3y d  d;KANEKO;DRAMATIC SOLO (GB);51,5 +2.00;N.AVCİ;M.KEREM ALKAN;H.BAĞDAN;7 - DS;%20.89(2);32;2:13.40;2,95;
GANYAN(4) :4,55 TL, İKİLİ(4/6) :28,50 TL, SIRALI İKİLİ(4/6) :66,50 TL, ÜÇLÜ BAHİS(4/6/7) :79,12 TL, 2. ÇİFTE(10/4) :18,90 TL

4. Kosu :   15:30;Maiden/DHÖW; 4 Yaşlı Araplar; 58.00kg; 1300m; Sentetik;;;;Rekor Derece :1.23.86
İkramiye;;;;;Yetiştirici Primi;;;;
1.)68.000 TL;2.)27.200 TL;3.)13.600 TL;4.)6.800 TL;5.)3.400 TL;1.)15.640 TL;2.)6.256 TL;3.)3.128 TL;4.)1.564 TL;5.)782 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;İSMAİLHANBEY KG DB;4y k  a;TURBO;GÜLZEYCAN;58;VEDAT ABİŞ;DİLAN ATİK BATMAZ;ŞÜK. ÇELİK;2;%15.56(2)  %15.97(2);31;1:29.99;4,10;1 Boy
2;SEYFETTİN KG SK;4y k  a;KAIZBERT (RU);SİBELİN KIZI;58;O.GÖKÇE;ŞEMSETTİN TOYDEMİR;Y.KARAKÜÇÜK;9 - DS;%44.56(1)  %41.39(1);35;1:30.12;1,65;1,5  Boy
3;KARAÇAYIR KG DB SK GKR;4y d  a;KURTEL;MÜHÜR;58;M.KAYA;İLHAN GÜÇLÜ;MAH.BAYKARA;6;%2.09(8)  %2.58(8);16;1:30.40;17,30;2,5 Boy
4;MISS TEZENE KG DB SK;4y d k;BABA MEVLÜT;ASİLKIZ;56;N.AVCİ;MELİSA ŞAFAK GİRER;M.ACAR;10 - DS;%10.54(3)  %10.36(3);26;1:30.83;7,15;Yarım Boy
5;HİPERAKTİF KG K;4y a  a;HİSARBEY;DELTA;60;BURAK AKÇAY AP;MUSTAFA ÜNLÜ;E.KOCA;7;%7.04(5)  %6.76(5);34;1:30.92;10,40;
6;YALGINAY KG SK;4y k  a;SARRAF;SEVDAÇİÇEĞİ;58;G.YILDIZ;YEŞİM KORKMAZ;M.SOYKUVVET;5;%1.6(11)  %1.94(11);;1:31.42;41,70;
7;KURT ENGİN KG SK;4y k  a;BABA MEVLÜT;BLUE VELVET;55 +1.70;M.KAYİŞ AP;ADNAN GELEN;M.SOYKUVVET;3;%4.16(6)  %5.24(6);;1:32.53;15,80;
8;DUDAKBÜKEN KG K;4y a k;KAIZBERT (RU);HELENAZ;57;Ç.TAŞCI AP;METE ÇELİK;E.KOCA;11 - DS;%7.28(4)  %7.73(4);36;1:32.80;8,65;
9;KALP ATIŞI DB;4y k  a;ATEŞTOPU;KÜPELİ;56;F.ARSLAN AP;M.ÖMER NAUSHAD MA;Y.ARHIM;8;%3.36(7)  %3.59(7);29;1:35.04;27,50;
10;AKKAYNAK KG;4y a  a;DEMİRDÖVEN;HANEDAN;58;S.BOYRAZ;VOLKAN YOZGATLI;M.GÜNDÜZELİ;1;%1.96(9)  %2.35(9);14;1:35.07;31,50;
11;MİNERVA KG SK;4y d k;DARBE;NAZLIKAYA;56;G.ÖZÇELİK;FURKAN ÖZPAY;Ö.GÜNELİ;4;%1.87(10)  %2.09(10);19;1:35.88;37,10;
GANYAN(3) :4,10 TL, İKİLİ(3/7) :3,60 TL, SIRALI İKİLİ(3/7) :11,10 TL, 3. ÇİFTE(4/3) :24,40 TL

5. Kosu :   16:00;Handikap 15/Dişi /H1; 4 ve Yukarı İngilizler; kg; 1500m; Sentetik;;;;Rekor Derece :1.28.19
İkramiye;;;;;Yetiştirici Primi;;;;
1.)62.000 TL;2.)24.800 TL;3.)12.400 TL;4.)6.200 TL;5.)3.100 TL;1.)10.695 TL;2.)4.278 TL;3.)2.139 TL;4.)1.070 TL;5.)535 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;MISS DEFNE KG DB SK;4y d k;WIENER WALZER (GER);FABULOUS FINISH (USA);59;VEDAT ABİŞ;YÜKSEL GÖKTÜRK;İ.KARADAĞ;7;%16.53(2)  %16.07(2);49;1:32.33;5,45;Baş
2;A FINE DAY TO FLY K;4y k k;CLODOVIL (IRE);HOLAMO (USA);60;G.KOCAKAYA;ÇİĞDEM ÇELİK;A.ŞIVGIN;4;%34.25(1)  %27.73(1);51;1:32.35;1,55;5,5 Boy
3;EARTH AND GRAY KG DB SK;4y k k;NATIVE KHAN (FR);CALLIAPE;60,5;M.DEMİRBAŞ;HAKAN DEMİRKAYA;M.E.AVCI;12;%2.46(7)  %3.01(7);52;1:33.29;45,25;3 Boy
4;LUST FOR LIFE KG K;4y d k;VICTORY GALLOP (CAN);FLOWER MARKET (USA);51 +2.00;N.AVCİ;VEYSEL KAHRAMAN;ORK. ÖZELCANAT;15 - DS;%8.54(4)  %10.14(4);33;1:33.73;9,30;1,5  Boy
5;UÇANAT KG K;5y a k;EL CORREDOR (USA);NERİS;50 +2.00;F.ARSLAN AP;SEYFİ ALTIN;At Sahibi;5;%2.01(9)  %2.58(9);31;1:33.93;25,15;
6;PACE SK;4y d k;SCARFACE;ELLE DIVA (GER);58;A.KURŞUN;HAYRETTİN AKDUMAN;E.ÇUKURKAŞ;9;%12.86(3)  %13.26(3);47;1:33.99;8,60;
7;HUMA SULTAN DB;4y d k;LUXOR;HUMA KUŞU;61;M.KAYİŞ AP;MUSTAFA CENGİZ;Ö.GÜNELİ;6;%2.04(8)  %2.16(11);57;1:34.02;32,70;
8;TURN THE PAGE SK;4y d k;SEPOY (AUS);MUJAMALA (IRE);50 +2.00;B.ÇIĞLA AP;GÜLSÜN TAŞKIRAN;C.TURAN;13;%0.37(15)  %0.5(14);23;1:34.14;105,40;
9;PRENSES AYŞE KG K;4y d k;NATIVE KHAN (FR);NASEEM SEA (IRE);55,5;A.İNCİ AP;AYŞE TORKAK;S.ÇİFTÇİ;14 - DS;%0.9(12)  %1.29(12);44;1:34.22;57,35;
10;LAST HOPE DB SK;4y a k;CAPTAIN RIO (GB);ATIPHA;61;GÖKH.GÖKÇE;ERSİN IŞIKLI;M.ÖZTÜRK;8;%1.75(11)  %2.67(8);53;1:34.69;34,15;
11;DIMPLE RING DB;4y d k;WIN RIVER WIN (USA);PIRATE GIRL;51 +2.00;G.YILDIZ;NEDİM AKAGÜNDÜZ;D.ERGİN;11;%0.88(13)  %1.07(13);33;1:35.07;66,45;
12;WILENDA DB SK;4y d k;DAI JIN (GB);SWORD TIGRESS (GER);50 +2.00;GÖK.BEKTAŞ;M.KEREM ALKAN;H.BAĞDAN;10;%6.45(6)  %7.69(6);26;1:35.09;12,65;
13;AWARENESS KG K ÖG;5y d k;HAKKAR;GAMBITANIN KIZI;50 +1.40;Ç.TAŞCI AP;TURGAY YILDIZ;A.KURT;1;%0.37(14)  %0.48(15);24;1:36.22;129,10;
