İzmir;(54. Yarış Günü);15/10/2022
1. Kosu :   16:45;ŞARTLI 5/DHÖW; 4 ve Yukarı Araplar; 57.00kg; 60.00 kg; 2400m; Çim;;;;Rekor Derece :2.42.23
İkramiye;;;;;Yetiştirici Primi;;;;
1.)92.500 TL;2.)37.000 TL;3.)18.500 TL;4.)9.250 TL;5.)4.625 TL;1.)15.956 TL;2.)6.383 TL;3.)3.191 TL;4.)1.596 TL;5.)798 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ONURLUEFE KG DB;7y a  a;ONURKAAN;SERENAYCAN;55;A.YILDIZ AP;DENİZ KURTEL;M.U.TURAN;9 - DS;%22.09(1);86;2:45.83;2,25;Yarım Boy
2;KAFTAN KG DB;9y a  a;İZBATUR;ALAZİYE;60;M.ÇİÇEK;MÜZEYYEN TUĞDAŞ;A.ÖCAL;2;%12.53(4);80;2:45.93;6,15;2,5 Boy
3;EZHANIM DB;6y k k;GOBAKBEY;ONUNKANI;58;N.AVCİ;BOZAN ALTIN;M.ER;3;%6.16(7);54;2:46.25;8,30;1 Boy
4;CALİBE TAY KG DB SK;6y d k;ÖZGÜNHAN;ÖZGÜR NAZ;54 +0.20;C.ALTUN AP;DENİZ KURTEL;M.U.TURAN;5;%6.17(1);58;2:46.41;2,25;Yarım Boy
5;AKARNEJAT KG SK;9y k  g;HABERBATUR;DURUDOĞA;56;M.M.BİLGİN;İSMAİL GÖKHAN HUMALI;Z.TURĞUL;7;%10.04(5);60;2:46.50;5,30;
6;SANAY SKG SK;8y a k;ÖZGÜNHAN;MENCULE.52;54;K.YILMAZ AP;ABDULLAH KAYA;HAKAN ASLAN;6;%7.27(6);78;2:46.54;14,90;
7;ALEMİN KRALI KG DB;9y k  a;TURBO;SEÇİLAY;56 +0.20;İ.S.SÖĞÜT AP;YUSUF KÜREM;Ü.AYBOĞA;4;%2.63(8);65;2:47.27;20,80;
8;SONEMİR;8y a  a;ZENGİNOĞLU;ÖTİKEN;56 +2.00;M.KAYA;BESİRE GÜNDÜZELİ;M.YAPAROĞLU;1;%13.34(3);64;2:47.59;5,05;
9;ESER KG DB SK;9y k  a;JOKER;GÖKÇETAY;57;C.PASO AP;HÜSEYİN ÇELİKAY;FAH.CEYLAN;8;%19.78(2);90;2:49.99;3,15;
[(6)ONURLUEFE,(5)CALİBE TAY,] eküridir.GANYAN(6) :2,25 TL, İKİLİ(3/6) :13,55 TL, SIRALI İKİLİ(6/3) :20,25 TL

2. Kosu :   17:15;Maiden/DHÖW; 3 Yaşlı Araplar; 57.00kg; 1200m; Kum;;;;Rekor Derece :1.19.36
İkramiye;;;;;Yetiştirici Primi;;;;
1.)81.500 TL;2.)32.600 TL;3.)16.300 TL;4.)8.150 TL;5.)4.075 TL;1.)23.431 TL;2.)9.373 TL;3.)4.686 TL;4.)2.343 TL;5.)1.172 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;DEMİR GÖKHAN KG DB SK GKR;3y k  e;YAKUPBEY;SEVGÖR;57 +0.90;M.KAYA;MEHMET BİRDEN;MEH.KAYA;8;%17.46(3);29;1:26.20;2,85;Yarım Boy
2;EFSANENİN KIZI KG K;3y a  d;KAFKASLIEFSANESİ;ÜÇYILDIZ;55 +2.00;M.BAYDAN;AHMET KAYA;F.KEMAHLIOĞLU;1;%7.93(1);27;1:26.27;1,90;3 Boy
3;ÇAMÖNÜ HATUNU KG K DB GKR;3y a  d;DEMİRDÖVEN;REFİKA;55 +0.10;A.ALPAGUT;NAZMİ FİLİBELİ;B.ÇELTİK;3;%3.5(6);13;1:26.67;17,20;3 Boy
