İzmir;(39. Yarış Günü);31/03/2023
1. Kosu :   17:15;Maiden; 3 Yaşlı İngilizler; 58.00kg; 1800m; Çim;;;;Rekor Derece :1.48.24
İkramiye;;;;;Yetiştirici Primi;;;;
1.)108.000 TL;2.)43.200 TL;3.)21.600 TL;4.)10.800 TL;5.)5.400 TL;1.)24.840 TL;2.)9.936 TL;3.)4.968 TL;4.)2.484 TL;5.)1.242 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;INDORAPTOR DB SK;3y d  e;BAY ÇİFTÇİOĞLU;GERTRUDE;58;A.C.DAĞDEVİREN;NECATİ ÇİFTÇİOĞLU;M.BALIK;1;%19.83(2);35;1:53.17;4,60;1,5  Boy
2;ERELDA KG DB SK;3y a  d;GENERAL QUARTERS (USA);ELADA;56;A.YILDIZ;H.SİNAN SERTER;Z.TURĞUL;3;%3.25(8);12;1:53.42;30,85;Yarım Boy
3;MILENIUM MAN KG DB SK;3y a  e;TEMSİL;SİVEREK REYHAN;58;H.ŞİMŞEK;KORHAN DÖNMEZ;D.KAYA;11;%1.29(9);;1:53.48;23,70;6 Boy
4;NAGASAKI SKG SK;3y d  d;LION HEART (USA);KARA ELMAS;52;M.UYAR AP;ONUR YETKİN;Ş.ÖZDENİZ;5;%13.52(3);27;1:54.34;4,95;Baş
5;CROSSED MY MIND KG K DB;3y a  e;PERFECT STORM;SIGHT READING (USA);58;S.ÖZEN;MELİS KURTEL EMİN;B.GÜL;7;%5.58(1);;1:54.36;2,15;
6;DULCE DE LECHE K DB;3y d  d;CHURCH PICTURES (GB);REVANİ;54;C.PASO AP;GÜRCAN GÜNGÖR;M.ÖCAL;4;%1.19(11);13;1:54.50;50,30;
7;MİRADA SK;3y d  d;BUSHRANGER (IRE);SAMPLER (USA);54 +2.00;M.KAYİŞ AP;HAKAN S. ÖZCAN;Ş.ÇELİK;9;%12.78(4);26;1:54.62;4,40;
8;PRINCESS DREAM KG DB SK;3y a  d;SPEEDY WOLF;VETTORI CALL (GB);56 +0.20;MER.ÇELİK;GÜNSEN SOYUPAK;B.GÜL;10;%10.88(5);18;1:55.63;11,50;
9;NİLFGAARD KG DB SK;3y d  e;MENDIP (USA);NEVER LOST;58;A.İNCİ;GÖRKEM GEDİKOĞLU;M.ER;2;%1.24(10);12;1:58.42;47,25;
10;ELDEN RING KG DB SK;3y d  e;SPEEDY WOLF;AD VICTORIAM (IRE);58;M.M.BİLGİN;CEMAL TURAN;FAH.CEYLAN;8;%5.99(7);18;2:04.43;20,45;
