İzmir;(16. Yarış Günü);04/06/2022
1. Kosu :  WELLDONE KOŞUSU 17:15;ŞARTLI 1/Dişi; 2 Yaşlı İngilizler; 57.00kg; 1100m; Çim;;;;Rekor Derece :1.04.47
İkramiye;;;;;Yetiştirici Primi;;;;
1.)85.500 TL;2.)34.200 TL;3.)17.100 TL;4.)8.550 TL;5.)4.275 TL;1.)24.581 TL;2.)9.833 TL;3.)4.916 TL;4.)2.458 TL;5.)1.229 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;MOON BURN KG K;2y d  d;TOROK (IRE);MİHRACE;57 +0.20;F.AVCI;MUSTAFA BERBEROĞLU;M.ZELYURT;6;%15.59(2);;1:06.53;3,30;Yarım Boy
2;ODAİJİNİ K;2y d  d;KULOĞLU;İPEK AY;57;M.GÖNÜLTAŞ;MUHAMMET ALİ TOMEY;C.ŞAMLI;3;%5.83(5);;1:06.61;12,20;11 Boy
3;JASPER KG K;2y d  d;PAPA CLEM (USA);BORASERRA;57;GÖKH.GÖKÇE;ALARA BAKIR;K.BALTACI;4;%14.1(3);;1:08.10;4,90;11 Boy
4;HAVE A NICE GIRL KG K;2y a  d;BARUDİ;ALWAYS FUN;57 +0.10;H.KAPLAN;MEHMET TAMER;M.TAMER;2;%13.21(4);;1:09.62;5,40;11 Boy
5;CHELSEA;2y d  d;POWERSCOURT (GB);PLUCKY KHAN (IRE);57;M.M.BİLGİN;SERHAT ÜRKÜT;HAL.KAYA;5;%36.85(1);;1:11.08;1,80;
6;ANGELINA;2y d  d;RUBICON;KISS ME;57 +0.50;S.ÖZEN;TOLGA YURTSEVEN;MEH.DAŞ;7;%4.96(6);;1:12.73;15,10;
7;FLY KISS ME KG K;2y d  d;SON OF SUN;PİANİSTİN KIZI;57;M.SAV;MEHMET DEMİR;M.YAPAROĞLU;1;%2.89(7);;Derecesiz;20,15;
8;MARGİANA KG K (Koşmaz);2y d  d;LILBOURNE LAD (IRE);HANDIYA (IRE);57;C.PASO AP;ORHAN KİBAR;V.AKBAŞ;8 - DS;%6.57(8);;Koşmaz;5,05;
GANYAN(7) :3,30 TL, İKİLİ(7/8) :17,90 TL, SIRALI İKİLİ(7/8) :33,15 TL

2. Kosu :   17:45;ŞARTLI 5/DHÖW; 4 Yaşlı Araplar; 58.00kg; 1900m; Çim;;;;Rekor Derece :2.05.01
İkramiye;;;;;Yetiştirici Primi;;;;
1.)77.000 TL;2.)30.800 TL;3.)15.400 TL;4.)7.700 TL;5.)3.850 TL;1.)13.283 TL;2.)5.313 TL;3.)2.657 TL;4.)1.328 TL;5.)664 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BABA OZAN KG DB;4y d  a;DEMİRDELEN;DOSTUN KIZI;58;MER.ÇELİK;TALAT ÜSTÜNER;MEH.KAYA;9 - DS;%8.4(2);59;2:07.46;3,55;1,5  Boy
2;BORAKS KG K DB;4y d  a;SONALP;MENENGİÇ;58 +0.30;M.KAYA;EYÜP ERDEMİR;O.TAŞDEMİR;2;%74.97(1);84;2:07.68;1,55;1,5  Boy
3;HATTUŞA KG DB SK;4y k  a;BİLGİN;ALMİMRUHİYE.27;52 +1.80;MUH.OK AP;MEHMET ALİ AKDAĞ;H.DURMUŞ;7;%0.85(7);37;2:07.91;23,70;1 Boy
4;ŞİRİNHATUN DB;4y a k;AYABAKAN;NURTEN;53;G.ÖZÇELİK;İSMET ARSLANCA;M.BULUT;4;%2.96(4);42;2:08.07;16,05;1,5  Boy
5;CEZMİCAN KG DB SK;4y k  a;BATURŞAH;SONGÜLCAN;56 +0.40;M.ÇİÇEK;SÜLEYMAN ATİK;MEH.KAYA;3;%6.69(3);56;2:08.32;5,05;
6;GÖKGÜLÜ SKG SK;4y a k;UÇANBEY;BAHAR YAĞMURU;52 +1.90;A.KÜRÜNDÜK;İBRAHİM H. BEYAZŞAHİN;F.KEMAHLIOĞLU;1;%0.67(8);36;2:08.42;52,10;
7;KARAÇAYIR KG DB SK;4y d  a;KURTEL;MÜHÜR;56;H.KAPLAN;İLHAN GÜÇLÜ;C.T.KÖSE;6;%0.41(9);34;2:12.68;36,65;
8;SADAL SUDA KG DB;4y a  a;GÖKTUNA;HASEKİ SULTAN;54 +1.00;H.ŞİMŞEK;UFUK KURTLAR;S.YUDUM;5;%0.41(10);34;2:14.96;40,85;
9;ABJAR KG DB SK;4y a  a;UÇANBEY;BURÇAK;54;A.C.DAĞDEVİREN;TEKİN AKYAVUZ;M.YAPAROĞLU;10 - DS;%1.98(6);32;2:17.02;16,35;
10;TUNÇŞAH KG DB SK;4y a  a;HABERBATUR;TUNÇKAYA;58;M.M.BİLGİN;YUSUF KÜREM;HAL.KAYA;8;%2.65(5);55;2:37.08;13,60;
