İzmir;(39. Yarış Günü);01/04/2022
1. Kosu :   17:15;Maiden; 3 Yaşlı İngilizler; 58.00kg; 1800m; Çim;;;;Rekor Derece :1.48.24
İkramiye;;;;;Yetiştirici Primi;;;;
1.)68.000 TL;2.)27.200 TL;3.)13.600 TL;4.)6.800 TL;5.)3.400 TL;1.)15.640 TL;2.)6.256 TL;3.)3.128 TL;4.)1.564 TL;5.)782 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;LADY ELMENDORF SKG SK;3y a  d;ANIMAL KINGDOM (USA);GATABAKANA (BRZ);56 +0.50;M.M.BİLGİN;KAAN TURAN YURDABAK;K.TURAN YURDABAK;5;%10.55(2);33;1:54.28;4,20;Yarım Boy
2;BATTLE CRY KG SK;3y d  e;INVINCIBLE SON (IRE);ALWAYS A WARRIOR;58;M.GÖNÜLTAŞ;TUBA GÜNGÖR;L.ÖZMERGEN;11;%61.31(1);39;1:54.39;1,30;9 Boy
3;BATIRAY KG DB SK;3y d  e;FLY BY ME;MASTER PLAN;56;ALP.OLUK AP;CİHAN ARŞ;Y.BULUT;7;%5.23(5);;1:55.70;11,05;2 Boy
4;İLİM VE AKIL KG K;3y d  e;TOROK (IRE);JOYA;54 +0.40;İ.S.SÖĞÜT AP;A.CEYDA FEYZULLAH;Ş.ÇELİK;2;%1.69(7);;1:55.97;27,95;Yarım Boy
5;BEYAZ AYNA DB SK;3y d  d;BUSHRANGER (IRE);ANGEL OF WESTPORT;56;H.ŞİMŞEK;HİKMET ŞİMŞEK;S.YANIK;3;%1.57(4);;1:56.08;8,55;
6;EL PADRINO KG SK;3y d  e;BUSHRANGER (IRE);STRIKE FORCE;54;E.AKTUĞ AP;TALAT ÜSTÜNER;MEH.KAYA;10;%2.78(6);9;1:56.61;25,80;
7;PRINCESS THALIA KG SK;3y d  d;LION KING;HOLLY HOLIDAY;53 +1.40;MUH.OK AP;NURULLAH ASTAN;MEH.KAYA;6;%0.79(10);16;1:57.09;98,65;
8;ZEHRANAZ K DB;3y a  d;BAY ÇİFTÇİOĞLU;SENİHA SULTAN;56 +0.60;M.ÇİÇEK;NECATİ ÇİFTÇİOĞLU;Y.BULUT;4;%8.86(3);27;1:58.77;10,15;
9;SPICE GIRLS KG SK;3y d  d;MITICO;SPICE GARDENS (IRE);56;A.KÜRÜNDÜK;YILDIRIM ŞEN;C.AYDOĞAN;1;%0.81(9);;2:00.84;90,45;
10;SARUMAN KG DB;3y a  e;SERHAS;GREEN PUSS;54;C.YILMAZ AP;CUMALİ KAAN ŞAHİN;S.İŞLETİR;9;%0.42(11);11;2:01.46;132,25;
11;LANINO KG SK;3y d  d;VALENTIN;SHARK BAY (GB);56 +1.00;N.ŞEN;H.TARIK DİKENCİK;Ş.ÖZGÜR;12;%1.14(8);;2:08.39;52,25;
12;BABY PUFF DB SK;3y d  d;KANEKO;MAGDALENA;52 +0.40;C.PASO AP;HİKMET ŞİMŞEK;S.YANIK;8;%4.85(4);28;2:14.69;8,55;
[(7)BEYAZ AYNA,(6)BABY PUFF,] eküridir.GANYAN(8) :4,20 TL, İKİLİ(2/8) :3,05 TL, SIRALI İKİLİ(8/2) :14,65 TL

2. Kosu :   17:45;ŞARTLI 5; 4 ve Yukarı İngilizler; 58.00kg; 59.00 kg; 1200m; Kum;;;;Rekor Derece :1.11.59
İkramiye;;;;;Yetiştirici Primi;;;;
1.)77.000 TL;2.)30.800 TL;3.)15.400 TL;4.)7.700 TL;5.)3.850 TL;1.)13.283 TL;2.)5.313 TL;3.)2.657 TL;4.)1.328 TL;5.)664 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;DARTAGNAN KG K DB;4y d  a;SMART ROBIN (JPN);PERFORM;55;O.YILDIZ;TARKAN H. ONAR;SEYİT GÖKÇE;1;%2.36(7);47;1:13.63;43,85;Burun
2;GURME KG DB SK BB;4y d  a;SMART ROBIN (JPN);GRADIVA (USA);60;H.KARATAŞ;NİHAT VERESKALA;G.TOKLU;2;%33.17(1);87;1:13.65;1,95;Yarım Boy
3;OBRADA DB SKG SK;7y a  g;LION HEART (USA);MAMMA MIA;61;M.M.BİLGİN;ZEHRA Ş. RASTGELDİ İNCİ;M.Y.AKKEYİK;8;%23.15(2);92;1:13.72;2,80;Yarım Boy
4;JUSTICE FOR ALL DB;5y d  a;OFFLEE WILD (USA);INVINCIBLE ROCK;56;M.KAYA;ELİF KAYA;E.C.BAYDAN;6;%15.01(4);89;1:13.82;4,05;1 Boy
5;SÜPER BABA SK;6y d  a;DERVİŞ AĞA;SAADA ONE (IRE);57;M.ÇİÇEK;SABAHATTİN YAVUZ;MEH.KAYA;4;%4.01(6);59;1:13.97;21,15;
6;BEST FRIEND KG DB SK;4y a  a;LION HEART (USA);CARRY ON ELLIE (IRE);58;K.TOKAÇOĞLU;İHSAN GERMAN;C.YEDİREN;7;%16.05(3);89;1:14.00;7,80;
7;SPEEDY KING SK ÖG;4y d  a;BOSPORUS (IRE);LADY DÖKER;54;MER.ÇELİK;SÜLEYMAN KILIÇASLAN;R.YILDIZ;9;%1.77(8);63;1:14.80;37,90;
8;GOSPODIN KG DB SK;4y d  a;HAKEEM (USA);GÜLRA;54;G.ÖZÇELİK;ZEYNEP AKYOL;S.YANIK;5;%4.26(5);64;1:15.20;11,60;
9;MY IMMORTAL SKG SK;4y d k;İSTANBUL;AOSTA;52;D.PALAUR;SALİH TEKECİ;S.O.APAYDIN;3;%0.22(9);26;1:22.00;120,40;
GANYAN(5) :43,85 TL, İKİLİ(2/5) :33,90 TL, SIRALI İKİLİ(5/2) :158,05 TL, ÜÇLÜ BAHİS(5/2/1) :147,81 TL, PLASE(2) :1,05 TL, PLASE(5) :1,05 TL, 1. ÇİFTE(8/5) :233,55 TL

3. Kosu :   18:30;ŞARTLI 4/DHÖW/Dişi; 5 ve Yukarı Araplar; 59.00kg; 1600m; Kum;;;;Rekor Derece :1.48.55
İkramiye;;;;;Yetiştirici Primi;;;;
1.)62.000 TL;2.)24.800 TL;3.)12.400 TL;4.)6.200 TL;5.)3.100 TL;1.)10.695 TL;2.)4.278 TL;3.)2.139 TL;4.)1.070 TL;5.)535 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;AYDURU KG K DB;7y a k;UÇANBEY;ŞANSLI;57;M.ÇİÇEK;NADİR ÇETİNER;M.YAPAROĞLU;9;%36.41(1);75;1:52.08;2,15;3 Boy
2;LOLAN GÜZELİ DB;7y d k;ÖZDURAN;GÜRGÖZE;57;A.İNCİ AP;KAYA KAYA;T.ATEŞ;5;%6.13(5);54;1:52.54;8,45;2,5 Boy
3;GÖLDEM DB SK;7y k k;TAMERİNOĞLU;RENGİN;51 +1.10;C.PASO AP;ENES DEMİR;K.ŞENGEL;3;%28.44(2);92;1:52.94;2,25;1,5  Boy
4;KÜŞİ KG K DB;6y a k;BERKAY EFE;HALİDE;57;M.AKIN AP;FERİT MENGİ;B.ÖZGÜR;1;%11.52(3);66;1:53.17;8,20;2 Boy
5;PORSUK KIZI KG DB;6y k k;BALIKHAN;ZÜLA HANIM;57;H.KAPLAN;İ.SUAT KUTLU;M.MEHMET İNAL;4;%11.4(4);63;1:53.46;4,90;
6;ORKİ;6y a k;SARUHANAĞA;SABUR ABLA;55;A.C.DAĞDEVİREN;HASAN PEHLİVAN;Ş.ÇELİK;6;%2.48(6);35;1:55.67;24,45;
7;FATİHİNGÜLÜ KG;8y a k;SABURAY;MEBRUKE.92;53 +1.20;MUH.OK AP;KAYA KAYA;T.ATEŞ;7;%1.66(5);35;1:56.06;8,45;
8;ARSLAN KRALİÇE KG;5y d k;ÖZGÜNHAN;ELA;55 +0.30;M.M.BİLGİN;ARİF ÇELİK;E.C.BAYDAN;8;%1.47(7);34;1:57.23;29,10;
