İstanbul;(21. Yarış Günü);29/05/2022
1. Kosu :   15:15;ŞARTLI 5; 4 ve Yukarı İngilizler; 58.00kg; 59.00 kg; 1600m; Çim;;;;Rekor Derece :1.33.05
İkramiye;;;;;Yetiştirici Primi;;;;
1.)90.000 TL;2.)36.000 TL;3.)18.000 TL;4.)9.000 TL;5.)4.500 TL;1.)15.525 TL;2.)6.210 TL;3.)3.105 TL;4.)1.553 TL;5.)776 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;PEEKABOO KG DB SK;5y d  a;TORONADO (IRE);AL RADDA (IRE);55 +0.40;H.KARATAŞ;CEM ÖZBELGE;H.BOYRAZ;7 - DS;%19.66(2);87;1:34.73;3,70;4,5 Boy
2;BABA DALLAS KG DB SK;4y d  a;JUSTENUFFHUMOR (USA);DEMI LOPEZ;54 +2.00;A.SÖZEN;MUSTAFA KILIÇASLAN;T.ŞİT;2;%39.84(1);89;1:35.38;1,90;1,5  Boy
3;WINNER MAN KG DB SK;5y d  a;WIN RIVER WIN (USA);EMMA;55;G.ÖZÇELİK;CEM NARİN;S.DURGUÇ;6 - DS;%4.84(6);91;1:35.64;15,10;2,5 Boy
4;HANDSOME HERO DB SKG SK;5y d  a;RAJSAMAN (FR);INFINITELY (GB);55;VEDAT ABİŞ;AYTUĞ ATALAY;H.YÜZBAŞI;4;%14.55(3);90;1:35.99;3,95;Boyun
5;KAR KIZ SK;4y k k;GREGORIAN (IRE);SNOW COVER (GB);53 +1.60;G.KOCAKAYA;DUYGU FATURA;S.TAŞBEK;3;%11.7(4);96;1:36.03;4,40;
6;HONORABLE K;6y d  a;PLEASANTLY PERFECT (USA);RAMZIA (IRE);59;M.ÇİÇEK;TAYLAN DEMİR;S.SÜSLÜ;5 - DS;%7.48(5);91;1:36.64;12,20;
7;LION OF BABYLON DB SKG SK;6y d  a;ROCK OF GIBRALTAR (IRE);LADY DETTORIA (FR);55 +1.90;M.KAYA;CAVİDAN KAYA ÖZASLAN;S.AYDOĞAN;1;%1.93(7);77;1:38.14;45,10;
GANYAN(4) :3,70 TL, İKİLİ(4/6) :2,80 TL, SIRALI İKİLİ(4/6) :10,05 TL

2. Kosu :   15:45;ŞARTLI 4; 3 Yaşlı İngilizler; 58.00kg; 1600m; Çim;;;;Rekor Derece :1.33.05
İkramiye;;;;;Yetiştirici Primi;;;;
