İstanbul;(88. Yarış Günü);02/11/2022
1. Kosu :   14:00;Maiden; 2 Yaşlı İngilizler; 57.00kg; 1400m; Sentetik;;;;Rekor Derece :1.22.25
İkramiye;;;;;Yetiştirici Primi;;;;
1.)90.000 TL;2.)36.000 TL;3.)18.000 TL;4.)9.000 TL;5.)4.500 TL;1.)25.875 TL;2.)10.350 TL;3.)5.175 TL;4.)2.588 TL;5.)1.294 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ALANALP;2y d  e;BUSHRANGER (IRE);SHAYLEE;57;A.SÖZEN;EKİN YAĞCI;D.SEVGİLİ;9;%27.29(2);;1:26.14;2,55;1 Boy
2;COOL STAR SKG SK;2y d  e;TOROK (IRE);TAWAFEEG (USA);57;S.BOYRAZ;MERT BAYIR;T.ŞİT;2;%17.58(3);36;1:26.24;4,10;2,5 Boy
3;GALEYAN KG GKR;2y d  e;LION HEART (USA);GASPERINI;57;VEDAT ABİŞ;CEM NARİN;S.DURGUÇ;3;%34.71(1);38;1:26.66;1,90;3,5 Boy
4;STAIN FREE DB SKG SK;2y d  e;DUTYFREE;STAINLESS;57;G.KOCAKAYA;ALP Ş. EVCİMEN;S.S.GÖRGÜ;1;%9.43(4);32;1:27.26;9,25;3 Boy
5;MARVELIN KG K;2y d  d;BUSHRANGER (IRE);SLEVEN;53 +2.00;F.ARSLAN AP;MEHMET ARSLAN;T.ÇEKİCİ;6;%5.1(5);31;1:27.78;10,75;
6;SPECIAL WARRIOR SK;2y a  d;WIENER WALZER (GER);SPECIAL SWORD;55;E.AKTUĞ;AHMET KILIÇ;G.GÖKÇE;4;%2.63(6);;1:27.91;23,90;
7;ILSA IN TROY K DB;2y a  d;CAPTAIN RIO (GB);KOFA (IRE);55 +0.30;D.KAYA;BAHADIR GELİŞ;T.ŞİT;7;%0.6(8);24;1:28.17;65,05;
8;CAKA KG;2y k  e;GRAYSTORM;AYBEK HATUN;57 +0.80;Y.YALVAN AP;FATİH ARABACIOĞLU;A.KÜÇÜKAKSOY;8;%1.21(7);;1:30.18;51,00;
9;ASYA GÜNEŞİ (Koşmaz);2y k  d;GENERAL QUARTERS (USA);NAGM (USA);55 +0.20;G.YILDIZ;SEYFETTİN ORAL;S.AYDOĞAN;5;%1.45(9);;Koşmaz;35,20;
GANYAN(1) :2,55 TL, İKİLİ(1/3) :5,70 TL, SIRALI İKİLİ(1/3) :9,00 TL

2. Kosu :   14:30;ŞARTLI 5/DHÖW/Dişi; 4 ve Yukarı Araplar; 58.00kg; 59.00 kg; 1500m; Sentetik;;;;Rekor Derece :1.38.17
İkramiye;;;;;Yetiştirici Primi;;;;
