İstanbul;(51. Yarış Günü);07/08/2022
1. Kosu :   15:45;Maiden; 2 Yaşlı İngilizler; 57.00kg; 1500m; Sentetik;;;;Rekor Derece :1.28.19
İkramiye;;;;;Yetiştirici Primi;;;;
1.)90.000 TL;2.)36.000 TL;3.)18.000 TL;4.)9.000 TL;5.)4.500 TL;1.)25.875 TL;2.)10.350 TL;3.)5.175 TL;4.)2.588 TL;5.)1.294 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;JEFE DE JEFES DB SK;2y d  e;PAPA CLEM (USA);SHIBUYA;55 +1.00;E.ÇANKAYA AP;GÜLİZAR YANIK;C.KATI;5;;38;1:34.70;10,40;2 Boy
2;SKYRUNNER KG DB SK;2y k  e;GENERAL QUARTERS (USA);SORRENTA (USA);57;A.ÇELİK;YASEMİN KAVLAK İÇER;R.KARABAŞ;3;;;1:34.95;1,50;Burun
3;AYDINUS KG SK;2y a  e;KULOĞLU;MACADAMIA;57;H.ÇİZİK;MEHMET KARAKEÇİ;ARZU KILIÇ;6 - DS;;;1:34.96;4,95;3 Boy
4;GALEYAN SKG SK;2y d  e;LION HEART (USA);GASPERINI;57;A.SÖZEN;CEM NARİN;S.DURGUÇ;2;;38;1:35.40;3,30;11 Boy
5;RUN FOR REMAZAN;2y d  e;KAFKASLI;SWEET MISTRESS (IRE);57;M.KAYA;ELİF KAYA;V.KARAKUŞ;1;;36;1:37.39;3,95;
6;GECENİN EFENDİSİ KG SK;2y d  e;GÜNGÖR BABA;MAGLADY;55;F.ARSLAN AP;COŞKUN ŞİMŞEK;Ö.GÜNELİ;4;;29;1:39.33;23,90;
GANYAN(4) :10,40 TL, SIRALI İKİLİ(4/6) :43,90 TL

2. Kosu :   16:15;ŞARTLI 4; 2 Yaşlı İngilizler; 57.00kg; 1200m; Çim;;;;Rekor Derece :1.08.52
İkramiye;;;;;Yetiştirici Primi;;;;
1.)91.000 TL;2.)36.400 TL;3.)18.200 TL;4.)9.100 TL;5.)4.550 TL;1.)26.163 TL;2.)10.465 TL;3.)5.233 TL;4.)2.616 TL;5.)1.308 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SAMURAI KAJIKI SKG SK;2y d  e;GOLDEN TOWER;UP IN TIME;57;G.KOCAKAYA;M.KEREM ALKAN;H.BAĞDAN;3;;52;1:12.27;1,05;1,5  Boy
2;GEL OGLİM KG DB SK;2y d  e;YILDIRIMBEY;MALEFİZ;57;H.ÇİZİK;SAVAŞ ERCÜMENT BECENE;M.DEMİROL;2;;45;1:12.50;4,75;10 Boy
3;SOLİDO HERMANOS SK;2y d  e;MENDIP (USA);HEAVENS HELP (USA);54 +2.00;E.ÇANKAYA AP;GÜLİZAR YANIK;C.KATI;4;;39;1:14.50;4,35;
4;ULFBERHT KG SK (Koşmaz);2y d  e;PERFECT STORM;RAPUNZEL;57;A.ÇELİK;ADNAN TÜRKOĞLU;Y.DEMİRKIRAN;1;;53;Koşmaz;3,60;
GANYAN(2) :1,05 TL, SIRALI İKİLİ(2/1) :1,90 TL, 1. ÇİFTE(4/2) :35,90 TL

3. Kosu :   17:00;Handikap 14/DHÖW /H2; 3 Yaşlı Araplar; kg; 1400m; Çim;;;;Rekor Derece :1.29.31
İkramiye;;;;;Yetiştirici Primi;;;;
1.)72.000 TL;2.)28.800 TL;3.)14.400 TL;4.)7.200 TL;5.)3.600 TL;1.)20.700 TL;2.)8.280 TL;3.)4.140 TL;4.)2.070 TL;5.)1.035 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;PİŞMAN AĞA KG K;3y k  e;KOPUZ;KAMERLİN;55;VEDAT ABİŞ;ÜMİT ARSLAN;RE.ARSLAN;4;%9.07(5);41;1:34.40;8,35;Boyun
