İzmir;(4. Yarış Günü);09/01/2022
1. Kosu :   14:30;ŞARTLI 3/DHÖW /X; 4 Yaşlı Araplar; 58.00kg; 1900m; Kum;;;;Rekor Derece :2.10.52
İkramiye;;;;;Yetiştirici Primi;;;;
1.)52.500 TL;2.)21.000 TL;3.)10.500 TL;4.)5.250 TL;5.)2.625 TL;1.)9.056 TL;2.)3.623 TL;3.)1.811 TL;4.)906 TL;5.)453 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;DİLEK TEPESİ KG SK;4y k k;BİLGİN;SÜBEYHİKIZI;56;N.AVCİ;GÖKHAN ERDOĞAN;S.O.APAYDIN;4;;37;2:18.87;19,60;8 Boy
2;BOĞACAN KG;4y a  a;HIZLITAY;ÜRNİHFATCAN;57;M.AKIN AP;MUZAFFER CAN;D.TEKELİ;3;;48;2:20.04;2,30;1,5  Boy
3;ALİBEY KG DB SK;4y k  a;USTA;SOMENCE;59;G.ÖZÇELİK AP;CELANİ YILDIRIM;ŞAFAK GÜMÜŞ;7;;37;2:20.30;22,85;2 Boy
4;HADİGEL KG K;4y k k;JOKER;AJLAN;56;MER.ÇELİK;FADIL BAYDAN;E.C.BAYDAN;8;;43;2:20.61;9,15;Burun
5;MELTEM RÜZGARI KG DB GKR;4y a k;OYMAKBEYİ;AGAFE;58;B.KURDU;FEYZİ GÖNÜLTAŞ;Ş.ÇELİK;1;;37;2:20.62;29,40;
6;HATTUŞA KG DB SK;4y k  a;BİLGİN;ALMİMRUHİYE.27;61;M.ÇİÇEK;MEHMET ALİ AKDAĞ;H.DURMUŞ;6;;39;2:20.74;7,70;
7;ANKARA KG;4y k  a;BİLGİN;ÖYKÜM;56;H.KARATAŞ;TARKAN H. ONAR;SEYİT GÖKÇE;5;;43;2:21.73;1,65;
8;ÇAVDAR GÜZELİ KG SK;4y k k;DOĞANGÜN;ROTİNDAMI;55;K.GÖKÇE AP;TEKİN AKYAVUZ;M.YAPAROĞLU;2;;37;2:25.90;27,60;
GANYAN(7) :19,60 TL, İKİLİ(2/7) :32,85 TL, SIRALI İKİLİ(7/2) :154,80 TL, ÜÇLÜ BAHİS(7/2/1) :192,56 TL, PLASE(2) :2,00 TL, PLASE(7) :7,10 TL

2. Kosu :   15:00;Handikap 13 /H2; 3 Yaşlı İngilizler; kg; 1200m; Kum;;;;Rekor Derece :1.11.59
İkramiye;;;;;Yetiştirici Primi;;;;
1.)37.000 TL;2.)14.800 TL;3.)7.400 TL;4.)3.700 TL;5.)1.850 TL;1.)6.383 TL;2.)2.553 TL;3.)1.277 TL;4.)638 TL;5.)319 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;LAST EARTHQUAKE KG SK;3y a  e;BAY ÇİFTÇİOĞLU;YILIŞIK;59;M.ÇİÇEK;NECATİ ÇİFTÇİOĞLU;Y.BULUT;1;;38;1:14.87;1,60;2 Boy
2;HEART OF SPACE KG DB SK;3y a  e;BOSPORUS (IRE);AY İNCİSİ;60;MER.ÇELİK;GÜRHAN ELDEYMEZ;B.TURGUL;5;;40;1:15.19;2,90;10 Boy
3;AŞAN AŞAN DB SK;3y d  e;MENDIP (USA);NEVER BACK DOWN;58,5;M.M.BİLGİN;MUSTAFA KOCATÜRK;E.Y.İYİDÖNER;3;;37;1:16.72;2,90;13 Boy
4;MIA SAN MIA KG K;3y d  d;SMART ROBIN (JPN);ZİŞANIM;56 +0.10;M.AKIN AP;FATİH KURU;C.ŞAMLI;4;;38;1:18.61;14,15;6,5 Boy
5;NIGHTS CAT KG K DB;3y d  d;PACO BOY (IRE);HIGHEST QUALITY (IRE);56,5;K.GÖKÇE AP;ERDAL YILDIRIM;HAL.KAYA;2;;37;1:19.58;15,50;
GANYAN(2) :1,60 TL, SIRALI İKİLİ(2/1) :4,35 TL, 1. ÇİFTE(7/2) :67,00 TL

3. Kosu :   15:30;Handikap 14 /H1; 4 ve Yukarı İngilizler; kg; 2100m; Kum;;;;Rekor Derece :2.12.31
İkramiye;;;;;Yetiştirici Primi;;;;
1.)52.500 TL;2.)21.000 TL;3.)10.500 TL;4.)5.250 TL;5.)2.625 TL;1.)9.056 TL;2.)3.623 TL;3.)1.811 TL;4.)906 TL;5.)453 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;DOĞUBAYAZIT DB SK;4y d  a;WIENER WALZER (GER);DAY OF THE NILE (USA);59;ALP.OLUK AP;EMİN TURHAN;MEH.KAYA;3;%14.19(3);35;2:17.18;5,75;6 Boy
2;FRANKENSTEIN SKG SK;7y d  a;REY DE CAFE (USA);SAVAGE CAT;56;Y.E.YÜKSEL AP;SELİN DİKENCİK;M.ÖZGÜL;1;%8.05(5);29;2:18.18;8,30;6,5 Boy
3;MISS DADAŞ KG K;6y a k;TORUK MACTO (IRE);DEER HUNTER;52,5 +0.50;O.KIZILDAŞ AP;AHMET BAGUÇ;R.YILDIZ;9 - DS;%4.23(8);24;2:19.19;13,05;Burun
4;ENGİNCAN KG;4y d  a;VICTORY GALLOP (CAN);TYRANNO REX (IRE);50,5 +1.90;Ç.CANPOLAT AP;TALAT ÜSTÜNER;MEH.KAYA;8;%4.88(7);18;2:19.20;12,15;5 Boy
5;SAMYOMİ KG DB;4y a  a;RED GIANT (USA);DANCING MASTER;56;M.M.BİLGİN;BAHADIR YILMAZ;HAL.KAYA;6;%25.83(1);29;2:19.88;1,90;
6;WHITE COAST DB SKG SK;4y d  a;AFTER MARKET (USA);PRETTY LADY;59;N.AVCİ;ALİ ÖREN;G.HALKATAŞ;10 - DS;%12.15(4);35;2:23.89;7,00;
7;ELBRUZ DB SKG SK;5y a  g;BOSPORUS (IRE);DİŞEPS;61;MER.ÇELİK;NUSRET ÖZBAĞ;S.YANIK;2;%14.2(2);35;2:23.99;5,30;
8;KING WINNER KG SK;6y d  a;KANEKO;İPEK AY;63;S.ÖZEN;BÜLENT BENZER;Ş.ÖZGÜR;4;%7.26(6);39;2:24.04;9,95;
9;PATATES DB SKG SK ÖG;5y d  a;MENDIP (USA);LAİK KIZ;50 +0.60;M.B.ÖNCEL AP;FETHİ DEMİR;Ü.AYBOĞA;7;%1.36(9);12;2:32.02;30,85;
10;OĞLUM ANIL SK ÖG (Koşmaz);5y d  a;VICTORY GALLOP (CAN);PRENSES GÖKSU;60;D.PALAUR;SAİT BERBER;HAL.KAYA;5;%7.83(10);33;Koşmaz;;
GANYAN(2) :5,75 TL, İKİLİ(2/6) :29,05 TL, SIRALI İKİLİ(2/6) :49,70 TL, 2. ÇİFTE(2/2) :9,65 TL

4. Kosu :   16:00;Handikap 15/DHÖW /H1; 5 ve Yukarı Araplar; kg; 2200m; Kum;;;;Rekor Derece :2.32.28
İkramiye;;;;;Yetiştirici Primi;;;;
1.)62.000 TL;2.)24.800 TL;3.)12.400 TL;4.)6.200 TL;5.)3.100 TL;1.)10.695 TL;2.)4.278 TL;3.)2.139 TL;4.)1.070 TL;5.)535 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BAŞPARMAK KG;5y d  a;KURTEL;KAFKAS KIZI;57;MER.ÇELİK;TARKAN H. ONAR;SEYİT GÖKÇE;4;%20.31(1);51;2:39.08;2,95;4,5 Boy
2;HÜRSEV KG K;7y k k;TAMERİNOĞLU;HAMDE.53;54,5;G.ÖZÇELİK AP;UĞUR ALTUNBAŞ;L.ÖZMERGEN;3;%15.03(3);48;2:39.76;5,20;Yarım Boy
3;ADAMIM KG K DB;5y a  a;BERKSOY;ŞANSLI;55;E.AKTUĞ AP;NADİR ÇETİNER;T.TEMİZER;7;%3.55(9);53;2:39.85;21,30;2 Boy
4;ARSLAN KRALİÇE KG;5y d k;ÖZGÜNHAN;ELA;50 +2.00;M.SAV;ARİF ÇELİK;E.C.BAYDAN;2;%7.97(5);34;2:40.14;9,30;7 Boy
5;KIVRAKTAY KG DB SK;7y a  a;DEMİRKAZIK;ÇIĞIRTKAN;57,5;M.AKIN AP;RESUL AYDOĞAN;EN.TOKÇALAR;11 - DS;%5.89(7);58;2:41.29;11,80;
6;AHMET ALİ KG DB;5y a  a;BERKSOY;BİRSENSİN;57,5;M.ÇİÇEK;SABAHATTİN TEKDOĞAN;MEH.KAYA;5;%16.63(2);52;2:41.68;4,75;
7;TUĞTEKİN;7y d  a;DEHA;KIRKISRAK;52,5 +1.10;Y.E.YÜKSEL AP;H.TARIK DİKENCİK;M.ÖZGÜL;6;%3.48(10);42;2:44.65;20,05;
8;CEVAHİRTAY KG SK;6y a  a;ZİGANA;ZENNAN;60;O.KIZILDAŞ AP;ERDEM KÖZLEME;HAL.KAYA;8;%13.07(4);63;2:44.77;4,65;
9;VAROL HAN DB SK;5y a  a;GELİBOLU;IŞILAY;50 +2.00;Ç.CANPOLAT AP;ORHAN DURMUŞ;H.DURMUŞ;9;%7.37(6);33;2:48.83;10,80;
10;SERDENGEÇER KG K;9y a  a;ALTAHA;ZAFİRE.15;51 +1.70;N.AVCİ;BARIŞ KARAGÖZ;A.R.YILDIZ;10 - DS;%5.2(8);39;2:54.88;10,45;
11;OĞLUM UTKU KG DB SK (Koşmaz);6y a  g;ALTAHA;TEMAŞA;50 +1.90;D.PALAUR;ZEKİ SÖKMEN;HAL.KAYA;1;%1.49(11);29;Koşmaz;;
GANYAN(5) :2,95 TL, 1. 4'LÜ GANYAN(7/2/2/5,11) :113,80 TL, 1. 3'LÜ GANYAN(2/2/5,11) :6,45 TL, İKİLİ(5/6) :9,80 TL, SIRALI İKİLİ(5/6) :14,55 TL, ÜÇLÜ BAHİS(5/6/3) :65,26 TL Çıkan 1 Atla: 2,45 TL, PLASE(5) :1,55 TL, PLASE(6) :1,35 TL, PLASE İKİLİ(3/5) :26,90 TL, PLASE İKİLİ(3/6) :28,80 TL, PLASE İKİLİ(5/6) :7,40 TL, 3. ÇİFTE(2/5) :23,10 TL

5. Kosu :  LOCKTON KOŞUSU 16:30;ŞARTLI 1; 3 Yaşlı İngilizler; 58.00kg; 1400m; Kum;;;;Rekor Derece :1.25.06
İkramiye;;;;;Yetiştirici Primi;;;;
1.)85.500 TL;2.)34.200 TL;3.)17.100 TL;4.)8.550 TL;5.)4.275 TL;1.)24.581 TL;2.)9.833 TL;3.)4.916 TL;4.)2.458 TL;5.)1.229 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;TOPRAK AKARCA KG K;3y d  e;MENDIP (USA);GRAND AKARCA;58;MER.ÇELİK;TURGAY AKARCA;M.YAPAROĞLU;3;%48.38(1);;1:28.72;1,25;19 Boy
2;PRINCESS MELITA KG K;3y d  d;AGRESIVO (USA);ESQUELA;56 +1.00;F.AVCI;FURKAN TAŞKIRAN;L.BERKOL;1;%6.62(4);;1:31.44;12,25;1 Boy
3;KING URAZ	 KG K DB;3y d  e;LION HEART (USA);MY SECRET;58;M.ÇİÇEK;UMUT BABADAĞLI;A.R.YILDIZ;6;%26.42(2);;1:31.63;2,80;30 Boy
4;REST OF DREAMS KG K;3y k  d;GENERAL QUARTERS (USA);DREAMS TO REALITY;56 +0.20;H.ŞİMŞEK;MUSTAFA ADALAR;G.HALKATAŞ;2;%3.06(6);;1:35.69;22,40;14 Boy
5;BIG LION SKG SK;3y d  e;BOSPORUS (IRE);NİRAN;58 +0.70;İ.H.KETME;RECEP KETME;MEH.KAYA;4;%11.14(3);;1:37.85;7,70;
