Tarih,Koşu no,Sıralama,At İsmi,Yaşı,Orijin Baba,Orijin Anne,Sahip,İl,Mesafe,Pist Tipi,Grup,Klasifikasyon,Taşıdığı Ağırlık,Jokey,Antrenör,Kulvar,Handikap Puanı,Derece,Ganyan,AGF
01/01/2022,1,1,LENORA,3y a  d,THREE VALLEYS (USA),INDIAN GREEN,TOLGAHAN TOPCU,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,54,G.ÖZÇELİK AP,SU.ÖZKAN,6,0,1:12:20,"2,60",Yok
01/01/2022,1,2,ROYAL BABY,3y a  e,KULOĞLU,RAIN GODDESS,ALAETTİN ÖZCAN,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,58,A.ÇELİK,M.AKKILIÇ,4,37,1:12:30,"1,95",Yok
01/01/2022,1,3,RED KNİGHT,3y d  e,PERFECTO,VICTORY BLUES,SEVAL ARICI,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,58,A.ASLAN,S.ÇİFTÇİ,1,35,1:12:64,"11,15",Yok
01/01/2022,1,4,RABITELLİ,3y d  e,SMART ROBIN (JPN),GÜLŞAH HANIM,ERDAL URAL,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,58,MER.ÇELİK,M.SOYKUVVET,5,0,1:13:03,"26,10",Yok
01/01/2022,1,5,MARCUS AURELIUS,3y d  e,HAKEEM (USA),MALAKANA,SAVAŞ AYDOĞDİ,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,58,H.ALTIN,SERD.AYDOĞDİ,7,34,1:13:35,"10,55",Yok
01/01/2022,1,6,QALANDAR,3y d  e,MENDIP (USA),HEYYAVRUMHEY,CUMHUR ÜN,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,54 +2.00,M.KAYİŞ AP,M.ERKUŞ,2,0,1:14:30,"57,95",Yok
01/01/2022,1,7,DIZZY WIND,3y d  e,PERFECTO,RİMİNİ,L.SONA ÜTÜCÜ,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,58,VEDAT ABİŞ,İ.ESER,10,34,1:14:31,"4,90",Yok
01/01/2022,1,8,MAKSUT REİS,3y d  e,THREE VALLEYS (USA),CYPRIANA,İ.SERDAR AKSEL,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,58,M.HAMEDİ,O.DEMİRKIRAN,3,0,1:14:48,"32,55",Yok
01/01/2022,1,9,ÇARIK,3y d  e,MENDIP (USA),SEMİHA HATUN,MELİSA ŞAFAK GİRER,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,58,GÖK.BEKTAŞ,M.ACAR,9,17,1:17:07,"25,90",Yok
01/01/2022,1,10,KIZIM SİMGE,3y d  d,THREE VALLEYS (USA),MUZAFFER SULTAN,ENİS BADIŞOĞLU,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,56,D.YILDIZ,G.TAŞDELEN,8,28,1:18:45,"36,95",Yok
01/01/2022,2,1,BANA MÜSADE,6y d  a,KAIZBERT (RU),IŞINSOY,ERSAN ÇALIK,İstanbul,1500,Sentetik,5 ve Yukarı Araplar,ŞARTLI 3/DHÖW /X-1,55,H.YOLAÇICI AP,R.ÖZŞAHİN,2,66,1:42:08,"1,45",Yok
01/01/2022,2,2,KARAGÜL BEYİ,7y a  a,ALTAHA,ZAKİRE,MUSTAFA KARAGÜL,İstanbul,1500,Sentetik,5 ve Yukarı Araplar,ŞARTLI 3/DHÖW /X-1,58,C.PASO AP,B.DAĞ,1,63,1:42:57,"5,05",Yok
01/01/2022,2,3,MUHSİN,7y a  a,BOZOK,SAPHA.34,ERGÜN CAN,İstanbul,1500,Sentetik,5 ve Yukarı Araplar,ŞARTLI 3/DHÖW /X-1,54 +2.00,F.KARAKURT AP,A.R.YILDIZ,5,35,1:42:63,"32,65",Yok
01/01/2022,2,4,DALBEYLER,5y a  a,HABERKAN,COMOGÖLÜ,VOLKAN YOZGATLI,İstanbul,1500,Sentetik,5 ve Yukarı Araplar,ŞARTLI 3/DHÖW /X-1,55 +0.90,M.KAYİŞ AP,M.ÖZTÜRK,7,45,1:42:97,"8,55",Yok
01/01/2022,2,5,OLSAR,5y a k,ONURKAAN,AYÜSTÜN,İLHAN GÜÇLÜ,İstanbul,1500,Sentetik,5 ve Yukarı Araplar,ŞARTLI 3/DHÖW /X-1,53 +2.00,M.AKIN AP,MAH.BAYKARA,6,44,1:43:22,"9,60",Yok
01/01/2022,2,6,MUZOBABA,5y k  a,BATURŞAH,ZEPKA,YENER GİRİŞKEN,İstanbul,1500,Sentetik,5 ve Yukarı Araplar,ŞARTLI 3/DHÖW /X-1,56 +2.00,M.KAYA,N.KÖÇKEN,8,72,1:43:50,"4,80",Yok
01/01/2022,2,7,LİZARDON,7y k  a,DEMİRKAZIK,TALYA,H.TARIK DİKENCİK,İstanbul,1500,Sentetik,5 ve Yukarı Araplar,ŞARTLI 3/DHÖW /X-1,56,Y.E.YÜKSEL AP,M.ÖZGÜL,4,57,1:47:54,"14,10",Yok
01/01/2022,2,8,GÜZELLİK,5y d k,MURATAĞA,YAŞAGÜL,MEHMET ÇELİK,İstanbul,1500,Sentetik,5 ve Yukarı Araplar,ŞARTLI 3/DHÖW /X-1,54 +0.50,GÖK.BEKTAŞ,ŞÜK. ÇELİK,3,24,1:48:05,"44,85",Yok
01/01/2022,3,1,GRANDEUR,3y a  e,INSPECTOR,MOTHER OF DRAGONS,MURAT ÇİÇEK,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,58,M.KAYA,V.YÜKSEL,7,0,1:13:36,"10,65",%7.89(7)
01/01/2022,3,2,MY KING KONG,3y d  e,LUXOR,FLASHING HARMONY,SEYİTHAN ÇİFTÇİ,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,58,H.ÇİZİK,EN.KARATAŞ,4,0,1:13:77,"3,90",%12.84(3)
01/01/2022,3,3,GÜNEŞIŞIĞI,3y d  e,SMART ROBIN (JPN),PRINCESS FATIMA (IRE),BARIŞ DURDAĞ,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,59,G.ÖZÇELİK AP,E.KARAKAZAN,2,34,1:14:05,"6,60",%11.88(4)
01/01/2022,3,4,KRAL ÇIPLAK,3y d  e,WIENER WALZER (GER),TADAWUL (USA),ÖZGÜR ÖZTÜRK,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,58,VEDAT ABİŞ,EN.KARATAŞ,6,35,1:14:06,"5,00",%16.16(2)
01/01/2022,3,5,BODACIOUS,3y a  e,EL CORREDOR (USA),DARGA,S.SIRRI ÖZCAN,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,58,MER.ÇELİK,SU.ÖZKAN,3,31,1:14:09,"9,15",%9.79(5)
01/01/2022,3,6,BRAVE QUEST,3y a  e,RED ROCKS (IRE),ISLAND QUEST (USA),GÜNSEN SOYUPAK,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,58,H.KARATAŞ,H.DEMİR,1,0,1:14:56,"2,20",%27.11(1)
01/01/2022,3,7,XANADU,3y d  e,TRIPLE BONUS,GREEN PENNY,CAN ÇAĞRI,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,58,M.HAMEDİ,E.EREN,8,30,1:14:87,"14,25",%8.38(6)
01/01/2022,3,8,NEW MELBOURNE,3y d  d,KANEKO,DRAMATIC SOLO (GB),M.KEREM ALKAN,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,52 +1.80,H.YOLAÇICI AP,H.BAĞDAN,9,28,1:14:97,"13,20",%5.01(8)
01/01/2022,3,9,OVER FLOWING,3y d  d,LILBOURNE LAD (IRE),TOKGÖZECE,DURAN KOÇAK,İstanbul,1200,Sentetik,3 Yaşlı İngilizler,Maiden,56,Ö.AHLAT,H.ARAN,5,24,1:15:27,"45,65",%0.93(9)
01/01/2022,4,1,BONUS,5y d k,BUSHRANGER (IRE),CELTIC DANCE (USA),CEMİL AKGÜL,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,58,VEDAT ABİŞ,H.ALTUNBAŞ,3,52,2:11:69,"4,20",%16.53(2)
01/01/2022,4,2,KOCAVEZİR,4y d  a,TOROK (IRE),EKINOKS CODE,BARIŞ GÖRGÜN,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,54,G.ÖZÇELİK AP,Ş.GÖKÇE,10,72,2:11:99,"7,30",%7.91(3)
01/01/2022,4,3,BLACK ROCK,4y d  a,PERFECT STORM,WAIMARIA (IRE),ELİF KAYA,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,60,M.KAYA,V.KARAKUŞ,5,65,2:12:29,"13,75",%8.94(6)
01/01/2022,4,4,AYBARS,7y d  a,EXPANSION (USA),OCEAN LADY,HALE EKMEKÇİ EMRE,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,57,A.ÇELİK,E.YABANABAT,7,83,2:12:40,"2,25",%27.24(1)
01/01/2022,4,5,FİLANDOZ,5y d  a,GRAND EKINOKS,EKINOKS CODE,BARIŞ GÖRGÜN,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,54 +1.10,M.AKIN AP,Ş.GÖKÇE,1,35,2:12:41,"7,30",%3.85(3)
01/01/2022,4,6,ANANIASHVILI,6y d k,TALIP HAN (IRE),MAHILA (IRE),GÖRKEM GEDİKOĞLU,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,55,A.ASLAN,S.ÇİFTÇİ,6,37,2:12:83,"29,95",%1.33(10)
01/01/2022,4,7,KANEKONUN OĞLU,5y a  a,KANEKO,GOLD BLOSSOM (IRE),MUSTAFA ŞİŞMAN,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,57,MER.ÇELİK,S.F.KARAGÖZ,9,88,2:13:73,"7,10",%11.09(4)
01/01/2022,4,8,MISS TONYA,5y d k,VICTORY GALLOP (CAN),SİNCAP KIZ,İBRAHİM KAVCI,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,55,M.HAMEDİ,A.ŞIVGIN,8,34,2:14:89,"52,40",%0.76(12)
01/01/2022,4,9,UÇANAT,5y a k,EL CORREDOR (USA),NERİS,İRFAN KILIÇ,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,55,GÖK.BEKTAŞ,Z.B.DURGUN,12,31,2:15:02,"20,75",%2.74(8)
01/01/2022,4,10,YELLOW LEGEND,5y a  a,DR FONG (USA),MARCATOBIANCA,VOLKAN YOZGATLI,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,59,M.KAYİŞ AP,M.ÖZTÜRK,4,75,2:15:13,"13,45",%6.18(7)
01/01/2022,4,11,ALY WINS,6y d  a,WIN RIVER WIN (USA),NIZALY (GB),YILDIRIM GELGİN,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,57,H.ÇİZİK,A.KÜÇÜKAKSOY,13,68,2:15:14,"6,30",%9.86(5)
01/01/2022,4,12,GOLDEN SHIP,6y k  a,SULTANS OF SWING,ANDALUCIA,CEM YURDAKUL,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,54 +0.50,Y.E.YÜKSEL AP,R.COŞKUN,2,28,2:19:79,"59,55",%0.46(13)
01/01/2022,4,13,PRENSES AYŞE,4y d k,NATIVE KHAN (FR),NASEEM SEA (IRE),AYŞE TORKAK,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,52 +2.00,D.KAYA AP,S.ÇİFTÇİ,14,50,2:20:23,"39,30",%1.85(9)
01/01/2022,4,14,CIAO CIAO CIAO,4y d k,NATIVE KHAN (FR),CARRIG GIRL (GB),GÜLSÜN TAŞKIRAN,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,53 +0.70,G.YILDIZ,C.TURAN,11,38,2:20:79,"41,65",%1.25(11)
01/01/2022,5,1,ALTIN SUYU,6y a k,TURBO,ALTINYAĞMUR,ALİ ÖZBAKIR,İstanbul,2000,Sentetik,4 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi /X-1,59,M.AKIN AP,A.ÖZBAKIR,4,66,2:19:47,"5,55",%15.17(2)
01/01/2022,5,2,PETEKKAN,6y k k,BERKSOY,SOYDAN,ORHAN KARAMAN,İstanbul,2000,Sentetik,4 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi /X-1,56,G.ÖZÇELİK AP,ŞÜK. ÇELİK,7,45,2:20:13,"4,85",%14.93(3)
01/01/2022,5,3,GÜLÇİN SULTAN,5y k k,ÖZHABER,MENCULE.53,ERDAL TURAN,İstanbul,2000,Sentetik,4 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi /X-1,61,Z.KARABULUT AP,M.U.TURAN,3,72,2:20:20,"12,65",%4.9(5)
01/01/2022,5,4,ÖNCÜPINAR,8y a k,KAIZBERT (RU),İHYA,NEJDET ÖZALP,İstanbul,2000,Sentetik,4 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi /X-1,59,M.KAYİŞ AP,E.USLU,10,92,2:20:67,"1,50",%46.27(1)
01/01/2022,5,5,DEMİRYILDIZ,6y k k,TOŞUR,NUR YILDIZI,İBRAHİM HALİL YILDIZ,İstanbul,2000,Sentetik,4 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi /X-1,59,H.ÇİZİK,OL. AKTÜRK,8,53,2:21:70,"4,95",%12.68(4)
01/01/2022,5,6,NOSSİ,6y k k,KAFKAS ŞAHI,NEŞECİK,ERKUL ÖCAL,İstanbul,2000,Sentetik,4 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi /X-1,59,MER.ÇELİK,E.D.ARUKAN,5,44,2:25:42,"25,50",%2.74(6)
01/01/2022,5,7,SÖĞÜTLÜ,5y k k,TAMERİNOĞLU,LALEZAR,AHMET AYDOĞDİ,İstanbul,2000,Sentetik,4 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi /X-1,57,H.ALTIN,S.AYDOĞDİ,9,27,2:26:19,"26,10",%1.33(7)
01/01/2022,5,8,LEYLA SULTANIM,4y k k,KAIZBERT (RU),DİNÇNAR,HAKKI GÜLAL,İstanbul,2000,Sentetik,4 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi /X-1,52 +1.70,H.YOLAÇICI AP,S.O.APAYDIN,1,33,2:31:53,"64,35",%0.52(9)
01/01/2022,5,9,GİZEMAVİ,6y a k,TURBO,BİRSENLİ,SAMİ KANDİL,İstanbul,2000,Sentetik,4 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi /X-1,55,D.KAYA AP,E.ÇUKURKAŞ,2,23,2:38:53,"53,40",%0.64(8)
01/01/2022,5,10,ESENNUR,5y k k,SONALP,BENİL,ADNAN GELEN,İstanbul,2000,Sentetik,4 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi /X-1,55,H.YOLAÇICI AP,M.SOYKUVVET,6,71,0:00.00,0,%0.81(10)
01/01/2022,6,1,WINTER SUNSHINE,3y a  d,PRACTICAL JOKE (USA),RHINESHARK (USA),GÜNSEN SOYUPAK,İstanbul,1300,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi /X,58,H.KARATAŞ,H.DEMİR,3,46,1:18:93,"2,95",%28.83(2)
01/01/2022,6,2,BONNY BOMB,3y d  d,HAKEEM (USA),SAN VICENTE,GÜLNUR GÜLERCE,İstanbul,1300,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi /X,58,A.ÇELİK,SED.DEMİRAL,1,46,1:19:16,"2,00",%29.88(1)
01/01/2022,6,3,MAGGY HAWK,3y a  d,SIDNEY`S CANDY (USA),SHINING GOLD,ÖZGÜR DEMİR,İstanbul,1300,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi /X,58,H.ÇİZİK,MAH.BAYKARA,7,46,1:19:67,"2,90",%22.99(3)
01/01/2022,6,4,SABINE,3y d  d,NEARLY GREEN,MANICOURT,UMUR ÖZARAR,İstanbul,1300,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi /X,58,T.ALICI,ORK. ÖZELCANAT,4,39,1:19:68,"39,15",%1.47(6)
01/01/2022,6,5,PELE AND DIDO,3y k  d,WIENER WALZER (GER),AMAYA,GÜROL ULUDAĞ,İstanbul,1300,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi /X,58,A.ASLAN,Y.DEMİRKIRAN,2,42,1:19:72,"7,35",%11.3(4)
01/01/2022,6,6,PRENSES DALAKA,3y d  d,APPROVE (IRE),FINE GOLD,FAHRİ BAYER,İstanbul,1300,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi /X,57,M.KAYİŞ AP,H.GÖNÜLTAŞ,5,49,1:20:57,"13,80",%4.73(5)
01/01/2022,6,7,TYCHE,3y d  d,RED GIANT (USA),STARLIT,ZERRİN SARAÇOĞLU,İstanbul,1300,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi /X,55,GÖK.BEKTAŞ,AYDIN ALÇİÇEK,6,0,1:23:21,"54,00",%0.8(7)
01/01/2022,7,1,SARIYERLİ,4y k  a,KAIZBERT (RU),AYDINGÜZELİ,SEVİNÇ ÖZMEN,İstanbul,1400,Sentetik,4 Yaşlı Araplar,ŞARTLI 4/DHÖW /X,58,H.KARATAŞ,İBR.C.ERŞAKAR,2,61,1:34:36,"2,30",%34.13(1)
01/01/2022,7,2,SADEKAR,4y a  a,KAIZBERT (RU),REFİGÜL,MEHMET ÇELİK,İstanbul,1400,Sentetik,4 Yaşlı Araplar,ŞARTLI 4/DHÖW /X,61,M.KAYA,E.KOCA,1,55,1:34:44,"3,00",%24.54(2)
01/01/2022,7,3,İLK PARILTI,4y d  a,KURTEL,TEKKALE,MAHİR LAHAM,İstanbul,1400,Sentetik,4 Yaşlı Araplar,ŞARTLI 4/DHÖW /X,58,H.ÇİZİK,Y.ARHIM,6,49,1:35:00,"4,00",%12.72(4)
01/01/2022,7,4,AFŞAR,4y a  a,AYABAKAN,İLK KIZ,ABDULVAHAP GÜNEŞ,İstanbul,1400,Sentetik,4 Yaşlı Araplar,ŞARTLI 4/DHÖW /X,58,A.ASLAN,Y.DEMİRKIRAN,5,47,1:35:20,"4,05",%17.7(3)
01/01/2022,7,5,UZUN MEHMET,4y k  a,TURBO,ZİLLİ PINAR,LÜTFİ TURAN,İstanbul,1400,Sentetik,4 Yaşlı Araplar,ŞARTLI 4/DHÖW /X,58,VEDAT ABİŞ,ŞÜK. ÇELİK,4,46,1:35:20,"9,35",%6.41(5)
01/01/2022,7,6,GÜLDAĞI,4y k  a,GOBAKBEY,BONCUKTAY,MAHİR LAHAM,İstanbul,1400,Sentetik,4 Yaşlı Araplar,ŞARTLI 4/DHÖW /X,54,G.ÖZÇELİK AP,Y.ARHIM,8,39,1:37:18,"4,00",%1.02(4)
01/01/2022,7,7,KARACALAR,4y k  a,AĞA KARACA,CEYLANKIZ,ŞAHNUR KARACA,İstanbul,1400,Sentetik,4 Yaşlı Araplar,ŞARTLI 4/DHÖW /X,58,GÖK.BEKTAŞ,M.ACAR,3,38,1:38:37,"27,55",%1.57(7)
01/01/2022,7,8,GÜLALLAR,4y a  a,TURBO,BÜTÜNKIZ,HAKKI GÜLAL,İstanbul,1400,Sentetik,4 Yaşlı Araplar,ŞARTLI 4/DHÖW /X,58,MER.ÇELİK,S.O.APAYDIN,7,38,1:52:02,"27,15",%1.91(6)
01/01/2022,8,1,SAETTA,5y d k,KANEKO,POLENTE,SELMAN ERDEMİRCİ,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,57,M.KAYİŞ AP,M.ERKUŞ,3,83,1:24:13,"4,80",%11.09(3)
01/01/2022,8,2,MINDHUNTER,5y d k,SCARFACE,ACOUSTIC,KEMAL KURT,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,55 +0.20,H.KARATAŞ,A.KÜÇÜKAKSOY,12,83,1:24:63,"2,00",%39.13(1)
01/01/2022,8,3,ALWAYS LUCKY,5y d k,INVINCIBLE SON (IRE),ALWAYS THE FIRST,AYTUĞ ATALAY,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,61,GÖK.BEKTAŞ,H.DEMİR,6,87,1:24:65,"12,25",%11.65(2)
01/01/2022,8,4,MISS DEFNE,4y d k,WIENER WALZER (GER),FABULOUS FINISH (USA),YÜKSEL GÖKTÜRK,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,56,VEDAT ABİŞ,İ.KARADAĞ,9,48,1:24:68,"4,75",%10.59(4)
01/01/2022,8,5,A FINE DAY TO FLY,4y k k,CLODOVIL (IRE),HOLAMO (USA),ÇİĞDEM ÇELİK,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,58,H.ÇİZİK,A.ŞIVGIN,8,49,1:24:77,"23,25",%2.6(9)
01/01/2022,8,6,PRENSES ZÜLAL,4y d k,TOROK (IRE),CANPARE,MURAT BAYAR,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,54 +1.00,MER.ÇELİK,SU.ÖZKAN,2,51,1:25:14,"14,75",%3.21(8)
01/01/2022,8,7,MISS EVGENIYA,4y d k,RED GIANT (USA),DREAM KEEPER (IRE),OZAN BİNGÖL YURTSEVER,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,60,M.KAYA,S.KAYMAKLI,7,48,1:25:24,"13,35",%6.45(5)
01/01/2022,8,8,LAST HOPE,4y a k,CAPTAIN RIO (GB),ATIPHA,ERSİN IŞIKLI,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,50 +0.90,C.PASO AP,M.ÖZTÜRK,4,59,1:25:33,"59,70",%0.91(13)
01/01/2022,8,9,HEVA,5y k k,HAKEEM (USA),ROKOKO,CAVANŞİR MEHMETOĞLU,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,60,G.ÖZÇELİK AP,M.H.ESİN,11,64,1:25:54,"18,80",%3.73(7)
01/01/2022,8,10,DIRECT WIN,6y d k,CHURCH PICTURES (GB),UĞURUM,YASEMİN TURAKTEKİN,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,54 +0.60,D.KAYA AP,H.ŞİMŞEK,1,58,1:25:99,"37,95",%1.5(12)
01/01/2022,8,11,LADY OF PARTHENIA,5y d k,KANEKO,GOLDEN NIGHT,MEHMET ALTIN,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,53 +0.80,F.ARSLAN AP,E.KOCA,14,63,1:26:60,"18,65",%2.54(10)
01/01/2022,8,12,LADY CURRY,4y d k,LUXOR,LAUD (USA),MEHMET EMRE HADİOĞLU,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,54 +1.10,M.AKIN AP,A.KÜÇÜKAKSOY,5,0,1:26:61,"97,90",%0.35(15)
01/01/2022,8,13,LUST FOR LIFE,4y d k,VICTORY GALLOP (CAN),FLOWER MARKET (USA),VEYSEL KAHRAMAN,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,54 +0.30,D.YILDIZ,ORK. ÖZELCANAT,15,36,1:27:55,"17,75",%4.02(6)
01/01/2022,8,14,REDAMANCY,4y a k,APPROVE (IRE),NURMAHAL,SERDAR PEKİN,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,54,A.ASLAN,EN.KARATAŞ,10,69,0:00.00,"42,95",%1.61(11)
01/01/2022,8,15,KÜŞNE,4y d k,CAPTAIN RIO (GB),AMARELISE,UTKU KELEŞOĞLU,İstanbul,1400,Sentetik,4 ve Yukarı İngilizler,ŞARTLI 4/Dişi /X-1,54,S.AKBULAT AP,Ş.GÖKÇE,13,36,0:00.00,"69,40",%0.63(14)
01/02/2023,1,1,TORHAN TAY,4y a  a,TURBO,NECİBE,FERHAN GÖKTÜRK,İstanbul,1200,Sentetik,4 Yaşlı Araplar,ŞARTLI 5/DHÖ,55,Ö.YILDIRIM,H.BOYRAZ,2,61,1:19:95,"1,85",Yok
01/02/2023,1,2,NAİFOĞLUM,4y k  a,UÇANOĞLU,MUNGAN,ERHAN SÖĞÜT,İstanbul,1200,Sentetik,4 Yaşlı Araplar,ŞARTLI 5/DHÖ,54 +2.00,A.KURŞUN,A.R.YILDIZ,6,61,1:19:99,"2,15",Yok
01/02/2023,1,3,AKGOBAK,4y k  a,YAŞARCIK,SÜHEYLA,RUHAT SOL,İstanbul,1200,Sentetik,4 Yaşlı Araplar,ŞARTLI 5/DHÖ,54,G.ÖZÇELİK,R.TURAN,3,50,1:21:18,"4,25",Yok
01/02/2023,1,4,MAVİ SAKAL,4y k  a,HABERBATUR,DİLRUBA SULTAN,SUAT YILMAZ,İstanbul,1200,Sentetik,4 Yaşlı Araplar,ŞARTLI 5/DHÖ,54,GÖK.BEKTAŞ,E.ÇUKURKAŞ,5,37,1:21:27,"20,95",Yok
01/02/2023,1,5,ULUDORUK,4y k  a,AYABAKAN,TUTUNAN,HAKAN KANDİL,İstanbul,1200,Sentetik,4 Yaşlı Araplar,ŞARTLI 5/DHÖ,52 +0.80,BERK.GÖKÇE AP,T.BİRİCİK,4,67,1:22:10,"6,15",Yok
01/02/2023,1,6,DORUĞUN AYAZI,4y k  a,TURBO,GUBSE,HAKAN KANDİL,İstanbul,1200,Sentetik,4 Yaşlı Araplar,ŞARTLI 5/DHÖ,54 +2.00,U.KICI AP,T.BİRİCİK,1,36,1:24:97,"6,15",Yok
01/02/2023,2,1,AMBARGO,5y k  a,GENERAL QUARTERS (USA),ANAFARTALIM,HARİKA GİDER,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,Handikap 15 /H1,60,E.ÇİZİK AP,E.ERCAN,8,61,2:14:19,"6,70",%11.72(3)
01/02/2023,2,2,THE GLOVE,4y d  a,DAI JIN (GB),MHYSA,İSMAİL HADİOĞLU,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,Handikap 15 /H1,50 +2.00,BERK.GÖKÇE AP,A.KÜÇÜKAKSOY,5,35,2:14:21,"15,20",%4.81(6)
01/02/2023,2,3,ASLAN LUİGİ,4y d  a,SCARFACE,CIRIPAHA (USA),KEMAL KURT,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,Handikap 15 /H1,"60,5",H.KARATAŞ,M.AYDOĞDİ,7,60,2:14:42,"3,15",%42.15(1)
01/02/2023,2,4,PAYİDAR,4y d  a,SMART ROBIN (JPN),AMAZING GRACE,EMRE KİSBU,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,Handikap 15 /H1,"56,5 +0.10",D.KAYA,M.ÖZ,6,52,2:14:55,"6,85",%8.73(4)
01/02/2023,2,5,SİLİSTRE,4y k  a,NATIVE KHAN (FR),SWEET BREW,LEVENT SARIKAYA,İstanbul,2100,Sentetik,4 ve Yukarı İngilizler,Handikap 15 /H1,"56,5",G.ÖZÇELİK,T.ŞİT,3,52,2:14:60,"2,50",%17.78(2)
