Tarih,Koşu no,Sıralama,At İsmi,Yaşı,Orijin Baba,Orijin Anne,Sahip,İl,Mesafe,Pist Tipi,Grup,Klasifikasyon,Taşıdığı Ağırlık,Jokey,Antrenör,Kulvar,Handikap Puanı,Derece,Ganyan,AGF
08/10/2022,1,8,NUCLEUS,2y d  d,PAPA CLEM (USA),FIRSTMOON,ENGİN ATEŞLER,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,55 +0.90,H.ŞİMŞEK,B.ÇAKUS,8,24,1:20:34,"19,00",%3.2(7)
08/10/2022,1,9,MIDNIGHTY,2y k  d,GENERAL QUARTERS (USA),DANCING COCO (IRE),OĞUZ DAĞLAROĞLU,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,55 +0.80,GÖKH.GÖKÇE,T.TEMİZER,12,0,1:20:57,"14,60",%3.33(6)
08/10/2022,1,10,KAFKAS GÜCÜ,2y d  d,YILDIRIMBEY,ZUZUNAZ,BURHAN ŞEN,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,55 +2.00,M.BAYDAN,B.ÖZGÜR,3,0,1:20:84,"58,70",%0.76(11)
08/10/2022,1,11,ELLA ON DUTY,2y a  d,DUTYFREE,BELLA AMIGA,ALP Ş. EVCİMEN,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,55 +1.10,M.GÖNÜLTAŞ,C.ŞAMLI,11,16,1:22:38,"54,25",%0.79(10)
08/10/2022,1,12,TÜRE BEY,2y d  e,TOCCET (USA),PHOENIX,YALÇIN TÜRE,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,53 +0.90,O.KIZILDAŞ AP,At Sahibi,10,0,1:23:93,"48,60",%0.86(9)
08/10/2022,1,13,KING RAMCHO,2y d  e,HAKEEM (USA),RUN FOR VICTORY,CÜNEYT İŞÇİ,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,57,M.KAYA,R.AYDOĞAN,6,0,0:00.00,0,%0.85(12)
08/10/2022,2,1,OYAMER,4y a k,KUTLU ER,OYAM,FATMA NİLGÜN KUTLU,İzmir,2100,Kum,4 ve Yukarı Araplar,Handikap 15/DHÖW /H2,54 +1.00,N.AVCİ,M.MEHMET İNAL,8,39,2:33:97,"5,35",%14.39(3)
08/10/2022,2,2,CİHANIN GÜLÜ,5y k k,ÖZGÜNHAN,CİHANAY,KAYA KAYA,İzmir,2100,Kum,4 ve Yukarı Araplar,Handikap 15/DHÖW /H2,"56,5 +1.40",M.KAYA,M.ALİ KAYA,6,39,2:34:95,"4,35",%16.33(2)
08/10/2022,2,3,YALGINAY,4y k  a,SARRAF,SEVDAÇİÇEĞİ,ERDEM KÖZLEME,İzmir,2100,Kum,4 ve Yukarı Araplar,Handikap 15/DHÖW /H2,50 +1.00,D.PALAUR,HAL.KAYA,10,12,2:34:96,"42,35",%0.94(10)
08/10/2022,2,4,RÜZGAR SESİ,4y a  a,ARASLI,HAMDE.53,CEMAL YILDIZ,İzmir,2100,Kum,4 ve Yukarı Araplar,Handikap 15/DHÖW /H2,"53,5 +1.40",MER.ÇELİK,S.BAYDAN,2,38,2:35:67,"7,45",%10.96(5)
08/10/2022,2,5,YİĞİTOĞLUM,5y a  a,KAIZBERT (RU),BOSNALI,ENGİN TEPE,İzmir,2100,Kum,4 ve Yukarı Araplar,Handikap 15/DHÖW /H2,62,E.AKTUĞ AP,C.ARPEK,1,52,2:35:79,"5,60",%11.64(4)
08/10/2022,2,6,ERTAHA,5y a  a,ALTAHA,MAVİ GÖL,ÇETİN ÖZDİL,İzmir,2100,Kum,4 ve Yukarı Araplar,Handikap 15/DHÖW /H2,"55,5",G.ÖZÇELİK,M.GÜDÜCÜ,5,37,2:42:11,"14,85",%5.31(8)
08/10/2022,2,7,HASAN,5y a  a,ORÇUN,IŞIKSAÇAN,İSMET ARSLANCA,İzmir,2100,Kum,4 ve Yukarı Araplar,Handikap 15/DHÖW /H2,61,M.M.BİLGİN,T.TEMİZER,9,48,2:43:28,"5,75",%8.4(7)
08/10/2022,2,8,SALİH DAYI,5y a  a,UÇANOĞLU,SİNİ GÜZELİ,İSMET ÇİFTÇİ,İzmir,2100,Kum,4 ve Yukarı Araplar,Handikap 15/DHÖW /H2,52,C.PASO AP,M.TAMER,7,34,2:43:30,"2,65",%20.05(1)
08/10/2022,2,9,NİGARINOĞLU,4y a  a,EFSANETAY,GONCA NİGAR,FERİT MENGİ,İzmir,2100,Kum,4 ve Yukarı Araplar,Handikap 15/DHÖW /H2,"50,5 +2.00",A.C.DAĞDEVİREN,HAL.KAYA,3,32,2:44:75,"45,80",%1.36(9)
08/10/2022,2,10,ULUBEYİ,6y k  a,SERDARHAN,ALIRMAK,CAVİDAN KAYA ÖZASLAN,İzmir,2100,Kum,4 ve Yukarı Araplar,Handikap 15/DHÖW /H2,"59,5",C.ALTUN AP,M.ALİ KAYA,4,51,2:46:02,"6,50",%10.61(6)
08/10/2022,3,1,ARİFCAN,4y a  a,KURTEL,ALMİMRUHİYE.25,ERDEM BEKMEZCİ,İzmir,1900,Kum,4 Yaşlı Araplar,KV-6/DHÖW,60,G.ÖZÇELİK,Y.YILDIZ,8,65,2:18:45,"4,65",%13.28(3)
08/10/2022,3,2,DİRLİK,4y a  a,ÖZHABER,ÇALIÇİÇEĞİ,MEHMET ALİ AKDAĞ,İzmir,1900,Kum,4 Yaşlı Araplar,KV-6/DHÖW,56,M.M.BİLGİN,H.DURMUŞ,5,53,2:19:12,"4,90",%13.67(2)
08/10/2022,3,3,NALDÖKENLİ,4y a  a,KAIZBERT (RU),FOSFOR,MEHMET ARICI,İzmir,1900,Kum,4 Yaşlı Araplar,KV-6/DHÖW,60,K.TOKAÇOĞLU,O.TAŞDEMİR,2,84,2:19:16,"1,15",%57.86(1)
08/10/2022,3,4,SERKANINOĞLU,4y a  a,DELİCİHAN,ÖZMENCULE,HASAN M. ATİK,İzmir,1900,Kum,4 Yaşlı Araplar,KV-6/DHÖW,60,M.BAYDAN,MEH.KAYA,7,73,2:22:24,"20,25",%2.61(6)
08/10/2022,3,5,GÜNEŞKRAL,4y k  a,TAMERİNOĞLU,CİLVEGÖZLÜ,NAZENİN SERFİCELİ,İzmir,1900,Kum,4 Yaşlı Araplar,KV-6/DHÖW,55 +1.00,F.KABADAYI AP,F.ÇELTİK,4,49,2:22:89,"10,10",%6.79(4)
08/10/2022,3,6,CEZMİCAN,4y k  a,BATURŞAH,SONGÜLCAN,SÜLEYMAN ATİK,İzmir,1900,Kum,4 Yaşlı Araplar,KV-6/DHÖW,55 +0.10,MER.ÇELİK,MEH.KAYA,3,49,2:24:18,"19,55",%3.1(5)
08/10/2022,3,7,MİKSER,4y k  g,TURBO,CAN ZEHRA,MEHMET BİRDEN,İzmir,1900,Kum,4 Yaşlı Araplar,KV-6/DHÖW,54 +1.60,B.M.MIRIK,MEH.KAYA,1,35,2:27:13,"22,35",%2.24(7)
08/10/2022,3,8,BİLGEKRAL,4y k  a,BALIKHAN,COŞKUNKIZ,MURAT ÖZENÇ,İzmir,1900,Kum,4 Yaşlı Araplar,KV-6/DHÖW,54,İ.S.SÖĞÜT AP,Ü.AYBOĞA,6,11,2:38:51,"55,90",%0.44(8)
08/10/2022,4,1,UÇANCEREN,3y k  d,BOZYİĞİT,CEREN SULTAN,CEMAL YILDIZ,İzmir,1200,Çim,3 Yaşlı Araplar,ŞARTLI 3/DHÖW,58,M.KAYA,F.TURAN,3,43,1:19:12,"4,15",%14.52(3)  %14.51(3)
08/10/2022,4,2,ARZU,3y a  d,ULUER,ATEŞ KUŞU,NANCY KİBAR,İzmir,1200,Çim,3 Yaşlı Araplar,ŞARTLI 3/DHÖW,54,C.ALTUN AP,Ş.ÇELİK,4,44,1:19:13,"2,55",%22.16(1)  %22.68(1)
08/10/2022,4,3,ALTIN ŞİMŞEK,3y k  e,ŞİMŞEĞİNOĞLU,NAZLI GELİN,MİKAİL ALTIN,İzmir,1200,Çim,3 Yaşlı Araplar,ŞARTLI 3/DHÖW,58,E.AKTUĞ AP,M.YAPAROĞLU,9,40,1:19:24,"3,35",%17.83(2)  %18.28(2)
08/10/2022,4,4,AHİRDAĞ,3y a  d,GELİBOLU,BERİKAKIZ,LÜTFİ SABANCI,İzmir,1200,Çim,3 Yaşlı Araplar,ŞARTLI 3/DHÖW,58,B.M.MIRIK,M.TAMER,6,39,1:19:35,"14,35",%3.14(9)  %2.91(9)
08/10/2022,4,5,DAĞBEYİ,3y a  e,BAHARŞAH,HIZLISOY,ABDULLAH AKKUŞ,İzmir,1200,Çim,3 Yaşlı Araplar,ŞARTLI 3/DHÖW,57,M.M.BİLGİN,At Sahibi Vekili,11,37,1:19:45,"11,55",%4(8)  %4.39(7)
08/10/2022,4,6,HIZLI PINAR,3y k  d,DEMİRDÖVEN,HAZAL TAY,ZEHRA BAYDAN,İzmir,1200,Çim,3 Yaşlı Araplar,ŞARTLI 3/DHÖW,58,H.ŞİMŞEK,S.O.APAYDIN,10,39,1:19:70,"43,80",%1.86(12)  %1.86(12)
08/10/2022,4,7,FERHATHAN,3y k  e,HABERKAN,DAMLANUR,AYSEL BAYDAN,İzmir,1200,Çim,3 Yaşlı Araplar,ŞARTLI 3/DHÖW,60,M.BAYDAN,M.YAPAROĞLU,12,37,1:20:02,"19,20",%4.53(7)  %4.26(8)
08/10/2022,4,8,MİRİ MİRAN,3y a  e,PALA DAYI,PARLAKYILDIZ,MUSTAFA AMAÇ,İzmir,1200,Çim,3 Yaşlı Araplar,ŞARTLI 3/DHÖW,57,MUH.OK AP,FAH.CEYLAN,2,34,1:20:19,"28,50",%2.87(10)  %2.77(11)
08/10/2022,4,9,SERBORAN,3y d  e,BATTAL,UMUDUN RENGİ,KAYA KAYA,İzmir,1200,Çim,3 Yaşlı Araplar,ŞARTLI 3/DHÖW,56,C.PASO AP,M.ALİ KAYA,8,37,1:20:77,"11,35",%8.16(5)  %8.1(5)
08/10/2022,4,10,EYUP HAN,3y a  d,KAIZBERT (RU),UÇANİDİL,EBUL KASIM AVCI,İzmir,1200,Çim,3 Yaşlı Araplar,ŞARTLI 3/DHÖW,55,A.C.DAĞDEVİREN,Z.TURĞUL,7,41,1:20:94,"6,80",%12.38(4)  %11.85(4)
08/10/2022,4,11,AKSU NEHİR,3y a  d,ÖZDURAN,AKSU,İBRAHİM HALİL ASLAN,İzmir,1200,Çim,3 Yaşlı Araplar,ŞARTLI 3/DHÖW,58,MER.ÇELİK,HAKAN ASLAN,5,40,1:21:38,"13,35",%5.83(6)  %5.49(6)
08/10/2022,4,12,DİMAS,3y d  e,YÜREKKAYA,BASEERAH (GB),CELAL DEMİR,İzmir,1200,Çim,3 Yaşlı Araplar,ŞARTLI 3/DHÖW,57 +0.10,A.KÜRÜNDÜK,MEH.KAYA,1,39,1:21:88,"26,10",%2.71(11)  %2.89(10)
08/10/2022,5,1,SHINE AWAY,3y d  d,INVINCIBLE SON (IRE),NAZLUŞ,DENİZ KURTEL,İzmir,1800,Çim,3 Yaşlı İngilizler,ŞARTLI 19,58,N.AVCİ,A.A.ZÜMBÜLLER,1,38,1:52:57,"3,70",%20.57(2)  %18.78(2)
08/10/2022,5,2,BAYAN MAHUR,3y d  d,SMART ROBIN (JPN),SALİHLİ GÜZELİ,İZZET ÖZEN,İzmir,1800,Çim,3 Yaşlı İngilizler,ŞARTLI 19,56 +0.70,M.AKIN AP,HAL.KAYA,5,34,1:53:10,"8,50",%11.6(3)  %11.6(4)
08/10/2022,5,3,MAHSUMZADE,3y d  e,LITTLE GANGSTER,JACQUELINY,SEVİM KARACA,İzmir,1800,Çim,3 Yaşlı İngilizler,ŞARTLI 19,54,C.ALTUN AP,MEH.KAYA,2,29,1:53:33,"9,40",%7.56(7)  %7.76(7)
08/10/2022,5,4,REAL FORCE,3y a  e,INVINCIBLE SON (IRE),ECHO RIDGE (IRE),CEMAL TURAN,İzmir,1800,Çim,3 Yaşlı İngilizler,ŞARTLI 19,56,M.M.BİLGİN,M.YAPAROĞLU,12,30,1:53:42,"4,30",%11.08(4)  %13.61(3)
08/10/2022,5,5,BIG WINNER,3y d  e,PAPA CLEM (USA),HIBISCUS QUEEN (IRE),M.SELİM GÜLEŞEN,İzmir,1800,Çim,3 Yaşlı İngilizler,ŞARTLI 19,59,MUH.OK AP,T.TEMİZER,9,36,1:53:53,"2,15",%4.46(1)  %4.18(1)
08/10/2022,5,6,FRANCİENE,3y a  d,THREE VALLEYS (USA),QUEEN OF ES ES,CİHAN EMİL,İzmir,1800,Çim,3 Yaşlı İngilizler,ŞARTLI 19,54 +0.70,A.KÜRÜNDÜK,B.TOPCU,6,28,1:53:61,"12,95",%7.62(6)  %8.05(6)
08/10/2022,5,7,BAŞ HÜKÜMDAR,3y k  g,KING ALP (USA),SILVER GLEAM,FATMA TAMER,İzmir,1800,Çim,3 Yaşlı İngilizler,ŞARTLI 19,55,C.PASO AP,M.TAMER,7,34,1:53:93,"9,30",%8.97(5)  %9.31(5)
08/10/2022,5,8,POSSIBILITY,3y d  d,MENDIP (USA),LA REYNA,M.SELİM GÜLEŞEN,İzmir,1800,Çim,3 Yaşlı İngilizler,ŞARTLI 19,56,GÖKH.GÖKÇE,T.TEMİZER,10,32,1:53:94,"2,15",%21.25(1)  %18.48(1)
08/10/2022,5,9,MERRY LEGS,3y d  d,LION HEART (USA),GÜLER YÜZLÜM,İLKER İYİKOL,İzmir,1800,Çim,3 Yaşlı İngilizler,ŞARTLI 19,56,A.ALPAGUT,Ö.GÖKÇE,3,27,1:54:48,"19,60",%1.86(9)  %2.23(9)
08/10/2022,5,10,MANDACAN,3y d  e,SMART ROBIN (JPN),MOLINARA,İSMAİL SOYDAN,İzmir,1800,Çim,3 Yaşlı İngilizler,ŞARTLI 19,58 +0.30,K.TOKAÇOĞLU,S.YUDUM,11,29,1:55:74,"15,00",%3.03(8)  %3.7(8)
08/10/2022,5,11,LOVE SHADOW,3y d  d,YILDIRIMBEY,LOVE SONG,OĞUZHAN TEKCAN,İzmir,1800,Çim,3 Yaşlı İngilizler,ŞARTLI 19,52 +0.50,E.KADİRLER AP,B.TOPCU,4,22,1:57:12,"32,30",%1.26(10)  %1.42(10)
08/10/2022,5,12,KARAGÜMRÜK,3y d  d,PAPA CLEM (USA),TULAMEEN (UAE),BERK PELENK,İzmir,1800,Çim,3 Yaşlı İngilizler,ŞARTLI 19,54 +0.10,ALP.OLUK AP,M.ZELYURT,8,0,0:00.00,"51,70",%0.74(11)  %0.89(11)
08/10/2022,6,1,SAETTA,5y d k,KANEKO,POLENTE,SELMAN ERDEMİRCİ,İzmir,1300,Çim,3 ve Yukarı İngilizler,KV-8,58,N.AVCİ,S.İŞLETİR,4,91,1:16:18,"3,95",%16.47(3)  %17(3)
08/10/2022,6,2,KARA MEHMET,6y d  a,KARABEYHAN (GB),REAL LOVE,SÜLEYMAN ATİK,İzmir,1300,Çim,3 ve Yukarı İngilizler,KV-8,60,MER.ÇELİK,MEH.KAYA,7,89,1:16:35,"8,60",%6.55(5)  %7.75(5)
08/10/2022,6,3,FULL THROTTLE,5y d  a,MENDIP (USA),CURE NOTICE,ERGİN DEMİR,İzmir,1300,Çim,3 ve Yukarı İngilizler,KV-8,61,M.M.BİLGİN,MEH.KAYA,8,94,1:16:51,"2,15",%35.28(1)  %32.41(1)
08/10/2022,6,4,ÖZENGER,4y d  a,CAPTAIN RIO (GB),LIFE IS LIVE,ÖMER DERİN,İzmir,1300,Çim,3 ve Yukarı İngilizler,KV-8,60,B.M.MIRIK,A.ÖKSÜZLER,5,71,1:16:55,"27,10",%1.72(7)  %1.81(8)
08/10/2022,6,5,HARD FLOOD,5y d  a,HAKEEM (USA),FEVZUŞ,ŞÜKRÜYE ADIŞEN,İzmir,1300,Çim,3 ve Yukarı İngilizler,KV-8,60,M.KAYA,Ş.ÖZDENİZ,1,90,1:16:86,"5,30",%10.72(4)  %11.52(4)
08/10/2022,6,6,BLUE THUNDER,5y d  a,VICTORY GALLOP (CAN),KUZGUN,ALİ ALAN,İzmir,1300,Çim,3 ve Yukarı İngilizler,KV-8,60,A.ALPAGUT,M.ZELYURT,3,67,1:17:17,"33,15",%1.63(8)  %2.02(7)
08/10/2022,6,7,OBRADA,7y a  g,LION HEART (USA),MAMMA MIA,HASAN AKBULUT,İzmir,1300,Çim,3 ve Yukarı İngilizler,KV-8,60,GÖKH.GÖKÇE,M.Y.AKKEYİK,2,92,1:18:32,"14,45",%3.16(6)  %3.8(6)
08/10/2022,6,8,PRINCESS KHAN,3y d  d,NATIVE KHAN (FR),VİNCERO,İSMAİL KARAMAN,İzmir,1300,Çim,3 ve Yukarı İngilizler,KV-8,"56,5",E.AKTUĞ AP,M.YAPAROĞLU,6,86,1:19:64,"2,55",%24.47(2)  %23.69(2)
08/10/2022,7,1,CANTALOUPE,2y d  d,PAPA CLEM (USA),LAİK KIZ,ONUR YETKİN,İzmir,1200,Çim,2 Yaşlı İngilizler,ŞARTLI 4/Dişi,53 +2.00,M.M.BİLGİN,Ş.ÖZDENİZ,1,0,1:11:90,"5,80",%10.28(4)
08/10/2022,7,2,MURİÇKA,2y d  d,SCARFACE,BÜYÜKANNE,YASİN MIZRAK,İzmir,1200,Çim,2 Yaşlı İngilizler,ŞARTLI 4/Dişi,54,C.PASO AP,B.ÇAKUS,2,40,1:12:39,"13,35",%5.07(5)
08/10/2022,7,3,BEULIEU,2y a  d,TRIPLE BONUS,CAPUCINO,NANCY KİBAR,İzmir,1200,Çim,2 Yaşlı İngilizler,ŞARTLI 4/Dişi,53 +0.10,C.ALTUN AP,Ş.ÇELİK,7,44,1:12:61,"1,65",%41.21(1)
08/10/2022,7,4,FLY TIFFANY,2y d  d,CAPTAIN RIO (GB),BABY TIFFANY,PELİN KAPOĞLU,İzmir,1200,Çim,2 Yaşlı İngilizler,ŞARTLI 4/Dişi,57,E.AKTUĞ AP,M.ZELYURT,5,39,1:12:89,"4,95",%14.94(3)
08/10/2022,7,5,YEĞENİM ELA,2y a  d,PACO BOY (IRE),PALM BEACH STORY (USA),KENAN ENGİN,İzmir,1200,Çim,2 Yaşlı İngilizler,ŞARTLI 4/Dişi,55,A.C.DAĞDEVİREN,A.ÖKSÜZLER,3,41,1:12:94,"2,70",%14.39(2)
08/10/2022,7,6,PAVLİÇENKO,2y a  d,CROSS FIRE,ASETON,YUSUF KÜREM,İzmir,1200,Çim,2 Yaşlı İngilizler,ŞARTLI 4/Dişi,57,A.KÜRÜNDÜK,Ü.AYBOĞA,4,39,1:13:24,"11,90",%3.85(6)
08/10/2022,7,7,BİSMİLLİ KEJE,2y d  d,LILBOURNE LAD (IRE),KUNOOZ (IRE),KENAN ENGİN,İzmir,1200,Çim,2 Yaşlı İngilizler,ŞARTLI 4/Dişi,55 +0.20,MER.ÇELİK,A.ÖKSÜZLER,6,37,1:14:01,"2,70",%8.22(2)
08/10/2022,7,8,FREE LUCKY,2y d  d,DUTYFREE,I WANT LUCK,ALP Ş. EVCİMEN,İzmir,1200,Çim,2 Yaşlı İngilizler,ŞARTLI 4/Dişi,55 +1.30,M.GÖNÜLTAŞ,C.ŞAMLI,8,38,1:16:88,"24,05",%2.03(7)
08/10/2022,8,1,MENAS,3y a  d,MENDIP (USA),JIGGLYPUFF,K.CEVAT DAYSAL,İzmir,1300,Çim,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,58,MER.ÇELİK,Ş.ÖZDENİZ,3,43,1:17:94,"8,10",%10.57(5)
08/10/2022,8,2,NARAYAMA,3y d  d,JIMMY CREED (USA),SIGHT READING (USA),MELİS KURTEL EMİN,İzmir,1300,Çim,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,58 +0.30,M.KAYA,B.GÜL,5,51,1:17:99,"2,85",%20.06(3)
08/10/2022,8,3,RAINBOW REALM,3y d  d,INVINCIBLE SON (IRE),MATILSU (USA),TUĞRUL GÜRE,İzmir,1300,Çim,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,55 +2.00,MUH.OK AP,MEH.KAYA,1,0,1:18:06,"65,65",%0.6(10)
08/10/2022,8,4,NATIVE GIFT,3y k  d,NATIVE KHAN (FR),GIFTED APAKAY (USA),V.İBRAHİM ARACI,İzmir,1300,Çim,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,58,GÖKH.GÖKÇE,M.KARAGÜNEY,4,40,1:18:17,"5,75",%12.97(4)
08/10/2022,8,5,RAIN FALL,3y d  d,SCARFACE,ADAMANT,AYHAN AKTAŞ,İzmir,1300,Çim,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,55 +0.40,M.M.BİLGİN,F.ATCI,6,43,1:18:21,"4,00",%22.46(2)
08/10/2022,8,6,FALLOW THE LEADER,3y d  d,TOROK (IRE),ASLAN MELEK,HÜSEYİN KOLSUZOĞLU,İzmir,1300,Çim,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,56,E.AKTUĞ AP,M.YAPAROĞLU,8,44,1:18:30,"2,00",%24.02(1)
08/10/2022,8,7,PRINCESS PARLA,3y a  d,CAPTAIN RIO (GB),MÜNEVVER HANIM,SERKAN AYDIN,İzmir,1300,Çim,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,53 +1.00,ALP.OLUK AP,M.ZELYURT,2,38,1:18:56,"22,20",%4.81(6)
08/10/2022,8,8,SÖNMEZ İREM,3y d  d,SCARFACE,BASHIR BIL ZAIN (GB),ENDER ÖZÜNÜSEVEN,İzmir,1300,Çim,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,52 +1.20,K.YILMAZ AP,FAH.CEYLAN,9,31,1:19:37,"77,40",%0.84(8)
08/10/2022,8,9,GOLDEN KOI,3y d  d,TIGHT END,CARPE KOI,CEMİL EJDER,İzmir,1300,Çim,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,56,A.C.DAĞDEVİREN,FAH.CEYLAN,10,36,1:20:46,"17,10",%3.03(7)
08/10/2022,8,10,BALIMBİR,3y d  d,KANEKO,LILY BOS,MURAT ÇELİK,İzmir,1300,Çim,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,55 +2.00,F.AVCI,HAL.KAYA,7,12,1:22:43,"43,75",%0.64(9)
08/10/2022,9,1,NO HARD,2y d  d,CORINTHIAN (USA),SNOOZY TIMES,A.SEDAT DANIŞOĞLU,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,53 +1.00,E.AKTUĞ AP,At Sahibi,12,0,1:15:64,"5,15",%9.74(3)
08/10/2022,9,2,MR LION,2y d  e,LION HEART (USA),SUHULET,ALİ HALHALLI,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,57 +0.70,M.KAYA,R.AYDOĞAN,6,0,1:16:33,"3,45",%20.92(2)
08/10/2022,9,3,ACAR TAY,2y d  e,KALİMDOR,BURANO KIZI,HASAN HÜSEYİN AYRANCI,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,54,C.PASO AP,M.TAMER,13,32,1:17:03,"6,20",%8.93(4)
08/10/2022,9,4,GLORY BOX,2y a  d,SIDNEY`S CANDY (USA),LADY YAREN,ALOŞ YILDIRIM,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,55 +1.20,M.GÖNÜLTAŞ,M.ÇAM,3,0,1:17:12,"28,25",%1.69(9)
08/10/2022,9,5,KING KONG,2y a  e,KULOĞLU,GREEN MAGIC,C.BURAK SALTABAŞ,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,57,B.M.MIRIK,M.ZELYURT,5,0,1:17:79,"11,80",%4.44(5)
08/10/2022,9,6,NEW COMER,2y k  e,GENERAL QUARTERS (USA),HOŞSEDA,TAYRAL TUTUMLU,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,57,MER.ÇELİK,Z.TURĞUL,1,0,1:17:82,"2,00",%40.9(1)
08/10/2022,9,7,SERT TUFAN,2y a  e,SPEEDY WOLF,HAKİME,ŞÜKRÜYE ADIŞEN,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,57,A.ALPAGUT,Ş.ÖZDENİZ,10,0,1:18:28,"30,55",%1.18(10)
08/10/2022,9,8,FOR MY SUN,2y a  e,CAPTAIN RIO (GB),JAKLIN,ETHEM FİLİZDAYILAR,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,57 +0.50,F.AVCI,Ş.ÖZDENİZ,7,0,1:19:18,"11,25",%3.98(6)
08/10/2022,9,9,AKKAYA ATEŞİ,2y d  e,SCARFACE,SALİHLİ GÜZELİ,ASLAN SAVAŞAN,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,57,A.KÜRÜNDÜK,R.AYDOĞAN,11,0,1:19:57,"30,35",%2.29(8)
08/10/2022,9,10,VICTOR KİSİY,2y a  d,LION HEART (USA),LEATHER BAG,MEHMET SALİH APAYDIN,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,55 +0.60,GÖKH.GÖKÇE,MEH.KAYA,8,0,1:20:07,"16,50",%3.7(7)
08/10/2022,9,11,GREEN RED,2y d  e,SPEEDY WOLF,PANGEA,BURAK BALCI,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,57,A.C.DAĞDEVİREN,H.DURMUŞ,2,0,1:20:50,"31,70",%1.08(11)
08/10/2022,9,12,AFİLLİ KIZ,2y d  d,FAST STARS LINE,MONTECATINI,UĞUR DEMİREL,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,55 +1.20,H.ŞİMŞEK,İ.E.YILMAZ,4,0,1:23:44,"44,10",%0.59(12)
08/10/2022,9,13,MERLİN MORLİN,2y d  d,ES ES RUNNER,KARA MAMBA,HALİL ASLAN,İzmir,1200,Kum,2 Yaşlı İngilizler,Maiden,51 +0.40,M.UYAR AP,HAKAN ASLAN,9,0,1:41:45,"82,15",%0.54(13)
08/12/2022,1,1,SÜPER BABA,6y d  a,DERVİŞ AĞA,SAADA ONE (IRE),SABAHATTİN YAVUZ,İzmir,1200,Kum,3 ve Yukarı İngilizler,Handikap 16 /H1,"52,5 +0.20",O.YILDIZ,MEH.KAYA,5,49,1:14:58,"5,20",Yok
08/12/2022,1,2,MASTER CHEF,4y d  a,MENDIP (USA),JUBILEE TREAT (USA),RESUL AYDOĞAN,İzmir,1200,Kum,3 ve Yukarı İngilizler,Handikap 16 /H1,"56,5 +0.10",M.M.BİLGİN,R.AYDOĞAN,4,57,1:14:90,"3,40",Yok
08/12/2022,1,3,FALLOW THE LEADER,3y d  d,TOROK (IRE),ASLAN MELEK,HÜSEYİN KOLSUZOĞLU,İzmir,1200,Kum,3 ve Yukarı İngilizler,Handikap 16 /H1,52 +0.80,E.AKTUĞ,S.ŞAHYAZICI,3,50,1:15:07,"16,75",Yok
08/12/2022,1,4,FLASH PAST,4y d  a,HAKEEM (USA),WESTERNIZE (USA),ŞÜKRÜ ERDEM,İzmir,1200,Kum,3 ve Yukarı İngilizler,Handikap 16 /H1,"61,5",Ö.YILDIRIM,D.KAYA,6,67,1:16:73,"3,75",Yok
08/12/2022,1,5,ADA KIZI,3y d  d,TOCCET (USA),RIVER GLITTER,MUSTAFA ADALAR,İzmir,1200,Kum,3 ve Yukarı İngilizler,Handikap 16 /H1,62,A.YILDIZ AP,S.ŞAHYAZICI,1,72,1:17:18,"2,50",Yok
08/12/2022,1,6,BY NUSRET,4y d  a,TOCCET (USA),RIVER GLITTER,MUSTAFA ADALAR,İzmir,1200,Kum,3 ve Yukarı İngilizler,Handikap 16 /H1,"61,5",T.YILDIZ,S.ŞAHYAZICI,2,67,1:17:57,"2,50",Yok
