Tarih,Koşu no,Sıralama,At İsmi,Yaşı,Orijin Baba,Orijin Anne,Sahip,İl,Mesafe,Pist Tipi,Grup,Klasifikasyon,Taşıdığı Ağırlık,Jokey,Antrenör,Kulvar,Handikap Puanı,Derece,Ganyan,AGF
01/01/2023,1,1,MASTER STORM,3y d  d,TOCCET (USA),MASTER OF THE WIND,NAZENİN SERFİCELİ,İzmir,1400,Kum,3 Yaşlı İngilizler,ŞARTLI 3/Dişi /X,61,M.M.BİLGİN,F.ÇELTİK,5,51,1:27:80,"1,25",Yok
01/01/2023,1,2,MURİÇKA,3y d  d,SCARFACE,BÜYÜKANNE,YASİN MIZRAK,İzmir,1400,Kum,3 Yaşlı İngilizler,ŞARTLI 3/Dişi /X,58,C.PASO AP,B.ÇAKUS,2,43,1:28:92,"6,55",Yok
01/01/2023,1,3,CANTALOUPE,3y d  d,PAPA CLEM (USA),LAİK KIZ,ONUR YETKİN,İzmir,1400,Kum,3 Yaşlı İngilizler,ŞARTLI 3/Dişi /X,58,Ö.YILDIRIM,Ş.ÖZDENİZ,4,50,1:30:40,"2,60",Yok
01/01/2023,1,4,PAVLİÇENKO,3y a  d,CROSS FIRE,ASETON,YUSUF KÜREM,İzmir,1400,Kum,3 Yaşlı İngilizler,ŞARTLI 3/Dişi /X,54,İ.S.SÖĞÜT AP,Ü.AYBOĞA,3,39,1:30:68,"10,85",Yok
01/01/2023,1,5,ANGELINA,3y d  d,RUBICON,KISS ME,OSMAN TANER,İzmir,1400,Kum,3 Yaşlı İngilizler,ŞARTLI 3/Dişi /X,55,A.C.DAĞDEVİREN,S.ŞAHYAZICI,1,13,1:38:16,"37,60",Yok
01/01/2023,2,1,YANKIALP,4y d  a,FARUKİ,EDASEL,GÜVEN BAŞÇİVİ,İzmir,1400,Kum,4 Yaşlı Araplar,ŞARTLI 5/DHÖW,54 +2.00,M.M.BİLGİN,H.DURMUŞ,1,63,1:36:22,"4,70",Yok
01/01/2023,2,2,ÇAĞDAŞ ALAÇAT,4y k  a,JOKER,RUHŞAT,HALUK OĞUZ,İzmir,1400,Kum,4 Yaşlı Araplar,ŞARTLI 5/DHÖW,54 +1.20,GÖKH.GÖKÇE,FAH.CEYLAN,6,80,1:36:30,"1,10",Yok
01/01/2023,2,3,BİZİM,4y a  a,ALMAATA,SENSİN,HALİL ASLAN,İzmir,1400,Kum,4 Yaşlı Araplar,ŞARTLI 5/DHÖW,54,N.AVCİ,HAKAN ASLAN,4,47,1:36:46,"5,00",Yok
01/01/2023,2,4,BAYDOĞAN,4y k  a,DOĞANGÜN,SEVİLAY,İSMAİL ERDOĞAN,İzmir,1400,Kum,4 Yaşlı Araplar,ŞARTLI 5/DHÖW,56 +1.70,M.BAYDAN,FAH.CEYLAN,2,36,1:38:30,"30,75",Yok
01/01/2023,2,5,MİHRİM,4y k k,SULTAN DE FAUST (FR),YILMAZKAYA,İBRAHİM ATAK,İzmir,1400,Kum,4 Yaşlı Araplar,ŞARTLI 5/DHÖW,52 +2.00,B.M.MIRIK,Ü.AYBOĞA,3,36,1:39:56,"31,85",Yok
01/01/2023,2,6,TAŞKALP,4y k  a,UFUKBİR,ARZUHANIM,BERK PELENK,İzmir,1400,Kum,4 Yaşlı Araplar,ŞARTLI 5/DHÖW,52 +1.90,A.YILDIZ AP,R.YILDIZ,5,37,1:40:59,"12,10",Yok
01/01/2023,3,1,ASK THE LEGEND,3y d  e,PAPA CLEM (USA),PURE GRACE (USA),GÖRKEM GEDİKOĞLU,İzmir,1900,Kum,3 Yaşlı İngilizler,Handikap 14 /H2,60,N.AVCİ,M.ER,6,47,2:05:11,"1,60",%34.59(1)
01/01/2023,3,2,GLORY BOX,3y a  d,SIDNEY`S CANDY (USA),LADY YAREN,ALOŞ YILDIRIM,İzmir,1900,Kum,3 Yaşlı İngilizler,Handikap 14 /H2,57 +0.20,M.GÖNÜLTAŞ,M.ÇAM,3,41,2:05:53,"3,40",%18.57(2)
01/01/2023,3,3,ACAR TAY,3y d  e,KALİMDOR,BURANO KIZI,HASAN HÜSEYİN AYRANCI,İzmir,1900,Kum,3 Yaşlı İngilizler,Handikap 14 /H2,55,C.PASO AP,M.TAMER,5,39,2:05:78,"15,80",%6.12(7)
01/01/2023,3,4,AKKAYA ATEŞİ,3y d  e,SCARFACE,SALİHLİ GÜZELİ,ASLAN SAVAŞAN,İzmir,1900,Kum,3 Yaşlı İngilizler,Handikap 14 /H2,"52,5 +1.50",A.C.DAĞDEVİREN,R.AYDOĞAN,8,32,2:06:92,"35,15",%2.45(8)
01/01/2023,3,5,YEĞENİM ELA,3y a  d,PACO BOY (IRE),PALM BEACH STORY (USA),KENAN ENGİN,İzmir,1900,Kum,3 Yaşlı İngilizler,Handikap 14 /H2,"58,5",E.AKTUĞ,B.BOZBEY,7,44,2:07:16,"18,60",%6.13(6)
01/01/2023,3,6,RIDER ON THE RAIN,3y d  e,SCARFACE,INDIGO,KEMAL KURT,İzmir,1900,Kum,3 Yaşlı İngilizler,Handikap 14 /H2,"56,5",MER.ÇELİK,T.PELEN,2,40,2:07:36,"5,25",%12.57(3)
01/01/2023,3,7,BİSMİLLİ KEJE,3y d  d,LILBOURNE LAD (IRE),KUNOOZ (IRE),ÖZGÜR ÇİÇEK,İzmir,1900,Kum,3 Yaşlı İngilizler,Handikap 14 /H2,"55,5 +1.20",M.ÇİÇEK,B.BOZBEY,4,38,2:08:39,"7,50",%11.7(4)
01/01/2023,3,8,RED PEARL,3y d  d,SIDNEY`S CANDY (USA),FLEURINE,ENGİN ATEŞLER,İzmir,1900,Kum,3 Yaşlı İngilizler,Handikap 14 /H2,56 +0.20,M.M.BİLGİN,B.ÇAKUS,1,39,2:12:37,"17,95",%7.86(5)
01/01/2023,4,1,CEBEALP,4y a  a,ÖZGÜNHAN,SÜHUNET,ABDULLAH KILINÇ,İzmir,1600,Kum,4 Yaşlı Araplar,Maiden/DHÖW,58,Ö.YILDIRIM,V.AKBULUT,1,0,1:54:33,"1,75",%29(1)
01/01/2023,4,2,YALNIZAY,4y k  a,YALNIZEFE,AYÇİÇEK,ERKİN CELEP,İzmir,1600,Kum,4 Yaşlı Araplar,Maiden/DHÖW,56,A.YILDIZ AP,A.COŞKAN,3,31,1:54:74,"5,10",%15.86(2)
01/01/2023,4,3,MAHRUBİ,4y k  a,ŞAH ŞEHRİYAR,TALYA,H.TARIK DİKENCİK,İzmir,1600,Kum,4 Yaşlı Araplar,Maiden/DHÖW,56,Y.E.YÜKSEL AP,M.ÖZGÜL,9,28,1:55:17,"10,15",%6.3(8)
01/01/2023,4,4,ASLAN TEPESİ,4y a  a,BAYHAN,HİSARNAZ,SALİH DURMAZ,İzmir,1600,Kum,4 Yaşlı Araplar,Maiden/DHÖW,58,H.KAPLAN,MEH.KAYA,8,31,1:55:73,"12,40",%6.5(7)
01/01/2023,4,5,KOCAYUSUF,4y a  a,BERKAY EFE,ALYÜZ,HACI DURAN KOCA,İzmir,1600,Kum,4 Yaşlı Araplar,Maiden/DHÖW,58,M.M.BİLGİN,F.ÇELTİK,6,0,1:55:85,"10,65",%10.55(4)
01/01/2023,4,6,UZUNBİR,4y a  a,TÜMÖZ BEY,PIRIL PIRIL,SUNGUR SOYDAM,İzmir,1600,Kum,4 Yaşlı Araplar,Maiden/DHÖW,58,N.AVCİ,H.E.UYSAL,7,30,1:56:13,"17,30",%6.89(6)
01/01/2023,4,7,SAYIŞMAN,4y k  a,ÖZDURAN,YAĞIZ EFE,ERHAN TUNA,İzmir,1600,Kum,4 Yaşlı Araplar,Maiden/DHÖW,58,E.AKTUĞ,N.GÖNÜLTAŞ,2,31,1:56:74,"7,15",%10.04(5)
01/01/2023,4,8,VARLIKLIŞAH,4y a  a,DEMİRDÖVEN,DOLUDİZGİN,ZERRİN TAŞÖREN,İzmir,1600,Kum,4 Yaşlı Araplar,Maiden/DHÖW,58 +0.40,M.KAYA,T.TEMİZER,4,30,2:01:48,"6,55",%11.44(3)
01/01/2023,4,9,TURGAYBEYİM,4y d  a,TURBO,BERDANGÜLÜ,SALİHA ULUIRMAKLI,İzmir,1600,Kum,4 Yaşlı Araplar,Maiden/DHÖW,54,E.ÇİZİK AP,M.AKKUŞ,5,31,2:03:23,"22,05",%3.43(9)
01/01/2023,5,1,GÜVENDİK,6y k  a,YAŞARCIK,DUAYEN,MURAT AKÇA,İzmir,1600,Kum,4 ve Yukarı Araplar,KV-6/DHÖW,57,Ö.YILDIRIM,R.COŞKUN,1,90,1:49:51,"1,85",%34.4(1)
01/01/2023,5,2,TAÇSIZ KRAL,8y a  a,KAIZBERT (RU),SEÇİLAY,AZİZ ALTIN,İzmir,1600,Kum,4 ve Yukarı Araplar,KV-6/DHÖW,57,M.BAYDAN,Ü.AYBOĞA,4,88,1:50:17,"5,10",%14.05(3)
01/01/2023,5,3,AFERDİTA,5y a k,KAIZBERT (RU),TURBOTAY,SEVİNÇ ÖZMEN,İzmir,1600,Kum,4 ve Yukarı Araplar,KV-6/DHÖW,55 +1.50,M.ÇİÇEK,TU.TURAN,3,89,1:51:14,"4,75",%3.17(2)
01/01/2023,5,4,AKKUŞBEY,6y d  a,OYMAKBEYİ,DÜRİYE HANIM,NAZENİN SERFİCELİ,İzmir,1600,Kum,4 ve Yukarı Araplar,KV-6/DHÖW,57,M.M.BİLGİN,F.ÇELTİK,2,89,1:51:38,"5,10",%13.17(4)
01/01/2023,5,5,SİLLETOKAT,5y k  a,UÇANBEY,CENNET,MEHMET ALİ ÇEVİK,İzmir,1600,Kum,4 ve Yukarı Araplar,KV-6/DHÖW,57 +0.20,K.TOKAÇOĞLU,Ü.AYBOĞA,10,70,1:52:22,"7,30",%10.21(5)
01/01/2023,5,6,PERGAMON,5y a  a,KAIZBERT (RU),NAZLIÇAKAR,SEVİNÇ ÖZMEN,İzmir,1600,Kum,4 ve Yukarı Araplar,KV-6/DHÖW,57 +0.50,M.KAYA,TU.TURAN,7,77,1:52:84,"4,75",%13.25(2)
01/01/2023,5,7,ATİK ATİK,7y a  a,ÖZGÜNHAN,TOMURCUK,MEHMET BİRDEN,İzmir,1600,Kum,4 ve Yukarı Araplar,KV-6/DHÖW,57,H.KAPLAN,MEH.KAYA,6,94,1:52:85,"14,55",%5.4(6)
01/01/2023,5,8,SALUKİ,5y k  a,UÇANOĞLU,KIRKISRAK,H.TARIK DİKENCİK,İzmir,1600,Kum,4 ve Yukarı Araplar,KV-6/DHÖW,57,N.AVCİ,M.ÖZGÜL,5,86,1:52:96,"18,15",%3.77(7)
01/01/2023,5,9,MAMUŞOĞLU,6y a  a,KAIZBERT (RU),ŞİMŞEKGÜLÜ,AYŞE TEZCAN,İzmir,1600,Kum,4 ve Yukarı Araplar,KV-6/DHÖW,57,H.ŞİMŞEK,S.YUDUM,9,60,1:53:82,"58,95",%1.09(9)
01/01/2023,5,10,KELEŞHAN,8y d  a,ÖZDURAN,SİDALCAN,BAYRAM GÖKÇE,İzmir,1600,Kum,4 ve Yukarı Araplar,KV-6/DHÖW,57,E.AKTUĞ,MEH.KAYA,8,83,1:56:18,"38,60",%1.48(8)
01/01/2023,6,1,ANOTHER LOVE,4y a k,EL CORREDOR (USA),SYMPHONIC RHYTHM,İZZET ÖZEN,İzmir,1400,Kum,4 ve Yukarı İngilizler,Handikap 14/Dişi /H1,59,N.AVCİ,MEH.KAYA,1,43,1:28:72,"3,65",%21.13(3)
01/01/2023,6,2,FALLOW THE LEADER,4y d k,TOROK (IRE),ASLAN MELEK,HÜSEYİN KOLSUZOĞLU,İzmir,1400,Kum,4 ve Yukarı İngilizler,Handikap 14/Dişi /H1,61,M.KAYİŞ AP,S.ŞAHYAZICI,3,51,1:28:76,"3,50",%22.74(2)
01/01/2023,6,3,PRINCESS MELITA,4y d k,AGRESIVO (USA),ESQUELA,FURKAN TAŞKIRAN,İzmir,1400,Kum,4 ve Yukarı İngilizler,Handikap 14/Dişi /H1,"55,5",E.AKTUĞ,L.BERKOL,2,36,1:28:80,"9,30",%6.34(5)
01/01/2023,6,4,LADY MİRAM,4y d k,TOROK (IRE),KIZIM MELİKE,MELİH TEMEL,İzmir,1400,Kum,4 ve Yukarı İngilizler,Handikap 14/Dişi /H1,59,Ö.YILDIRIM,C.AYDOĞAN,4,43,1:28:86,"2,25",%27.79(1)
01/01/2023,6,5,PRENSES DURU,4y a k,CORINTHIAN (USA),FLYING BEAUTY,ALOŞ YILDIRIM,İzmir,1400,Kum,4 ve Yukarı İngilizler,Handikap 14/Dişi /H1,60,K.GÖKÇE AP,M.ÇAM,6,49,1:29:55,"19,15",%3.67(7)
01/01/2023,6,6,TANGÜL HANIM,4y d k,DEĞİRMENDERELİ,SAHRA,ZEKİ UYGUR,İzmir,1400,Kum,4 ve Yukarı İngilizler,Handikap 14/Dişi /H1,"59,5",M.AKIN AP,MEH.KAYA,7,48,1:29:67,"14,30",%4.27(6)
01/01/2023,6,7,SANTORONI GIRL,6y d k,APPROVE (IRE),GOLDEN DROP,ASLAN SAVAŞAN,İzmir,1400,Kum,4 ve Yukarı İngilizler,Handikap 14/Dişi /H1,"60,5",M.M.BİLGİN,R.AYDOĞAN,5,44,1:31:15,"16,10",%3.43(8)
01/01/2023,6,8,SULTAN CELİM,4y d k,SIDNEY`S CANDY (USA),FOURTY FOUR,BATURHAN AKSOY,İzmir,1400,Kum,4 ve Yukarı İngilizler,Handikap 14/Dişi /H1,57,M.ÇİÇEK,R.KARATAŞ,8,39,1:34:03,"6,90",%10.63(4)
01/01/2023,7,1,ILDIRLI,7y a  a,TURBO,KRALİÇEKARINCA,DENİZ KURTEL,İzmir,2000,Kum,5 ve Yukarı Araplar,ŞARTLI 5/DHÖW,55 +2.00,M.KAYA,A.A.ZÜMBÜLLER,7,94,2:21:60,"1,35",%60.46(1)
01/01/2023,7,2,NALDÖKENBEYİ,6y d  a,KAIZBERT (RU),FOSFOR,MEHMET ARICI,İzmir,2000,Kum,5 ve Yukarı Araplar,ŞARTLI 5/DHÖW,55 +1.50,Ö.YILDIRIM,O.TAŞDEMİR,1,90,2:22:49,"5,00",%13.59(3)
01/01/2023,7,3,ADAMIM,6y a  a,BERKSOY,ŞANSLI,NADİR ÇETİNER,İzmir,2000,Kum,5 ve Yukarı Araplar,ŞARTLI 5/DHÖW,55 +1.30,M.ÇİÇEK,T.TEMİZER,2,85,2:22:52,"10,75",%2.56(6)
01/01/2023,7,4,GÖKÇESTAR,6y k  a,KAIZBERT (RU),TATLICAN,SEZGİN GÖKÇE,İzmir,2000,Kum,5 ve Yukarı Araplar,ŞARTLI 5/DHÖW,55 +0.20,GÖKH.GÖKÇE,SEYİT GÖKÇE,6,90,2:23:09,"8,40",%5.31(4)
01/01/2023,7,5,O BİR REİS,7y k  a,TAMERİNOĞLU,VONALI,DEMET ÇİFTÇİ,İzmir,2000,Kum,5 ve Yukarı Araplar,ŞARTLI 5/DHÖW,55,E.AKTUĞ,MEH.KAYA,3,68,2:23:79,"14,35",%3.16(5)
01/01/2023,7,6,DİRLİK,5y a  a,ÖZHABER,ÇALIÇİÇEĞİ,MEHMET ALİ AKDAĞ,İzmir,2000,Kum,5 ve Yukarı Araplar,ŞARTLI 5/DHÖW,55 +1.30,K.TOKAÇOĞLU,H.DURMUŞ,5,86,2:25:18,"4,50",%14.31(2)
01/01/2023,7,7,ATİKSOYLU,7y a  a,ATİKBEY,SELVİNAZ,MUSTAFA AMAÇ,İzmir,2000,Kum,5 ve Yukarı Araplar,ŞARTLI 5/DHÖW,55,MER.ÇELİK,FAH.CEYLAN,4,92,0:00.00,0,%0.63(7)
01/01/2023,8,1,AYVALIKATEŞİ,5y a  a,TALIP HAN (IRE),TAC MAHAL,YİĞİT AKIN,İzmir,1600,Kum,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,63,M.ÇİÇEK,Ü.BOZKURT,2,59,1:39:93,"6,15",%12.22(3)
01/01/2023,8,2,CASH IS KING,4y d  a,LILBOURNE LAD (IRE),DRAMA CLUB (IRE),AHMET ALABAY,İzmir,1600,Kum,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,56 +0.10,GÖKH.GÖKÇE,FAH.CEYLAN,7,69,1:40:13,"2,70",%21.19(2)
01/01/2023,8,3,MINIGUN,5y a  g,THREE VALLEYS (USA),STILL LOVIN YOU,SÜLEYMAN AKGÜMÜŞ,İzmir,1600,Kum,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,58,Ö.YILDIRIM,B.AKBULUT,5,62,1:40:81,"3,55",%28.29(1)
01/01/2023,8,4,TEVAZU,5y d  a,TOROK (IRE),PALLINA (GB),ONUR YETKİN,İzmir,1600,Kum,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,57,M.KAYİŞ AP,Ş.ÖZDENİZ,6,60,1:40:96,"8,00",%10.58(4)
01/01/2023,8,5,ADA KIZI,4y d k,TOCCET (USA),RIVER GLITTER,MUSTAFA ADALAR,İzmir,1600,Kum,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,52 +0.40,C.PASO AP,S.ŞAHYAZICI,4,72,1:41:24,"7,45",%8.96(5)
01/01/2023,8,6,NO REGRET,5y d  a,YONAGUSKA (USA),GOLD PLAY,K.FIRAT DANIŞOĞLU,İzmir,1600,Kum,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,54 +2.00,K.GÖKÇE AP,ŞAFAK GÜMÜŞ,9,92,1:41:70,"6,65",%7.71(6)
01/01/2023,8,7,VERY GOLD,4y d k,AZARAKS,SUZİ GOLD,HULUSİ ÇİL,İzmir,1600,Kum,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,57,A.YILDIZ AP,A.COŞKAN,3,71,1:42:71,"12,40",%4.76(7)
01/01/2023,8,8,COLOUR OF FIRE,4y d  a,SPEEDY WOLF,SKY IS THE LIMIT,GÜVEN BAŞÇİVİ,İzmir,1600,Kum,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,53 +2.00,ALP.OLUK AP,H.DURMUŞ,10,37,1:43:09,"16,95",%3.53(8)
01/01/2023,8,9,BRAVE RUNNER,5y d  a,SMART ROBIN (JPN),SAKARYA GÜZELİ,YAVUZ AYDOĞAN,İzmir,1600,Kum,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,57,A.C.DAĞDEVİREN,FAH.CEYLAN,8,63,1:43:85,"21,70",%1.83(9)
01/01/2023,8,10,REKORTMEN,4y d  g,TROJEN HORSE,IRON FLY,KAYHAN ALTINÖZ,İzmir,1600,Kum,4 ve Yukarı İngilizler,ŞARTLI 3 /X-1,55 +0.70,A.KÜRÜNDÜK,L.ÖZMERGEN,1,28,1:46:62,"39,50",%0.93(10)
01/04/2022,1,1,LADY ELMENDORF,3y a  d,ANIMAL KINGDOM (USA),GATABAKANA (BRZ),KAAN TURAN YURDABAK,İzmir,1800,Çim,3 Yaşlı İngilizler,Maiden,56 +0.50,M.M.BİLGİN,K.TURAN YURDABAK,5,33,1:54:28,"4,20",%10.55(2)
01/04/2022,1,2,BATTLE CRY,3y d  e,INVINCIBLE SON (IRE),ALWAYS A WARRIOR,TUBA GÜNGÖR,İzmir,1800,Çim,3 Yaşlı İngilizler,Maiden,58,M.GÖNÜLTAŞ,L.ÖZMERGEN,11,39,1:54:39,"1,30",%61.31(1)
01/04/2022,1,3,BATIRAY,3y d  e,FLY BY ME,MASTER PLAN,CİHAN ARŞ,İzmir,1800,Çim,3 Yaşlı İngilizler,Maiden,56,ALP.OLUK AP,Y.BULUT,7,0,1:55:70,"11,05",%5.23(5)
01/04/2022,1,4,İLİM VE AKIL,3y d  e,TOROK (IRE),JOYA,A.CEYDA FEYZULLAH,İzmir,1800,Çim,3 Yaşlı İngilizler,Maiden,54 +0.40,İ.S.SÖĞÜT AP,Ş.ÇELİK,2,0,1:55:97,"27,95",%1.69(7)
01/04/2022,1,5,BEYAZ AYNA,3y d  d,BUSHRANGER (IRE),ANGEL OF WESTPORT,HİKMET ŞİMŞEK,İzmir,1800,Çim,3 Yaşlı İngilizler,Maiden,56,H.ŞİMŞEK,S.YANIK,3,0,1:56:08,"8,55",%1.57(4)
01/04/2022,1,6,EL PADRINO,3y d  e,BUSHRANGER (IRE),STRIKE FORCE,TALAT ÜSTÜNER,İzmir,1800,Çim,3 Yaşlı İngilizler,Maiden,54,E.AKTUĞ AP,MEH.KAYA,10,9,1:56:61,"25,80",%2.78(6)
01/04/2022,1,7,PRINCESS THALIA,3y d  d,LION KING,HOLLY HOLIDAY,NURULLAH ASTAN,İzmir,1800,Çim,3 Yaşlı İngilizler,Maiden,53 +1.40,MUH.OK AP,MEH.KAYA,6,16,1:57:09,"98,65",%0.79(10)
01/04/2022,1,8,ZEHRANAZ,3y a  d,BAY ÇİFTÇİOĞLU,SENİHA SULTAN,NECATİ ÇİFTÇİOĞLU,İzmir,1800,Çim,3 Yaşlı İngilizler,Maiden,56 +0.60,M.ÇİÇEK,Y.BULUT,4,27,1:58:77,"10,15",%8.86(3)
01/04/2022,1,9,SPICE GIRLS,3y d  d,MITICO,SPICE GARDENS (IRE),YILDIRIM ŞEN,İzmir,1800,Çim,3 Yaşlı İngilizler,Maiden,56,A.KÜRÜNDÜK,C.AYDOĞAN,1,0,2:00:84,"90,45",%0.81(9)
01/04/2022,1,10,SARUMAN,3y a  e,SERHAS,GREEN PUSS,CUMALİ KAAN ŞAHİN,İzmir,1800,Çim,3 Yaşlı İngilizler,Maiden,54,C.YILMAZ AP,S.İŞLETİR,9,11,2:01:46,"132,25",%0.42(11)
01/04/2022,1,11,LANINO,3y d  d,VALENTIN,SHARK BAY (GB),H.TARIK DİKENCİK,İzmir,1800,Çim,3 Yaşlı İngilizler,Maiden,56 +1.00,N.ŞEN,Ş.ÖZGÜR,12,0,2:08:39,"52,25",%1.14(8)
01/04/2022,1,12,BABY PUFF,3y d  d,KANEKO,MAGDALENA,HİKMET ŞİMŞEK,İzmir,1800,Çim,3 Yaşlı İngilizler,Maiden,52 +0.40,C.PASO AP,S.YANIK,8,28,2:14:69,"8,55",%4.85(4)
01/04/2022,2,1,DARTAGNAN,4y d  a,SMART ROBIN (JPN),PERFORM,TARKAN H. ONAR,İzmir,1200,Kum,4 ve Yukarı İngilizler,ŞARTLI 5,55,O.YILDIZ,SEYİT GÖKÇE,1,47,1:13:63,"43,85",%2.36(7)
01/04/2022,2,2,GURME,4y d  a,SMART ROBIN (JPN),GRADIVA (USA),NİHAT VERESKALA,İzmir,1200,Kum,4 ve Yukarı İngilizler,ŞARTLI 5,60,H.KARATAŞ,G.TOKLU,2,87,1:13:65,"1,95",%33.17(1)
01/04/2022,2,3,OBRADA,7y a  g,LION HEART (USA),MAMMA MIA,ZEHRA Ş. RASTGELDİ İNCİ,İzmir,1200,Kum,4 ve Yukarı İngilizler,ŞARTLI 5,61,M.M.BİLGİN,M.Y.AKKEYİK,8,92,1:13:72,"2,80",%23.15(2)
01/04/2022,2,4,JUSTICE FOR ALL,5y d  a,OFFLEE WILD (USA),INVINCIBLE ROCK,ELİF KAYA,İzmir,1200,Kum,4 ve Yukarı İngilizler,ŞARTLI 5,56,M.KAYA,E.C.BAYDAN,6,89,1:13:82,"4,05",%15.01(4)
01/04/2022,2,5,SÜPER BABA,6y d  a,DERVİŞ AĞA,SAADA ONE (IRE),SABAHATTİN YAVUZ,İzmir,1200,Kum,4 ve Yukarı İngilizler,ŞARTLI 5,57,M.ÇİÇEK,MEH.KAYA,4,59,1:13:97,"21,15",%4.01(6)
01/04/2022,2,6,BEST FRIEND,4y a  a,LION HEART (USA),CARRY ON ELLIE (IRE),İHSAN GERMAN,İzmir,1200,Kum,4 ve Yukarı İngilizler,ŞARTLI 5,58,K.TOKAÇOĞLU,C.YEDİREN,7,89,1:14:00,"7,80",%16.05(3)
01/04/2022,2,7,SPEEDY KING,4y d  a,BOSPORUS (IRE),LADY DÖKER,SÜLEYMAN KILIÇASLAN,İzmir,1200,Kum,4 ve Yukarı İngilizler,ŞARTLI 5,54,MER.ÇELİK,R.YILDIZ,9,63,1:14:80,"37,90",%1.77(8)
01/04/2022,2,8,GOSPODIN,4y d  a,HAKEEM (USA),GÜLRA,ZEYNEP AKYOL,İzmir,1200,Kum,4 ve Yukarı İngilizler,ŞARTLI 5,54,G.ÖZÇELİK,S.YANIK,5,64,1:15:20,"11,60",%4.26(5)
01/04/2022,2,9,MY IMMORTAL,4y d k,İSTANBUL,AOSTA,SALİH TEKECİ,İzmir,1200,Kum,4 ve Yukarı İngilizler,ŞARTLI 5,52,D.PALAUR,S.O.APAYDIN,3,26,1:22:00,"120,40",%0.22(9)
01/04/2022,3,1,AYDURU,7y a k,UÇANBEY,ŞANSLI,NADİR ÇETİNER,İzmir,1600,Kum,5 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi,57,M.ÇİÇEK,M.YAPAROĞLU,9,75,1:52:08,"2,15",%36.41(1)
01/04/2022,3,2,LOLAN GÜZELİ,7y d k,ÖZDURAN,GÜRGÖZE,KAYA KAYA,İzmir,1600,Kum,5 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi,57,A.İNCİ AP,T.ATEŞ,5,54,1:52:54,"8,45",%6.13(5)
01/04/2022,3,3,GÖLDEM,7y k k,TAMERİNOĞLU,RENGİN,ENES DEMİR,İzmir,1600,Kum,5 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi,51 +1.10,C.PASO AP,K.ŞENGEL,3,92,1:52:94,"2,25",%28.44(2)
01/04/2022,3,4,KÜŞİ,6y a k,BERKAY EFE,HALİDE,FERİT MENGİ,İzmir,1600,Kum,5 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi,57,M.AKIN AP,B.ÖZGÜR,1,66,1:53:17,"8,20",%11.52(3)
01/04/2022,3,5,PORSUK KIZI,6y k k,BALIKHAN,ZÜLA HANIM,İ.SUAT KUTLU,İzmir,1600,Kum,5 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi,57,H.KAPLAN,M.MEHMET İNAL,4,63,1:53:46,"4,90",%11.4(4)
01/04/2022,3,6,ORKİ,6y a k,SARUHANAĞA,SABUR ABLA,HASAN PEHLİVAN,İzmir,1600,Kum,5 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi,55,A.C.DAĞDEVİREN,Ş.ÇELİK,6,35,1:55:67,"24,45",%2.48(6)
01/04/2022,3,7,FATİHİNGÜLÜ,8y a k,SABURAY,MEBRUKE.92,KAYA KAYA,İzmir,1600,Kum,5 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi,53 +1.20,MUH.OK AP,T.ATEŞ,7,35,1:56:06,"8,45",%1.66(5)
01/04/2022,3,8,ARSLAN KRALİÇE,5y d k,ÖZGÜNHAN,ELA,ARİF ÇELİK,İzmir,1600,Kum,5 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi,55 +0.30,M.M.BİLGİN,E.C.BAYDAN,8,34,1:57:23,"29,10",%1.47(7)
01/04/2022,3,9,SEVDAM,6y a k,GÜNTAY,KIZIM BERNA,MEHMET BİRDEN,İzmir,1600,Kum,5 ve Yukarı Araplar,ŞARTLI 4/DHÖW/Dişi,52 +1.00,E.AKTUĞ AP,MEH.KAYA,2,34,2:01:48,"73,65",%0.49(8)
01/04/2022,4,1,SEGULA,3y d  d,PAPA CLEM (USA),DUYGUABLA,A.FERHAT KÜÇÜKER,İzmir,1800,Çim,3 Yaşlı İngilizler,Maiden,56,E.AKTUĞ AP,A.COŞKAN,11,32,1:52:92,"2,15",%28.49(1)  %29.96(1)
